RegionID,SizeRank,RegionName,StateName,1996/1/31,1996/2/29,1996/3/31,1996/4/30,1996/5/31,1996/6/30,1996/7/31,1996/8/31,1996/9/30,1996/10/31,1996/11/30,1996/12/31,1997/1/31,1997/2/28,1997/3/31,1997/4/30,1997/5/31,1997/6/30,1997/7/31,1997/8/31,1997/9/30,1997/10/31,1997/11/30,1997/12/31,1998/1/31,1998/2/28,1998/3/31,1998/4/30,1998/5/31,1998/6/30,1998/7/31,1998/8/31,1998/9/30,1998/10/31,1998/11/30,1998/12/31,1999/1/31,1999/2/28,1999/3/31,1999/4/30,1999/5/31,1999/6/30,1999/7/31,1999/8/31,1999/9/30,1999/10/31,1999/11/30,1999/12/31,2000/1/31,2000/2/29,2000/3/31,2000/4/30,2000/5/31,2000/6/30,2000/7/31,2000/8/31,2000/9/30,2000/10/31,2000/11/30,2000/12/31,2001/1/31,2001/2/28,2001/3/31,2001/4/30,2001/5/31,2001/6/30,2001/7/31,2001/8/31,2001/9/30,2001/10/31,2001/11/30,2001/12/31,2002/1/31,2002/2/28,2002/3/31,2002/4/30,2002/5/31,2002/6/30,2002/7/31,2002/8/31,2002/9/30,2002/10/31,2002/11/30,2002/12/31,2003/1/31,2003/2/28,2003/3/31,2003/4/30,2003/5/31,2003/6/30,2003/7/31,2003/8/31,2003/9/30,2003/10/31,2003/11/30,2003/12/31,2004/1/31,2004/2/29,2004/3/31,2004/4/30,2004/5/31,2004/6/30,2004/7/31,2004/8/31,2004/9/30,2004/10/31,2004/11/30,2004/12/31,2005/1/31,2005/2/28,2005/3/31,2005/4/30,2005/5/31,2005/6/30,2005/7/31,2005/8/31,2005/9/30,2005/10/31,2005/11/30,2005/12/31,2006/1/31,2006/2/28,2006/3/31,2006/4/30,2006/5/31,2006/6/30,2006/7/31,2006/8/31,2006/9/30,2006/10/31,2006/11/30,2006/12/31,2007/1/31,2007/2/28,2007/3/31,2007/4/30,2007/5/31,2007/6/30,2007/7/31,2007/8/31,2007/9/30,2007/10/31,2007/11/30,2007/12/31,2008/1/31,2008/2/29,2008/3/31,2008/4/30,2008/5/31,2008/6/30,2008/7/31,2008/8/31,2008/9/30,2008/10/31,2008/11/30,2008/12/31,2009/1/31,2009/2/28,2009/3/31,2009/4/30,2009/5/31,2009/6/30,2009/7/31,2009/8/31,2009/9/30,2009/10/31,2009/11/30,2009/12/31,2010/1/31,2010/2/28,2010/3/31,2010/4/30,2010/5/31,2010/6/30,2010/7/31,2010/8/31,2010/9/30,2010/10/31,2010/11/30,2010/12/31,2011/1/31,2011/2/28,2011/3/31,2011/4/30,2011/5/31,2011/6/30,2011/7/31,2011/8/31,2011/9/30,2011/10/31,2011/11/30,2011/12/31,2012/1/31,2012/2/29,2012/3/31,2012/4/30,2012/5/31,2012/6/30,2012/7/31,2012/8/31,2012/9/30,2012/10/31,2012/11/30,2012/12/31,2013/1/31,2013/2/28,2013/3/31,2013/4/30,2013/5/31,2013/6/30,2013/7/31,2013/8/31,2013/9/30,2013/10/31,2013/11/30,2013/12/31,2014/1/31,2014/2/28,2014/3/31,2014/4/30,2014/5/31,2014/6/30,2014/7/31,2014/8/31,2014/9/30,2014/10/31,2014/11/30,2014/12/31,2015/1/31,2015/2/28,2015/3/31,2015/4/30,2015/5/31,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/31,2015/11/30,2015/12/31,2016/1/31,2016/2/29,2016/3/31,2016/4/30,2016/5/31,2016/6/30,2016/7/31,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/31,2017/1/31,2017/2/28,2017/3/31,2017/4/30,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/31,2018/1/31,2018/2/28,2018/3/31,2018/4/30,2018/5/31,2018/6/30,2018/7/31,2018/8/31,2018/9/30,2018/10/31,2018/11/30,2018/12/31,2019/1/31,2019/2/28,2019/3/31,2019/4/30,2019/5/31,2019/6/30,2019/7/31,2019/8/31,2019/9/30,2019/10/31,2019/11/30,2019/12/31,2020/1/31,2020/2/29,2020/3/31,2020/4/30,2020/5/31,2020/6/30,2020/7/31,2020/8/31,2020/9/30,2020/10/31,2020/11/30,2020/12/31,2021/1/31,2021/2/28,2021/3/31,2021/4/30,2021/5/31
394579,154,Evansville,IN,76139,76302,76427,76693,76876,77053,77238,77484,77783,78066,78455,78843,79041,79122,79237,79571,80006,80306,80548,80766,81084,81504,81838,82183,82643,83211,83752,84273,84932,85849,86762,87382,87885,88338,88885,89409,90375,91400,92474,92904,93101,93358,94027,95390,96392,97255,97627,98173,98412,98555,98773,99316,100064,100766,101052,100908,100901,101097,101868,102490,103081,103487,103678,103974,104227,104473,104939,105452,106099,106464,106416,106361,106267,106492,106831,107184,107337,107354,107277,107171,107096,107065,107294,107456,107654,107682,107701,107725,107875,108058,108229,108339,108463,108637,108821,109091,109318,109546,109702,109807,109930,110115,110409,110871,111221,111659,111882,112178,112525,112983,113532,113956,114380,114780,115097,115195,115279,115256,115399,115354,115314,115206,115122,115174,115289,115353,115414,115507,115730,116018,116228,116554,116795,117037,117145,117353,117409,117490,117400,117487,117516,117463,117360,117315,117522,117744,117876,117562,117036,116513,116133,115787,115207,114783,114385,113917,112992,111704,110663,110046,110080,110020,109820,109580,109649,109935,110078,110194,110452,111242,111941,112504,112448,112403,112638,112548,112471,111871,111673,111474,111355,111110,110797,110630,110661,110785,110813,110960,111006,111177,111099,111014,110979,110962,110967,110820,110749,110725,110512,110452,110376,110513,110667,110792,111024,111103,111318,111492,111537,111573,111860,112138,112364,112413,112566,112812,112810,112881,112940,113257,113728,114104,114431,114743,115174,115692,116121,116468,116870,117186,117438,117442,117467,117588,117790,117977,118124,118312,118576,118928,119284,119871,120416,121089,121673,122301,122750,123187,123598,123953,124210,124506,124957,125390,125969,126570,127070,127451,127800,128253,128706,129426,130220,131065,131626,132079,132412,132794,133367,133949,134712,135249,135911,136013,136217,136217,136752,137277,138068,138648,139191,139739,140294,141103,141606,142095,142304,142725,143167,143954,144496,145462,146178,147172,147959,148893,150118,151706,153588,155545,157428,159233,161313,163356,165818
394747,155,Kingsport,TN,71274,71535,71862,72422,72946,73416,73940,74476,74950,75346,75730,76143,76572,77046,77423,77815,78194,78650,79049,79449,79881,80310,80759,81101,81632,82056,82536,82870,83215,83484,83668,83831,84071,84471,84773,85101,85017,84920,84738,84844,85095,85410,85702,85800,85788,85716,85696,85762,85776,85999,86160,86330,86255,86203,86231,86388,86628,86807,87142,87427,88019,88312,88667,88801,89088,89245,89451,89701,89908,90163,90333,90485,90414,90426,90491,90636,90704,90747,90670,90574,90547,90732,90875,91086,91200,91352,91326,91427,91625,91983,92359,92791,93307,93499,93625,93612,93940,94217,94689,95047,95404,95611,95827,95914,95875,95951,96148,96489,96755,97256,97736,98317,98752,99411,100276,101261,102360,103321,104376,105310,106213,106838,107410,107973,108723,109347,109724,110119,110479,111107,111517,111862,112020,112294,112789,113286,113701,114053,114354,114606,114574,114504,114400,114580,114889,115146,115053,114850,114973,115110,115132,114665,114299,113850,113542,113153,112728,112419,112033,111558,110273,109086,108355,108436,108624,108793,108866,108877,108748,108448,108390,108447,108895,109066,108910,108323,107746,107255,106888,106475,106235,106069,105899,105707,105545,105647,105651,105752,105809,105816,105689,105528,105405,105311,105180,104994,104907,104822,105049,105323,105612,105763,105960,106140,106218,106258,106304,106630,106857,106968,106981,106901,106972,107176,107450,107773,108039,108320,108538,108657,108925,109374,109636,109839,109831,109947,109936,109975,110185,110440,110764,110809,110731,110516,110604,110834,111054,111056,111179,111359,111639,111923,112346,112990,113548,113975,114248,114614,115198,115900,116481,117012,117136,117203,117095,117253,117585,118233,118842,119360,119608,119903,120319,120928,121923,123017,124000,124467,124891,125183,125715,126041,126591,127052,127577,127860,128072,128240,128693,129557,130351,131063,131298,131785,132127,132728,132753,132970,133193,134043,134833,135368,135855,136402,137322,138271,139329,140270,141677,143093,144556,145623,146726,148044,149563
395028,156,Roanoke,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113835,114037,114383,114827,115319,115618,116045,116432,116914,117456,118125,118925,120023,121194,122233,123144,124022,125199,126291,127406,128417,129281,129943,130358,130780,131248,131466,131830,132195,132866,133547,134470,135406,136476,137629,139050,139869,140431,141711,144013,146714,148865,150727,152325,153926,155714,157525,159083,160397,161714,161800,160494,158546,157477,157710,158311,159025,159011,159060,159134,159809,160527,161628,162862,164196,165184,165637,165873,166122,166716,167298,167661,167883,167940,168004,168239,168817,169488,169292,168779,168534,169356,170058,169792,169384,169165,168943,168177,167674,167542,168252,168554,167772,165487,163128,163072,162588,161996,161517,162118,161417,159345,157054,156044,155480,155312,155248,154399,153861,153370,152995,152348,152266,152691,153009,152883,152730,152634,152461,152139,151816,151474,150946,150340,149881,149713,149676,149560,149575,149547,149568,149479,149476,149471,149504,149492,149559,149637,149678,149679,149717,149903,150132,150417,150673,150941,151155,151380,151570,151783,151968,152147,152349,152558,152813,153030,153280,153601,154115,154602,155071,155400,155780,156134,156474,156858,157269,157742,158138,158479,158783,159073,159376,159666,159964,160388,160832,161213,161434,161630,161916,162224,162377,162560,162751,163078,163419,163772,164112,164436,164817,165127,165426,165630,166064,166530,167033,167567,168046,168491,168866,169352,169842,170397,170996,171626,172103,172476,172806,173181,173559,174015,174478,174763,174995,175304,175758,176642,177682,178722,179741,180481,181366,182023,182768,183608,184284,185033,185154,185568,186017,186747,187288,187936,188905,190031,191201,192450,193962,195484,197550,199296,201112,202896,205031,207409,209652
394646,157,Green Bay,WI,,,,,,,,,,,,,,,,,,,,,,104564,104398,104322,104135,104110,104125,104237,104339,104502,104804,105234,105825,106415,106951,107310,107622,108071,108710,109400,110024,110612,111023,111347,111435,111776,112367,113282,114304,114884,115246,115348,115933,116551,117255,117757,118348,118769,119188,119528,119893,120276,120552,121037,120979,120908,120954,121457,122124,122206,122505,122825,123576,124169,124498,124682,124741,125271,125533,126013,126238,127719,128486,128921,128189,128137,129070,129937,131072,131512,132380,132772,133187,133158,133536,134054,135182,135983,136632,137402,138096,138788,139133,139732,140484,141171,141677,142396,143080,143826,143912,144065,144307,144944,145575,146098,146568,146969,147433,147709,147977,147995,148334,148565,148893,148777,148729,148652,148716,148856,149158,149487,149763,149617,149494,149254,149426,149156,148775,148145,147465,146983,146845,147353,147934,149800,151069,152596,152457,153501,154586,156131,157858,159063,159422,157915,157147,155711,155172,153711,153380,153057,152943,152754,152266,152060,152136,153235,152575,151440,149961,150122,150020,149737,148968,148189,146462,144826,142913,141612,141147,141167,140893,139935,139324,138234,137282,136215,135779,134902,134169,133899,133951,134641,134789,134632,133304,132484,131559,131484,132035,133007,134015,133199,132183,129684,128544,127879,129524,130666,132534,132830,132912,132604,132729,133723,134696,136433,137509,138361,137836,137857,137564,138291,138867,139475,139556,139662,140143,141042,142041,142406,142666,142433,142526,142304,142267,142788,143849,145195,145812,145550,145336,146086,147454,149058,150002,150927,151909,152564,152898,152904,153669,155142,156363,157192,157727,158250,159209,160633,161945,162924,163876,164842,165487,166092,167011,168402,169455,170585,171284,171592,171838,172734,173693,174695,175588,176510,177359,177754,178477,179263,180231,180829,181354,181831,182295,183180,184331,185916,186835,188010,188806,190049,191145,193059,195258,197447,199874,202194,204667,207043,210271,213783,217901
394796,158,Lincoln,NE,99115,99299,99498,99885,100278,100692,101123,101483,101804,102118,102553,102998,103430,103865,104323,104817,105251,105655,106037,106548,107110,107664,108055,108398,108775,109124,109421,109609,109915,110250,110600,110844,111044,111259,111471,111745,112005,112304,112605,113039,113434,113776,114069,114540,115161,115831,116470,117077,117650,118228,118783,119337,119847,120459,121150,121727,122147,122417,122757,123152,123627,124125,124681,125208,125727,126091,126377,126696,127130,127575,127981,128303,128661,128979,129276,129534,129869,130269,130699,131051,131404,131949,132566,133260,133847,134418,134973,135494,136013,136523,137064,137748,138356,138878,139241,139567,139898,140234,140561,140928,141274,141690,142079,142382,142728,143051,143462,143875,144305,144739,145214,145708,146167,146558,146998,147493,147920,148268,148578,148923,149279,149655,149973,150183,150391,150522,150605,150569,150581,150709,150900,151026,151159,151298,151458,151495,151390,151245,151042,150810,150637,150496,150288,149975,149577,149081,148489,148034,147709,147606,147687,147922,147909,147494,146979,146539,146148,145690,145304,145016,145052,145079,145111,144924,145012,145345,145786,146164,146660,147296,147914,148428,148523,148427,147833,147360,146692,146239,145771,145450,144880,144527,144297,144311,144189,143837,143736,143758,143667,143652,143113,142785,141988,141056,140434,140292,140820,141512,142204,143080,144637,145525,147457,148616,151511,153895,155473,154843,153682,153139,153492,153428,152939,152943,152334,152497,151161,150273,149421,150818,152240,153512,153662,153779,153730,153891,154646,155315,156460,157816,159707,160453,161089,161310,161980,163112,164113,164880,164936,165033,165047,165134,164936,165619,166471,167607,168501,169114,170150,171311,172810,174034,175318,176390,177949,178621,179305,179666,180675,181697,182553,183461,184382,185705,186846,187848,188158,188933,189902,191311,192417,193501,194652,195229,195584,195711,196266,197269,198444,199828,200643,201318,201395,201289,201019,201122,201861,202650,203428,203834,204838,205531,206657,207471,209099,211162,213507,216019,218326,220861,223485,226504,229387,232681,236221
394602,159,Fort Collins,CO,164953,164940,165155,165538,166034,166345,166560,166761,167028,167250,167413,167596,167826,168234,168572,168854,168974,169262,169696,170295,170843,171553,172218,172949,173474,173963,174246,174574,175077,175723,176416,177282,178205,179214,180134,180971,182068,183545,185225,186857,188223,189872,191629,192473,193205,193489,194865,196335,198007,198929,200098,201408,203252,204680,205864,207547,209556,211926,214038,216118,218520,220713,222771,224390,226062,227835,229931,232110,233789,235611,237002,238505,239159,240644,241669,242757,243165,243846,244591,245327,246205,246991,247397,247688,247566,247144,246928,247476,248437,249193,249677,250152,250724,250788,250714,250681,251457,252662,254134,254801,255625,256025,256565,256566,256485,256620,257474,257906,257807,257655,258095,259167,259182,259357,259221,259626,259754,260282,260891,261796,263438,263770,263253,262058,262081,262222,262223,262081,262112,261698,261189,260811,260444,261184,261755,262600,262659,263160,263779,264193,264551,265038,264492,263542,261326,259028,257059,255546,254691,253735,252864,252212,251174,249837,248863,248463,248892,249309,249348,248705,248185,247067,246684,245998,245981,246226,247337,248169,248462,247708,247393,247906,248157,248349,247592,247279,247138,246631,245294,243608,243129,244008,244359,243970,243128,243496,243753,243924,243484,243904,244797,245608,245509,245289,246160,247334,248693,249091,249855,250814,252197,253216,253762,255226,257184,258892,259671,260350,261666,262983,264609,266014,267415,268912,270765,272683,274501,276019,277454,278953,279773,281313,282730,284997,287190,289508,292209,294161,295693,297531,300437,303789,308334,311975,316133,318646,321695,324450,326815,329528,332165,335616,338637,341766,343735,346453,348973,352566,355781,358565,361568,363891,367460,369867,372808,375213,378139,380442,381922,383347,384388,385753,386932,388977,390926,393041,394095,395474,396757,399121,400910,402761,404209,406843,408939,410893,411340,413069,414469,414681,414145,413332,414438,415430,417036,416890,417892,419011,421020,421476,422704,425498,427495,429033,429775,431792,433952,437249,440428,443947,448049,453292,458871,464395,471657
395179,160,Utica,NY,69588,69340,69166,68830,68574,68404,68233,68038,67809,67776,67716,67746,67466,67410,67269,67316,67236,67027,66835,66687,66674,66265,66023,65704,66043,66130,66299,66136,66038,66063,66091,66230,66298,66717,66975,67219,67150,67196,67313,67511,67851,68124,68548,68842,69192,69425,69707,70038,70269,70641,71073,71751,72229,72745,73035,73299,73346,73453,73646,74021,74474,74862,75073,75052,75015,75076,75401,75789,76319,76775,77174,77400,77602,77706,77837,78136,78780,79369,79791,80111,80398,80710,81086,81564,82083,82548,83071,83470,83892,84342,84839,85271,85774,86415,86936,87437,87898,88695,89504,90538,91121,91625,92030,92893,93728,94509,95239,96007,96749,97323,97801,98087,98441,98914,99580,99886,100240,100835,101755,102566,103091,103600,104233,104790,105331,105696,106101,106753,107457,107690,107804,107800,108272,108542,108836,109397,110154,111000,111536,111861,112077,112363,112482,112768,113107,113437,113442,112956,112673,112593,112698,112728,112640,112609,112504,112248,111790,111469,111477,111671,111383,110801,110250,109887,109513,109218,109123,109264,109248,109276,109345,109633,110173,110671,111051,111149,111383,111349,111264,110907,110716,110570,110071,109442,108647,108027,107409,107003,106667,106666,106418,106262,106211,106131,106122,106080,106392,106687,106971,107117,107246,107227,107515,107962,108378,108652,109007,109194,109073,108956,109114,109435,109669,109875,109938,109778,109445,109425,109487,109755,109952,110071,110033,109873,109822,109889,110133,110442,110597,110337,110209,110323,110748,111105,111250,111531,111668,111894,111850,111892,112141,112636,112970,113052,113092,113398,114050,114762,115362,115621,115971,116408,116973,117471,118020,118689,119161,119468,119486,119532,119900,120568,121444,122263,123000,123843,124492,125339,126387,127561,128636,129304,129933,130483,130806,130862,131162,131437,132429,132675,133183,133322,134021,134615,135201,135909,136630,137377,137874,138329,139048,139295,139314,138870,138942,139643,140490,141465,142778,144519,146664,149192,151545,155050,159066
394488,161,Columbus,GA,113753,113857,113802,113739,113669,113733,113955,114044,114078,114146,114320,114580,114886,115242,115734,116313,116854,117320,117913,118548,119320,119653,120153,120527,120928,121003,121127,121217,121531,121771,121465,121599,121697,122614,122954,123443,123805,124333,124676,125040,125344,125671,126158,126305,126454,126367,126534,126456,126394,126464,126849,127283,127614,127807,128104,128398,128745,128896,129280,129915,130795,131286,131619,131741,132090,132517,133006,133636,134136,134686,134960,135264,135398,135756,136122,136646,136926,137105,137005,136763,136488,136366,136363,136228,136273,136873,137835,138597,138960,139048,139344,139563,139957,140176,140397,140573,141348,143194,146075,148137,149015,148778,148672,148534,148289,148036,147792,147564,145478,139983,131888,125930,123474,123559,123318,123132,122961,122788,122471,122219,122530,123867,126034,127341,127684,127381,127620,127797,128036,128225,128662,129095,129807,131131,132629,133970,134494,134757,134685,134864,134953,135117,135112,134933,134766,134425,134575,134815,135219,135172,134905,134541,134266,134149,134004,133822,133560,133311,132865,132140,131380,130729,130360,129865,129385,128647,128061,127404,126661,125793,125125,124904,124865,124485,123930,123174,122514,122064,121401,120906,120627,120717,120654,120063,119014,118328,117647,117367,116862,116268,115701,115136,114371,113458,112417,111750,111404,111166,111048,110883,110633,110377,110112,109965,109907,109810,109833,109803,109807,109831,109915,109905,109893,109801,109769,109759,109916,110185,110332,110325,110185,109943,109750,109677,109861,110151,110428,110584,110469,110276,110168,110378,110734,111126,111255,111190,110996,110871,110866,110937,111144,111337,111557,111565,111546,111482,111604,111777,111961,111995,112082,112164,112350,112487,112634,112795,112916,113048,113002,113138,113423,114040,114533,114949,115279,115684,116075,116520,117213,117866,118782,119540,120260,120510,120633,120833,121163,121552,122029,122565,122633,122895,123150,123811,124182,124693,125163,125717,126123,126654,127227,127722,128413,128969,129590,130075,130872,131837,133046,134293,135739,137177,138683,140370,142270
394405,162,Boulder,CO,188828,189010,189183,189460,189733,190012,190532,191102,191613,191966,192272,192598,192714,192844,193047,193670,194402,195197,195742,196314,197005,197937,198935,199852,201227,202560,203990,204856,205723,206543,207441,208699,210048,211686,213076,214927,216609,218692,220639,222951,225234,227784,230236,231744,233535,235074,238117,240809,243859,246558,249376,252442,255231,258309,262194,267348,271949,276468,279459,282704,285508,289133,292527,295729,299075,302447,305505,307981,310209,311994,314010,316106,317220,317472,318006,318962,320198,320205,319897,318543,318300,318332,319153,318367,318880,318308,317982,317015,315906,315232,314620,315310,315408,315174,314074,314809,315154,317055,317753,318087,318386,319180,320449,321186,321571,322269,323029,323367,324053,323584,324618,325597,327418,328982,330025,330718,331330,333023,335085,335900,335921,336611,337020,338131,339076,339696,339440,338908,339513,338636,337843,337346,338377,339039,339648,340270,340089,340453,340269,341254,341553,342259,341777,341513,340370,340311,339924,340140,339606,339214,339503,339889,339172,339352,339322,339775,338662,338083,337492,336474,336219,335842,336568,336198,336783,336074,336626,336826,338839,338441,338609,337871,337615,336151,334711,334243,333791,333962,333501,333887,333462,333443,332320,331884,331693,332799,332580,331862,331193,329794,329535,328879,329261,330748,332738,335199,336064,336361,336974,338020,339059,340940,342370,344446,346491,348288,349487,349672,351704,354739,359121,362748,366990,371013,374218,375092,375161,376113,379189,383655,386623,388696,389554,391343,392598,394604,397397,401543,406117,410884,415006,418148,422493,427659,433637,439377,445387,450758,455996,463086,470107,474111,476508,479142,483968,488352,492808,496509,499627,502828,506016,506976,508031,511466,517142,522704,523890,524477,524497,526418,528672,530767,533491,537295,540946,543576,544343,545323,548308,552052,556096,558347,560818,563711,565486,566260,566788,568651,570890,573028,574570,575475,575645,576017,576016,574441,574419,576520,580061,581059,582162,582492,582441,581880,582841,586227,590464,596671,603182,609566,616252,625819,636955,650449,666209
394808,163,Lubbock,TX,75325,75131,74951,74780,74718,74653,74600,74518,74615,74521,74640,74894,75196,75452,75650,75789,75767,75774,75721,75815,75660,75842,75827,75713,75717,75830,76168,76277,76550,76853,77324,77704,78201,78674,79070,79404,79503,79784,80013,80454,80808,81233,81627,82011,82328,82621,82942,83286,83612,83931,84296,84738,85171,85520,85812,86083,86440,86794,87358,88001,88720,89140,89462,89814,90209,90559,90759,90989,91205,91394,91512,91564,91594,91694,91791,91607,91624,91795,92383,92879,93316,93806,94096,94448,94703,95142,95506,95966,96068,96066,95882,95907,95972,96043,96220,96413,96671,96863,97135,97447,97801,98137,98412,98717,98879,99076,99272,99637,100021,100468,100953,101513,102012,102536,103098,103676,103754,103776,103938,104606,105320,105891,106539,107163,108323,109554,110865,111719,113937,116192,118192,118798,119283,119851,120363,120923,121240,121403,121477,121674,121242,120724,120548,120879,121278,121951,122230,122446,122199,122340,122327,123026,123894,125050,125618,126203,126862,127091,127577,127709,128191,128528,129248,129665,129543,129414,129505,129807,129424,129184,129350,130055,130771,131044,131072,130517,130380,129760,129455,129192,129498,129888,129387,129004,128406,128275,128046,128285,128702,128790,128381,127458,127173,127168,127720,128102,128319,128190,127563,127407,126759,126987,126912,127664,127788,128029,128966,128711,128450,127719,128763,129152,129566,129770,130452,130984,131469,131362,130207,130221,131096,132701,132783,132259,131938,131339,131969,132028,132124,131736,131445,131107,129851,128905,127923,127631,127332,127620,127387,127293,127145,127424,128194,129205,130806,132231,134310,136247,138368,139710,140457,141224,142331,143685,144392,144724,145444,146250,146876,147346,147463,148253,148844,149969,150438,150959,152072,153049,153266,152817,152152,152258,152380,153969,155677,157061,157405,157608,157400,157359,157066,157238,157658,157811,157850,154401,151507,148929,149545,150114,150961,151547,152129,152611,153263,154038,154991,157793,160246,162623,163351,164311,165304,166652,168465
394572,164,Erie,PA,80236,80287,80330,80489,80608,80878,81092,81878,82107,82048,81446,81264,81549,81947,82487,82976,83586,84064,84537,84322,84644,85615,87239,88530,88876,89064,89043,89038,89004,88876,89046,89124,89631,89741,89978,89833,90047,90288,90545,90766,90965,91287,91409,91443,91452,91437,91532,91548,91801,92105,92553,92963,93205,93296,93399,93515,93354,93134,92964,93082,93230,93317,93384,93535,93926,94345,94732,95117,95623,96182,96563,96911,97140,97433,97675,97896,97986,98210,98466,98789,99034,99396,99754,100075,100289,100624,100992,101334,101667,101873,102141,102316,102749,103043,103474,103732,104207,104611,105087,105659,106146,106607,106965,107431,107775,108133,108453,108876,109194,109602,109969,110202,110465,110817,111285,111766,112154,112610,112979,113379,113766,113769,113705,113666,113958,114226,114418,114493,114732,114898,115161,115259,115371,115551,115823,116144,116282,116355,116224,116080,115849,115782,115705,115592,115606,115842,116019,116010,115861,115761,115979,116135,116262,116058,115779,115792,115704,115522,115124,115046,115209,115611,115866,116370,116900,117767,118465,119110,119449,119980,120576,121046,121155,120994,120754,120338,119920,119324,119121,118776,118894,118871,119000,118933,118901,118953,119153,119381,119454,119516,119333,119253,119049,118857,118540,118320,118315,118429,118538,118568,118770,118962,119365,119551,119671,119628,119823,119939,120037,119869,119858,119836,119794,119866,119928,120154,120155,120240,120255,120552,120539,120518,120372,120459,120591,120492,120272,120267,120533,120963,121192,121288,121422,121625,121486,121496,121320,121454,121427,121266,121246,121084,121077,121149,121727,122553,123480,123742,123991,124131,124501,124748,124767,124745,124767,124840,124701,124222,123848,123952,124379,124833,125065,125298,125630,126098,126583,126650,126658,126778,127199,127505,127532,127403,127463,127771,128020,128361,128698,129304,129919,130424,130711,130963,130895,131077,131092,131582,131963,132430,132785,133333,133959,134773,135732,136785,138273,139762,141454,142787,144378,145993,147879,149749,151767
394609,165,Fort Smith,AR,58417,58447,58478,58552,58642,58735,58842,58978,59143,59307,59476,59666,59763,59903,60040,60321,60536,60758,60916,61114,61300,61542,61799,62083,62608,63056,63520,63703,63990,64298,64728,65086,65426,65724,66007,66215,66255,66329,66435,66653,66904,67118,67305,67409,67516,67576,67644,67726,67803,68008,68188,68441,68570,68739,68886,69145,69413,69743,70121,70578,71096,71376,71638,71842,72133,72381,72617,72863,73084,73261,73396,73488,73556,73714,73876,74056,74266,74546,74866,75097,75321,75565,75831,76099,76316,76541,76757,76953,77166,77345,77565,77813,78103,78341,78555,78715,78870,79064,79311,79648,79910,80144,80303,80489,80718,81051,81355,81703,82151,82606,83011,83318,83691,84137,84596,85011,85389,85705,86100,86469,86830,87198,87603,88041,88420,88685,88932,89195,89605,90002,90380,90643,90873,91100,91424,91736,91969,92114,92259,92493,92408,92365,92188,92257,92184,92245,92078,91952,91766,91807,91855,91771,91813,91827,91953,91931,92046,91874,91712,91360,91161,90987,90857,90777,90669,90783,90996,91252,91270,91166,91107,91182,91320,91305,91128,90920,90672,90116,89389,88689,88262,88094,87954,87893,87796,87750,87843,87944,88133,88294,88478,88551,88595,88648,88753,88832,88890,88937,88985,89048,89071,89146,89273,89514,89748,89928,90014,90062,90077,90097,90082,90086,90120,90172,90207,90311,90424,90539,90605,90691,90856,91021,91215,91420,91649,91911,92207,92297,92422,92510,92815,93089,93328,93601,93905,94211,94466,94737,94971,95337,95631,95998,96219,96468,96675,96897,97047,97183,97405,97682,98011,98250,98515,98865,99368,99835,100244,100500,100796,101154,101464,101672,101783,101994,102281,102490,102604,102766,103070,103506,104068,104519,104814,105087,105392,105840,106155,106518,106787,107068,107408,107667,108069,108627,109259,109691,109947,110251,110684,111045,111538,111968,112332,112709,112941,113177,113483,114029,114772,115446,116124,116907,117711,118625,119618
394543,166,Duluth,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73859,74975,76026,78282,80157,81659,82474,83083,84004,85657,87777,89670,90934,91761,92437,92824,93475,94360,96091,98107,99675,99961,99375,98904,99171,99673,100261,100747,101643,102821,104061,105067,105733,106429,107113,108059,109340,110829,112172,113310,114345,115494,116749,117966,119067,119970,120907,121803,122639,123365,123895,124570,125108,125784,126377,127348,128508,129592,130551,131391,132336,133416,134703,135841,136859,137657,138418,138931,139359,139883,140370,140842,140841,140626,140555,140792,141196,141275,141534,141864,142238,142418,142537,142774,143336,143739,143846,143575,143460,143762,144000,143958,143821,143766,143824,143597,143518,143408,143548,143397,143403,143358,143171,142974,142386,141651,140797,140283,139842,139789,139402,139501,139073,138633,138070,137736,137738,137968,138186,138109,137620,136706,136077,135311,134852,134284,133768,133111,132381,131553,130766,130162,129964,129981,129721,129173,128444,128046,127971,128142,128194,128161,127990,127833,127229,126857,126652,127139,127791,128019,127886,127665,127719,128205,128907,129976,131140,132073,132881,133333,133810,134289,134974,135420,136278,136816,137489,137339,137261,137118,137425,137810,138224,138745,139173,139550,139242,138786,138402,138617,139320,139940,140045,139701,138918,138528,138372,139189,140105,141538,142551,143632,143719,144023,144603,145902,147874,149692,151504,152298,153251,153943,154462,154603,155428,157003,158300,159400,159900,160066,159892,159729,159885,159734,160506,161120,161863,161282,161249,160765,160771,160998,161480,162708,164230,166196,167505,168575,169179,170026,170402,171006,171239,171574,172714,174025,175120,175056,174868,174950,175862,177164,178695,180418,182428,184478,186010,187252,188677,191139
