time,lat,lon,date
1584381610,26.77684021,-81.08734131,2020/3/16
1584381610,33.4728241,-111.7393616,2020/3/16
1584381610,37.57182312,-122.2638069,2020/3/16
1584381610,35.57037871,-102.78569,2020/3/16
1584381610,36.13792419,-120.9111214,2020/3/16
1584381610,39.6662308,-84.68768311,2020/3/16
1584381610,37.32972743,-88.29246189,2020/3/16
1584381610,46.95556641,-121.2596248,2020/3/16
1584381610,46.03898621,-73.49458276,2020/3/16
1584381610,34.93698896,-109.5944023,2020/3/16
1584381610,39.46540833,-121.6428939,2020/3/16
1584381610,30.00626903,-95.71080322,2020/3/16
1584381610,40.99054886,-72.97518643,2020/3/16
1584381610,35.24697876,-106.4737129,2020/3/16
1584381610,26.98712365,-80.45758174,2020/3/16
1584381610,20.02598132,-67.85865368,2020/3/16
1584381610,42.50456729,-71.25924044,2020/3/16
1584381610,43.50767491,-79.90474156,2020/3/16
1584381610,40.08384705,-120.9611816,2020/3/16
1584381610,28.59159851,-96.57441946,2020/3/16
1584381610,30.25556946,-99.45820528,2020/3/16
1584381610,44.26754709,-78.5088367,2020/3/16
1584381610,39.42988509,-94.67285156,2020/3/16
1584381610,30.0189778,-96.10504761,2020/3/16
1584381610,31.73954851,-116.3954773,2020/3/16
1584381610,37.35127258,-86.67196071,2020/3/16
1584381610,36.6469574,-121.8187523,2020/3/16
1584381610,36.90783691,-117.9953847,2020/3/16
1584381610,36.10089111,-82.63303757,2020/3/16
1584381610,32.2375946,-96.74335327,2020/3/16
1584381610,32.60842896,-97.08574219,2020/3/16
1584381610,33.12945867,-97.02530841,2020/3/16
1584381610,40.31167758,-77.81229193,2020/3/16
1584381610,38.99024575,-104.6774292,2020/3/16
1584381610,33.99334717,-118.1996622,2020/3/16
1584381610,42.45817566,-98.67002314,2020/3/16
1584381610,41.14343262,-105.4974365,2020/3/16
1584381610,35.52266266,-82.17586436,2020/3/16
1584381610,29.42948681,-95.41464413,2020/3/16
1584381610,31.74792791,-97.31486206,2020/3/16
1584381610,39.14377503,-103.9454346,2020/3/16
1584381610,35.47364316,-81.21239845,2020/3/16
1584381610,29.54246521,-81.1027116,2020/3/16
1584381610,42.78797732,-89.42813607,2020/3/16
1584381610,37.01894469,-92.08519314,2020/3/16
1584381610,38.8082428,-89.41670957,2020/3/16
1584381610,40.55751995,-77.10017811,2020/3/16
1584381610,43.28347933,-86.50288173,2020/3/16
1584381610,38.59697245,-76.847229,2020/3/16
1584381610,40.85354563,-75.5831285,2020/3/16
1584381610,33.60122681,-84.28963175,2020/3/16
1584381610,49.13300078,-122.8536746,2020/3/16
1584381610,29.91394043,-94.82445212,2020/3/16
1584381610,34.26514706,-85.87080002,2020/3/16
1584381610,33.70985413,-118.5054857,2020/3/16
1584381610,34.65550232,-92.1977701,2020/3/16
1584381610,36.02491476,-120.2201161,2020/3/16
1584381610,33.02119446,-96.82597046,2020/3/16
1584381610,37.79379272,-80.2004875,2020/3/16
1584381610,33.15785553,-111.6653754,2020/3/16
1584381610,30.77093609,-83.58717041,2020/3/16
1584381610,31.71669136,-85.0262146,2020/3/16
1584381610,34.61366272,-110.1093526,2020/3/16
1584381610,39.3447876,-76.8426779,2020/3/16
1584381610,35.31385803,-103.0229187,2020/3/16
1584381610,33.79818157,-112.7065086,2020/3/16
1584381610,41.73356913,-77.96601052,2020/3/16
1584381610,33.88874817,-85.79531923,2020/3/16
1584381610,36.95205688,-76.79887488,2020/3/16
1584381610,36.08594474,-79.35185209,2020/3/16
1584381610,37.99461365,-90.3005462,2020/3/16
1584381610,29.64985657,-95.82227854,2020/3/16
1584381610,33.43730164,-111.8770752,2020/3/16
1584381610,32.0683136,-107.2956116,2020/3/16
1584381610,28.2488755,-82.21446318,2020/3/16
1584381610,39.78209932,-85.27722168,2020/3/16
1584381610,37.48535156,-122.0535676,2020/3/16
1584381610,26.95141808,-83.89809829,2020/3/16
1584381610,40.73185808,-80.93709079,2020/3/16
1584381610,36.07814026,-83.8863945,2020/3/16
1584381610,33.67849576,-112.2389603,2020/3/16
1584381610,34.46127164,-118.6811256,2020/3/16
1584381610,32.2843959,-85.00615334,2020/3/16
1584381610,38.2974088,-80.0361766,2020/3/16
1584381610,41.91996429,-85.57429824,2020/3/16
1584381610,28.0196228,-96.44464346,2020/3/16
1584381610,26.69709778,-98.97075149,2020/3/16
1584381610,39.9938189,-86.71689814,2020/3/16
1584381610,37.67353821,-122.4333938,2020/3/16
1584381610,36.65951486,-113.9346508,2020/3/16
1584381610,41.36837769,-93.32440186,2020/3/16
1584381610,47.23301774,-119.4385705,2020/3/16
1584381610,34.4354817,-116.4535904,2020/3/16
1584381610,39.20759815,-76.62976074,2020/3/16
1584381610,33.82818604,-117.3587597,2020/3/16
1584381610,32.14567566,-96.93006592,2020/3/16
1584381610,36.35238647,-101.3646126,2020/3/16
1584381610,36.83566853,-88.22827928,2020/3/16
1584381610,34.01828055,-84.90715027,2020/3/16
1584381610,34.04206874,-110.264225,2020/3/16
1584381610,35.55604062,-101.7213018,2020/3/16
1584381610,39.60163879,-105.4882149,2020/3/16
1584381610,48.8011322,-123.0953979,2020/3/16
1584381610,35.29820251,-105.236721,2020/3/16
1584381610,31.11859131,-87.07957548,2020/3/16
1584381610,37.2857666,-90.82607837,2020/3/16
1584381610,31.62260928,-97.00773926,2020/3/16
1584381610,29.44821167,-98.94408593,2020/3/16
1584381610,33.63622633,-83.58604431,2020/3/16
1584381610,35.4500885,-79.01218414,2020/3/16
1584381610,41.11395264,-82.41711426,2020/3/16
1584381610,33.46806335,-111.715686,2020/3/16
1584381610,42.25541971,-99.16662172,2020/3/16
1584381610,37.7527771,-77.25591781,2020/3/16
1584381610,27.916027,-82.56009029,2020/3/16
1584381610,34.34828936,-77.52439499,2020/3/16
1584381610,40.90960693,-74.34088135,2020/3/16
1584381610,40.45761884,-75.88581432,2020/3/16
1584381610,31.76678467,-115.8127549,2020/3/16
1584381610,33.79710388,-97.21319705,2020/3/16
1584381610,42.74537659,-73.71170738,2020/3/16
1584381610,32.71621445,-117.1180133,2020/3/16
1584381610,37.75927734,-102.2014277,2020/3/16
1584381610,45.48386396,-69.83057534,2020/3/16
1584381610,27.17854645,-80.56427589,2020/3/16
1584381610,46.98992196,-122.2579017,2020/3/16
1584381610,36.38997741,-96.09519147,2020/3/16
1584381610,33.92687988,-84.25594408,2020/3/16
1584381610,37.27432251,-92.62777775,2020/3/16
1584381610,38.56608582,-121.1036682,2020/3/16
1584381610,45.83262634,-116.7619584,2020/3/16
1584381610,35.86812682,-121.3528767,2020/3/16
1584381610,43.79830053,-120.0323704,2020/3/16
1584381610,27.24160767,-81.0222525,2020/3/16
1584381610,43.12742615,-88.06710886,2020/3/16
1584381610,41.73939514,-86.81359031,2020/3/16
1584381610,28.06448209,-82.0952292,2020/3/16
1584381610,47.25485229,-122.083168,2020/3/16
1584381610,41.18909416,-98.97046176,2020/3/16
1584381610,41.45585632,-79.97485074,2020/3/16
1584381610,47.91174937,-122.2716346,2020/3/16
1584381610,40.73944609,-81.09046242,2020/3/16
1584381610,39.81226517,-74.80072021,2020/3/16
1584381610,27.99721411,-83.48456888,2020/3/16
1584381610,40.84474725,-74.09841364,2020/3/16
1584381610,32.86074829,-115.3694641,2020/3/16
1584381610,30.3366394,-95.91947668,2020/3/16
1584381610,29.41694641,-96.54837975,2020/3/16
1584381610,33.68636309,-111.682148,2020/3/16
1584381610,39.92557332,-75.24030512,2020/3/16
1584381610,38.62550897,-102.869812,2020/3/16
1584381610,38.8664168,-75.17578125,2020/3/16
1584381610,29.38275146,-82.57963327,2020/3/16
1584381610,36.15582275,-81.97528839,2020/3/16
1584381610,39.56954956,-74.75933573,2020/3/16
1584381610,43.45921403,-80.438494,2020/3/16
1584381610,39.10290527,-119.9794802,2020/3/16
1584381610,40.2514801,-74.66796875,2020/3/16
1584381610,40.78257751,-77.03088379,2020/3/16
1584381610,38.08797028,-103.1121826,2020/3/16
1584381610,40.07891639,-76.38082331,2020/3/16
1584381610,33.8986413,-110.6754684,2020/3/16
1584381610,38.94015555,-84.94024658,2020/3/16
1584381610,39.98538208,-84.04669189,2020/3/16
1584381610,37.24969482,-78.01233819,2020/3/16
1584381610,34.00076294,-117.9140177,2020/3/16
1584381610,45.22880425,-86.91036317,2020/3/16
1584381610,29.71890207,-98.24777042,2020/3/16
1584381610,33.67649402,-99.51667786,2020/3/16
1584381610,35.21769895,-119.1137123,2020/3/16
1584381610,37.35211906,-106.3484325,2020/3/16
1584381610,28.02442932,-80.14357347,2020/3/16
1584381610,41.06309509,-87.88739014,2020/3/16
1584381610,38.650177,-104.4824882,2020/3/16
1584381610,34.50489109,-81.11566544,2020/3/16
1584381610,41.78417141,-86.57098814,2020/3/16
1584381610,39.7842865,-75.11203268,2020/3/16
1584381610,38.72885494,-90.17895508,2020/3/16
1584381610,34.76307678,-80.9362793,2020/3/16
1584381610,33.15412903,-93.36071777,2020/3/16
1584381610,37.57016974,-77.64605315,2020/3/16
1584381610,36.58936064,-119.6020768,2020/3/16
1584381610,40.78198242,-92.66986084,2020/3/16
1584381610,27.4821136,-84.21749408,2020/3/16
1584381610,36.6166868,-87.30344082,2020/3/16
1584381610,46.93303512,-122.6267184,2020/3/16
1584381610,35.38808014,-95.11285011,2020/3/16
1584381610,39.01119426,-96.98480225,2020/3/16
1584381610,28.20648193,-82.74992136,2020/3/16
1584381610,40.73465121,-74.64885365,2020/3/16
1584381610,27.9543395,-80.77406939,2020/3/16
1584381610,37.70054626,-120.3905795,2020/3/16
1584381610,42.06015015,-92.62698087,2020/3/16
1584381610,31.37219238,-87.01915068,2020/3/16
1584381610,30.09271654,-95.48118896,2020/3/16
1584381610,37.95478433,-90.22838427,2020/3/16
1584381610,28.40844727,-82.37416781,2020/3/16
1584381610,41.43310547,-90.7968209,2020/3/16
1584381610,40.23738021,-79.79638533,2020/3/16
1584381610,28.46740723,-83.15594013,2020/3/16
1584381610,44.80924988,-89.08826556,2020/3/16
1584381610,42.90792847,-81.77909674,2020/3/16
1584381610,41.57789612,-120.5680223,2020/3/16
1584381610,42.24320984,-69.50381886,2020/3/16
1584381610,32.21406555,-101.3201477,2020/3/16
1584381610,41.51417542,-89.7963784,2020/3/16
1584381610,39.60369873,-76.56939299,2020/3/16
1584381610,36.32890087,-90.50011168,2020/3/16
1584381610,38.25132751,-81.81308178,2020/3/16
1584381610,42.27292336,-83.16937824,2020/3/16
1584381610,26.48840332,-98.12122849,2020/3/16
1584381610,39.97705078,-75.09368896,2020/3/16
1584381610,43.16612114,-91.6015189,2020/3/16
1584381610,32.50437927,-115.0595398,2020/3/16
1584381610,32.5414108,-111.6508577,2020/3/16
1584381610,33.40434265,-91.04699707,2020/3/16
1584381610,39.0952676,-94.09936523,2020/3/16
1584381610,42.25213623,-71.05950789,2020/3/16
1584381610,27.90742493,-81.08879233,2020/3/16
1584381610,41.21665308,-94.48036194,2020/3/16
1584381610,44.09156799,-81.90090446,2020/3/16
1584381610,40.58876038,-73.91430664,2020/3/16
1584381610,37.37320722,-122.5629989,2020/3/16
1584381610,38.22184753,-101.5012246,2020/3/16
1584381610,41.36957718,-93.82449063,2020/3/16
1584381610,38.8686676,-75.9540392,2020/3/16
1584381610,40.00895691,-84.12915039,2020/3/16
1584381610,38.01672363,-120.9377338,2020/3/16
1584381610,41.73701477,-79.45356196,2020/3/16
1584381610,39.05304472,-101.1895142,2020/3/16
1584381610,39.67326019,-84.46026611,2020/3/16
1584381610,42.07369995,-94.72948941,2020/3/16
1584381610,36.45680237,-114.5210838,2020/3/16
1584381610,39.66316223,-104.5241049,2020/3/16
1584381610,39.22258797,-79.99725342,2020/3/16
1584381610,32.62543759,-85.08726159,2020/3/16
1584381610,35.51181599,-109.6169654,2020/3/16
1584381610,40.73581502,-79.68402516,2020/3/16
1584381610,38.78974527,-77.89508057,2020/3/16
1584381610,32.65686035,-111.283429,2020/3/16
1584381610,47.93234253,-117.6945419,2020/3/16
1584381610,27.57116803,-81.93239065,2020/3/16
1584381610,41.08511353,-85.48498535,2020/3/16
1584381610,45.23675537,-76.74630301,2020/3/16
1584381610,39.4414766,-104.7456665,2020/3/16
1584381610,35.18252563,-114.4820233,2020/3/16
1584381610,34.42314536,-117.2920418,2020/3/16
1584381610,39.58314514,-104.9858889,2020/3/16
1584381610,37.00279107,-76.00329855,2020/3/16
1584381610,47.61753845,-117.6201096,2020/3/16
1584381610,39.973526,-82.22045898,2020/3/16
1584381610,40.73313904,-73.9140625,2020/3/16
1584381610,38.84467691,-92.00994873,2020/3/16
1584381610,44.8856677,-121.9420791,2020/3/16
1584381610,30.71173096,-85.79972211,2020/3/16
1584381610,41.08574819,-73.10440063,2020/3/16
1584381610,45.27351379,-123.0904279,2020/3/16
1584381610,46.36903381,-68.44964748,2020/3/16
1584381610,41.78310071,-99.70131098,2020/3/16
1584381610,41.15520413,-74.24803994,2020/3/16
1584381610,37.4205043,-79.85400656,2020/3/16
1584381610,28.54376221,-81.13297683,2020/3/16
1584381610,40.17961121,-105.1726074,2020/3/16
1584381610,41.95372009,-86.46808277,2020/3/16
1584381610,38.45425415,-117.8212041,2020/3/16
1584381610,40.87868383,-93.22367581,2020/3/16
1584381610,37.38740565,-122.2789665,2020/3/16
1584381610,37.73194885,-89.53372387,2020/3/16
1584381610,42.45214947,-83.58091842,2020/3/16
1584381610,38.98278809,-120.2091184,2020/3/16
1584381610,38.87654114,-97.79056052,2020/3/16
1584381610,34.09629822,-108.8693549,2020/3/16
1584381610,39.32686499,-76.08734131,2020/3/16
1584381610,40.35948673,-89.80255821,2020/3/16
1584381610,37.69749011,-119.9253845,2020/3/16
1584381610,33.64926096,-84.68227386,2020/3/16
1584381610,39.26307678,-87.23861031,2020/3/16
1584381610,35.01351929,-107.8852377,2020/3/16
1584381610,33.6835234,-112.3009872,2020/3/16
1584381610,41.02166748,-74.15093994,2020/3/16
1584381610,40.45049635,-87.8685275,2020/3/16
1584381610,39.82357736,-112.49646,2020/3/16
1584381610,30.79951917,-87.16333008,2020/3/16
1584381610,38.93975985,-77.4561615,2020/3/16
1584381610,29.15863037,-111.80184,2020/3/16
1584381610,40.81784006,-91.01130399,2020/3/16
1584381610,37.90045166,-122.3577167,2020/3/16
1584381610,40.87399292,-76.60449219,2020/3/16
1584381610,41.7360364,-72.72470164,2020/3/16
1584381610,35.4048855,-79.05931189,2020/3/16
1584381610,41.26185608,-86.9697876,2020/3/16
1584381610,43.02127075,-74.23481076,2020/3/16
1584381610,41.92094189,-99.6042225,2020/3/16
1584381610,33.73244981,-84.61355209,2020/3/16
1584381610,34.38459778,-107.9400012,2020/3/16
1584381610,41.86724854,-76.87589472,2020/3/16
1584381610,41.98388051,-87.82866722,2020/3/16
1584381610,42.2301178,-71.02505077,2020/3/16
1584381610,27.04234314,-81.97267352,2020/3/16
1584381610,35.36391953,-113.0974108,2020/3/16
1584381610,43.52885618,-79.4569179,2020/3/16
1584381610,36.29463842,-89.88236448,2020/3/16
1584381610,34.29908365,-106.4238167,2020/3/16
1584381610,31.91313171,-96.72566528,2020/3/16
1584381610,41.51271057,-73.945042,2020/3/16
1584381610,30.86329651,-100.4532219,2020/3/16
1584381610,30.62796021,-97.31910257,2020/3/16
1584381610,37.91977705,-122.1222322,2020/3/16
1584381610,44.20330811,-90.35954067,2020/3/16
1584381610,32.44812012,-97.1352838,2020/3/16
1584381610,42.37869004,-96.02798107,2020/3/16
1584381610,40.39878845,-101.0708618,2020/3/16
1584381610,48.99110413,-121.7501362,2020/3/16
1584381610,33.45277405,-114.0319336,2020/3/16
1584381610,42.62066857,-82.08364797,2020/3/16
1584381610,43.07217407,-75.84596856,2020/3/16
1584381610,37.92256165,-121.8435214,2020/3/16
1584381610,40.31852076,-74.99960466,2020/3/16
1584381610,45.24760437,-81.57669067,2020/3/16
1584381610,39.62107513,-120.8806763,2020/3/16
1584381610,38.92474676,-74.64483643,2020/3/16
1584381610,40.48880884,-73.86208274,2020/3/16
1584381610,40.51295471,-105.274353,2020/3/16
1584381610,35.78796387,-77.83596039,2020/3/16
1584381610,40.62606812,-74.65661621,2020/3/16
1584381610,31.1923735,-63.77557983,2020/3/16
1584381610,27.41816711,-99.11222638,2020/3/16
1584381610,35.05682373,-84.49142145,2020/3/16
1584381610,34.6973877,-117.1223855,2020/3/16
1584381610,35.53807068,-110.2338409,2020/3/16
1584381610,47.49487408,-122.1614192,2020/3/16
1584381610,33.89277649,-84.91551613,2020/3/16
1584381610,40.14715576,-91.75524902,2020/3/16
1584381610,31.67195466,-113.8458252,2020/3/16
1584381610,41.54649353,-75.33893238,2020/3/16
1584381610,32.03686523,-107.3118713,2020/3/16
1584381610,45.71575928,-122.8119418,2020/3/16
1584381610,39.64682007,-90.9245234,2020/3/16
1584381610,32.56771282,-110.7746981,2020/3/16
1584381610,36.86782837,-114.3516638,2020/3/16
1584381610,40.77980688,-74.00053544,2020/3/16
1584381610,48.41775513,-123.2666016,2020/3/16
1584381610,41.27627563,-88.23925781,2020/3/16
1584381610,38.12965393,-105.3848332,2020/3/16
1584381610,30.21940613,-112.4996769,2020/3/16
1584381610,35.15400696,-81.46592121,2020/3/16
1584381610,32.91624942,-96.76572839,2020/3/16
1584381610,32.6449585,-121.6488098,2020/3/16
1584381610,39.42494202,-77.47433206,2020/3/16
1584381610,31.10052594,-100.6583313,2020/3/16
1584381610,37.93666077,-107.0521253,2020/3/16
1584381610,41.14407814,-80.18190557,2020/3/16
1584381610,29.61204529,-95.4697653,2020/3/16
1584381610,29.89873337,-95.67766975,2020/3/16
1584381610,40.64568988,-74.08162204,2020/3/16
1584381610,36.07374573,-115.0794411,2020/3/16
1584381610,39.65510481,-86.40020752,2020/3/16
1584381610,32.96369934,-97.00938721,2020/3/16
1584381610,37.78938423,-122.5566101,2020/3/16
1584381610,43.36871338,-82.62261679,2020/3/16
1584381610,35.74438477,-79.25519943,2020/3/16
1584381610,40.4322052,-106.6004639,2020/3/16
1584381610,37.18848794,-79.51026585,2020/3/16
1584381610,40.94549561,-82.88262939,2020/3/16
1584381610,44.51827744,-75.77732737,2020/3/16
1584381610,40.8087616,-73.89093018,2020/3/16
1584381610,39.96725464,-105.1669922,2020/3/16
1584381610,35.05293274,-95.39170869,2020/3/16
1584381610,41.79711914,-80.74283253,2020/3/16
1584381610,42.81735178,-85.31832014,2020/3/16
1584381610,40.05354542,-96.2942921,2020/3/16
1584381610,43.95913696,-97.65389376,2020/3/16
1584381610,39.4353317,-95.00036621,2020/3/16
1584381610,40.14045845,-73.20852106,2020/3/16
1584381610,25.78019714,-80.22674561,2020/3/16
1584381610,36.54029846,-82.00990677,2020/3/16
1584381610,33.72244263,-99.57867681,2020/3/16
1584381610,33.7083823,-112.0790291,2020/3/16
1584381610,35.58183289,-102.0529175,2020/3/16
1584381610,35.14356995,-113.2763298,2020/3/16
1584381610,41.01306152,-78.7935791,2020/3/16
1584381610,41.31185241,-89.21329152,2020/3/16
1584381610,33.70949955,-86.60837173,2020/3/16
1584381610,26.29454041,-80.01964641,2020/3/16
1584381610,37.72741699,-77.40475918,2020/3/16
1584381610,33.20315086,-88.13372554,2020/3/16
1584381610,30.26980591,-97.7716962,2020/3/16
1584381610,26.93321228,-80.18780978,2020/3/16
1584381610,26.74421407,-82.29240417,2020/3/16
1584381610,43.29255702,-82.89119176,2020/3/16
1584381610,34.80610657,-116.924015,2020/3/16
1584381610,47.52778651,-122.3095938,2020/3/16
1584381610,33.61999512,-84.63979293,2020/3/16
1584381610,37.14312744,-121.8591828,2020/3/16
1584381610,38.04472325,-82.20932007,2020/3/16
1584381610,35.84354724,-113.3943339,2020/3/16
1584381610,39.8578949,-82.65349015,2020/3/16
1584381610,39.27909851,-86.52700673,2020/3/16
1584381610,26.71642239,-83.0579611,2020/3/16
1584381610,38.11408609,-106.3040692,2020/3/16
1584381610,43.19693872,-89.33898926,2020/3/16
1584381610,38.1519928,-103.6390004,2020/3/16
1584381610,35.16988981,-89.93373871,2020/3/16
1584381610,40.95651918,-74.13299561,2020/3/16
1584381610,36.86913959,-76.030227,2020/3/16
1584381610,38.2399292,-105.2812227,2020/3/16
1584381610,37.6940918,-79.39401378,2020/3/16
1584381610,40.1821227,-94.42074862,2020/3/16
1584381610,32.99608651,-117.3657102,2020/3/16
1584381610,32.7005729,-108.8848815,2020/3/16
1584381610,40.07574463,-105.7907104,2020/3/16
1584381610,39.6819189,-102.6943359,2020/3/16
1584381610,34.3483429,-109.3712507,2020/3/16
1584381610,35.3193512,-85.02027512,2020/3/16
1584381610,33.82015422,-85.55923462,2020/3/16
1584381610,39.501297,-75.87223882,2020/3/16
1584381610,34.5655021,-85.2252388,2020/3/16
1584381610,38.38706841,-76.44352789,2020/3/16
1584381610,47.50753629,-122.4848821,2020/3/16
1584381610,33.64967993,-84.59449768,2020/3/16
1584381610,32.95926369,-117.0023766,2020/3/16
1584381610,39.13707151,-84.07208252,2020/3/16
1584381610,32.90265617,-112.3239945,2020/3/16
1584381610,41.83657837,-88.292812,2020/3/16
1584381610,41.04664431,-98.48618941,2020/3/16
1584381610,35.22463524,-108.2978439,2020/3/16
1584381610,47.03004456,-117.4095154,2020/3/16
1584381610,29.1068798,-95.50711239,2020/3/16
1584381610,26.00901458,-79.64063204,2020/3/16
1584381610,35.88098145,-89.24131393,2020/3/16
1584381610,36.42169189,-107.9744339,2020/3/16
1584381610,33.23164083,-111.8297219,2020/3/16
1584381610,35.06826782,-106.6715848,2020/3/16
1584381610,42.64226881,-71.75803251,2020/3/16
1584381610,49.92984009,-106.6572972,2020/3/16
1584381610,47.19429016,-122.2269516,2020/3/16
1584381610,41.959813,-89.90316701,2020/3/16
1584381610,33.3717041,-96.82630005,2020/3/16
1584381610,33.34667141,-112.2416531,2020/3/16
1584381610,39.60054016,-75.54043977,2020/3/16
1584381610,29.38929749,-81.15700942,2020/3/16
1584381610,36.13254353,-109.8461589,2020/3/16
1584381610,44.93696594,-75.40126256,2020/3/16
1584381610,34.1550293,-118.8166903,2020/3/16
1584381610,39.8237915,-104.9949646,2020/3/16
1584381610,41.32539368,-85.48681641,2020/3/16
1584381610,35.20969197,-78.98145676,2020/3/16
1584381610,31.92324829,-105.6617798,2020/3/16
1584381610,37.43426514,-121.8535143,2020/3/16
1584381610,46.92139706,-70.8503371,2020/3/16
1584381610,42.95054626,-94.65686177,2020/3/16
1584381610,29.89146423,-95.25838412,2020/3/16
1584381610,36.29273987,-91.89170837,2020/3/16
1584381610,33.02220154,-112.6845703,2020/3/16
1584381610,35.55841478,-110.7700624,2020/3/16
1584381610,37.53134517,-119.5102327,2020/3/16
1584381610,33.93397522,-118.4422022,2020/3/16
1584381610,37.6580658,-122.12116,2020/3/16
1584381610,26.3183542,-82.20784114,2020/3/16
1584381610,32.33322919,-100.7964216,2020/3/16
1584381610,40.11033915,-86.84417725,2020/3/16
1584381610,34.49646513,-100.6052399,2020/3/16
1584381610,41.30712891,-96.36651611,2020/3/16
1584381610,40.26470637,-104.8714308,2020/3/16
1584381610,39.27896118,-104.7854482,2020/3/16
1584381610,39.66673279,-75.40221505,2020/3/16
1584381610,36.58598328,-86.53530121,2020/3/16
1584381610,38.76480103,-90.41962997,2020/3/16
1584381610,26.58174676,-81.6925401,2020/3/16
1584381610,32.79327393,-96.77977295,2020/3/16
1584381610,41.06582383,-92.14426908,2020/3/16
1584381610,33.14122009,-97.15748291,2020/3/16
1584381610,36.13668823,-86.679039,2020/3/16
1584381610,39.34771729,-103.8318468,2020/3/16
1584381610,32.40293884,-111.3849426,2020/3/16
1584381610,42.29919434,-84.99678872,2020/3/16
1584381610,41.57780457,-74.31932623,2020/3/16
1584381610,38.64129018,-103.244812,2020/3/16
1584381610,28.28302002,-81.88738896,2020/3/16
1584381610,42.20239672,-71.08262883,2020/3/16
1584381610,39.46978036,-76.47589111,2020/3/16
1584381610,33.11148951,-112.4510099,2020/3/16
1584381610,38.93377789,-122.8728638,2020/3/16
1584381610,32.22369178,-84.11379444,2020/3/16
1584381610,32.78934802,-113.8791205,2020/3/16
1584381610,38.8861084,-90.62744141,2020/3/16
1584381610,36.46774292,-103.383007,2020/3/16
1584381610,37.12364067,-82.37351791,2020/3/16
1584381610,40.61032104,-73.93103027,2020/3/16
1584381610,35.50967459,-116.1019378,2020/3/16
1584381610,40.97058105,-73.27490234,2020/3/16
1584381610,32.53694179,-86.36750513,2020/3/16
1584381610,31.38142214,-86.0918335,2020/3/16
1584381610,29.90064201,-81.17587819,2020/3/16
1584381610,35.27842712,-108.886013,2020/3/16
1584381610,34.00085449,-117.7426646,2020/3/16
1584381610,41.16027832,-72.87347412,2020/3/16
1584381610,48.54597706,-122.5015339,2020/3/16
1584381610,31.67527771,-110.9344482,2020/3/16
1584381610,38.72983254,-76.63250732,2020/3/16
1584381610,44.21987915,-94.87838745,2020/3/16
1584381610,26.96231131,-82.09327698,2020/3/16
1584381610,42.44097693,-71.2536834,2020/3/16
1584381610,41.79071045,-77.57096724,2020/3/16
1584381610,44.51576362,-95.31309546,2020/3/16
1584381610,33.20585089,-111.9834744,2020/3/16
1584381610,34.88781738,-107.7604644,2020/3/16
1584381610,39.28848267,-94.73194288,2020/3/16
1584381610,37.4992218,-122.1448858,2020/3/16
1584381610,35.72786493,-115.61328,2020/3/16
1584381610,47.55239868,-122.3015213,2020/3/16
1584381610,30.70024109,-86.21472527,2020/3/16
