,city,State,Payment,lat,lng,group,start_year,reach_stage
2030,Statesville,North Carolina,64726,35.7838,-80.8711,NA,2012,2
2031,Sylva,North Carolina,26411,35.3754,-83.2185,NA,2012,2
2032,Tarboro,North Carolina,31673,35.9045,-77.5563,NA,2012,2
2033,Troy,North Carolina,18072,35.3652,-79.8914,NA,2012,1
2034,Wadesboro,North Carolina,19208,34.9645,-80.0746,NA,2013,2
2035,Washington,North Carolina,20082,35.5587,-77.0546,NA,2013,2
2036,Whiteville,North Carolina,20329,34.3306,-78.7014,NA,2013,2
2037,Williamston,North Carolina,16056,35.847,-77.0659,NA,2013,2
2038,Wilmington,North Carolina,19628,34.21,-77.886,NA,2013,2
2039,Wilson,North Carolina,25638,35.731,-77.9283,NA,2013,2
2042,Winston-Salem,North Carolina,53673,36.1029,-80.261,NA,2014,2
2043,Ashley,North Dakota,31069,46.0347,-99.3736,NA,2012,1
2044,Belcourt,North Dakota,26158,48.8417,-99.7447,NA,2013,2
2045,Bismarck,North Dakota,31279,46.814,-100.7695,NA,2013,2
2046,Bottineau,North Dakota,16734,48.8251,-100.4445,NA,2011,2
2047,Cando,North Dakota,10720,48.4872,-99.2026,NA,2012,2
2048,Carrington,North Dakota,13016,47.451,-99.1301,NA,2014,1
2049,Crosby,North Dakota,6067,48.9163,-103.2967,NA,2013,1
2051,Dickinson,North Dakota,18565,46.8918,-102.7925,NA,2014,1
2052,Elgin,North Dakota,41159,46.4026,-101.843,NA,2012,2
2053,Fargo,North Dakota,60776,46.8653,-96.8292,NA,2012,2
2054,Fort Yates,North Dakota,9081,46.0865,-100.6302,NA,2014,1
2055,Grafton,North Dakota,5734,48.4142,-97.4055,NA,2013,1
2056,Grand Forks,North Dakota,25726,47.9223,-97.0887,NA,2012,2
2057,Harvey,North Dakota,29082,47.7766,-99.9301,NA,2012,2
2058,Hazen,North Dakota,20336,47.299,-101.6259,NA,2012,1
2059,Hettinger,North Dakota,22346,46.0034,-102.635,NA,2014,1
2060,Hillsboro,North Dakota,8933,47.403,-97.0635,NA,2012,1
2061,Jamestown,North Dakota,14989,46.9068,-98.6924,NA,2014,1
2062,Langdon,North Dakota,16963,48.7624,-98.3747,NA,2012,2
2063,Lisbon,North Dakota,9383,46.4385,-97.6841,NA,2014,1
2064,Minot,North Dakota,26081,48.2374,-101.278,NA,2013,2
2065,Northwood,North Dakota,7597,47.7384,-97.5707,NA,2015,1
2066,Oakes,North Dakota,7977,46.1399,-98.0871,NA,2014,1
2067,Park River,North Dakota,20504,48.3936,-97.7444,NA,2012,2
2068,Rolla,North Dakota,20836,48.853,-99.6143,NA,2012,2
2069,Stanley,North Dakota,22467,48.3163,-102.3873,NA,2012,2
2070,Tioga,North Dakota,18918,48.3951,-102.9402,NA,2012,2
2071,Valley City,North Dakota,10914,46.9223,-98.0055,NA,2014,1
2072,Williston,North Dakota,17612,48.1814,-103.6364,NA,2014,1
2073,Akron,Ohio,93342,41.0802,-81.5219,NA,2011,2
2074,Alliance,Ohio,23758,40.9107,-81.1189,NA,2014,2
2075,Ashland,Ohio,25933,40.8668,-82.3156,NA,2012,2
2076,Ashtabula,Ohio,29481,41.8806,-80.7984,NA,2012,2
2077,Athens,Ohio,26117,39.3269,-82.0988,NA,2014,2
2078,Barberton,Ohio,12874,41.0095,-81.6038,NA,2012,1
2079,Barnesville,Ohio,17146,39.9888,-81.1728,NA,2013,1
2080,Batavia,Ohio,33188,39.0815,-84.1718,NA,2011,2
2081,Beachwood,Ohio,11271,41.4759,-81.5029,NA,2013,2
2082,Beavercreek,Ohio,53456,39.731,-84.0624,NA,2012,2
2083,Bellaire,Ohio,34235,40.0176,-80.7469,NA,2013,2
2084,Bellefontaine,Ohio,28282,40.3627,-83.763,NA,2013,2
2085,Bowling Green,Ohio,25412,41.3773,-83.65,NA,2012,2
2086,Bryan,Ohio,26783,41.4711,-84.5489,NA,2012,2
2087,Cadiz,Ohio,42847,40.2644,-80.998,NA,2011,2
2088,Cambridge,Ohio,32230,40.0221,-81.5868,NA,2013,2
2089,Canal Winchester,Ohio,38460,39.8432,-82.8121,NA,2012,2
2090,Canton,Ohio,38595,40.8076,-81.3677,NA,2013,2
2091,Chardon,Ohio,34440,41.5803,-81.2082,NA,2012,2
2092,Chillicothe,Ohio,23307,39.3393,-82.9937,NA,2012,2
2093,Cincinnati,Ohio,186940,39.1412,-84.5059,NA,2011,2
2094,Circleville,Ohio,25244,39.6062,-82.9334,NA,2012,2
2095,Cleveland,Ohio,200593,41.4767,-81.6805,NA,2011,2
2096,Coldwater,Ohio,16737,40.4833,-84.6317,NA,2013,1
2097,Columbus,Ohio,48338,39.986,-82.9852,NA,2012,2
2098,Conneaut,Ohio,8390,41.9278,-80.5685,NA,2012,2
2099,Coshocton,Ohio,17914,40.2619,-81.848,NA,2013,2
2100,Cuyahoga Falls,Ohio,19564,41.1641,-81.5206,NA,2013,2
2101,Dayton,Ohio,153323,39.7797,-84.1998,NA,2011,2
2102,Defiance,Ohio,14109,41.281,-84.366,NA,2014,2
2103,Delaware,Ohio,17461,40.2866,-83.0747,NA,2013,2
2104,Dennison,Ohio,38487,40.3972,-81.3274,NA,2012,2
2106,East Liverpool,Ohio,16142,40.6333,-80.5677,NA,2013,2
2107,Elyria,Ohio,28085,41.3761,-82.1063,NA,2011,1
2108,Euclid,Ohio,33972,41.5904,-81.5188,NA,2011,2
2109,Fairfield,Ohio,30765,39.3301,-84.5405,NA,2011,2
2110,Findlay,Ohio,44731,41.0467,-83.6379,NA,2013,2
2111,Franklin,Ohio,26215,39.5538,-84.295,NA,2011,2
2112,Fremont,Ohio,36150,41.3533,-83.1146,NA,2013,2
2113,Galion,Ohio,10993,40.7383,-82.7786,NA,2012,1
2114,Gallipolis,Ohio,19041,38.8186,-82.1934,NA,2013,2
2115,Garfield Heights,Ohio,24246,41.4199,-81.6038,NA,2012,2
2116,Geneva,Ohio,9911,41.8007,-80.9461,NA,2012,2
2117,Georgetown,Ohio,24393,38.8683,-83.8992,NA,2013,1
2118,Greenville,Ohio,28869,40.1043,-84.6209,NA,2011,1
2119,Hamilton,Ohio,38536,39.3938,-84.5653,NA,2012,2
2120,Hicksville,Ohio,3633,41.2944,-84.7648,NA,2012,1
2121,Hillsboro,Ohio,25499,39.2123,-83.6113,NA,2012,1
2122,Jackson,Ohio,1417,39.046,-82.6493,NA,2013,1
2123,Kettering,Ohio,44961,39.6957,-84.1496,NA,2012,2
2124,Lakewood,Ohio,50990,41.4824,-81.8008,NA,2012,2
2125,Lancaster,Ohio,26289,39.7249,-82.6049,NA,2012,2
2126,Lima,Ohio,102215,40.7409,-84.1121,NA,2012,2
2127,Lodi,Ohio,24449,41.0348,-82.0122,NA,2013,1
2128,Logan,Ohio,22265,39.5386,-82.4063,NA,2013,2
2129,London,Ohio,28798,39.8936,-83.4374,NA,2013,2
2130,Mansfield,Ohio,24049,40.7656,-82.5275,NA,2011,2
2131,Marietta,Ohio,15266,39.4241,-81.4465,NA,2013,2
2132,Marion,Ohio,14838,40.5933,-83.1236,NA,2012,2
2133,Martins Ferry,Ohio,15260,40.1014,-80.7253,NA,2013,2
2134,Marysville,Ohio,47251,40.2276,-83.3594,NA,2012,2
2135,Massillon,Ohio,22398,40.7839,-81.5256,NA,2013,2
2136,Maumee,Ohio,21582,41.5696,-83.6636,NA,2013,2
2137,Medina,Ohio,22644,41.1358,-81.8694,NA,2012,2
2138,Millersburg,Ohio,38258,40.5534,-81.9171,NA,2012,2
2139,Montpelier,Ohio,7796,41.5816,-84.5971,NA,2012,1
2140,Mount Gilead,Ohio,17884,40.5533,-82.8279,NA,2013,1
2141,Mount Vernon,Ohio,41641,40.3854,-82.4732,NA,2012,2
2142,Napoleon,Ohio,22778,41.3977,-84.1244,NA,2012,2
2143,New Albany,Ohio,29690,40.0808,-82.7897,NA,2012,2
2144,Newark,Ohio,20354,40.0705,-82.425,NA,2012,2
2145,Norwalk,Ohio,27543,41.2443,-82.6088,NA,2012,2
2146,Oregon,Ohio,58150,41.6528,-83.432,NA,2011,2
2147,Orrville,Ohio,1789,40.8482,-81.7747,NA,2014,1
2148,Oxford,Ohio,65958,39.5062,-84.7434,NA,2012,2
2149,Parma,Ohio,30243,41.3842,-81.7286,NA,2012,2
2150,Paulding,Ohio,8998,41.1424,-84.5824,NA,2012,2
2151,Port Clinton,Ohio,27975,41.5094,-82.9383,NA,2012,2
2152,Portsmouth,Ohio,11291,38.7539,-82.9446,NA,2012,2
2153,Ravenna,Ohio,22308,41.1613,-81.2421,NA,2013,2
2154,Richmond Heights,Ohio,36845,41.5589,-81.5029,NA,2012,2
2155,Sandusky,Ohio,22856,41.4437,-82.7149,NA,2012,2
2156,Seaman,Ohio,4035,38.937,-83.5754,NA,2012,1
2157,Sidney,Ohio,36445,40.2891,-84.1667,NA,2013,2
2159,Steubenville,Ohio,25593,40.3653,-80.6519,NA,2012,2
2160,Sylvania,Ohio,25605,41.71,-83.7085,NA,2013,2
2161,Tiffin,Ohio,31230,41.1165,-83.1805,NA,2013,2
2162,Toledo,Ohio,66889,41.6639,-83.5822,NA,2011,2
2163,Troy,Ohio,34399,40.0435,-84.2189,NA,2012,2
2164,Upper Sandusky,Ohio,22988,40.8298,-83.272,NA,2014,1
2165,Urbana,Ohio,7114,40.1088,-83.7541,NA,2012,2
2166,Van Wert,Ohio,39657,40.8653,-84.5873,NA,2013,2
2167,Wadsworth,Ohio,4487,41.0279,-81.7324,NA,2012,1
2168,Warren,Ohio,12840,41.2388,-80.8177,NA,2012,2
2169,Washington Court House,Ohio,18704,39.5384,-83.4277,NA,2012,2
2170,Wauseon,Ohio,11089,41.5533,-84.1407,NA,2012,1
2171,Waverly,Ohio,2768,39.1256,-82.9836,NA,2013,1
2172,Westerville,Ohio,25879,40.1241,-82.9209,NA,2012,2
2173,Westlake,Ohio,13959,41.4524,-81.9295,NA,2013,2
2174,Willard,Ohio,15416,41.0518,-82.7232,NA,2013,1
2175,Willoughby,Ohio,33158,41.646,-81.4084,NA,2012,2
2176,Wilmington,Ohio,18691,39.4387,-83.8184,NA,2013,2
2177,Wooster,Ohio,25209,40.8167,-81.9338,NA,2012,2
2178,Youngstown,Ohio,23894,41.0993,-80.6463,NA,2012,2
2179,Zanesville,Ohio,30113,39.9567,-82.0133,NA,2012,2
2180,Ada,Oklahoma,39206,34.7682,-96.6689,NA,2013,2
2182,Altus,Oklahoma,16539,34.6566,-99.3051,NA,2013,2
2183,Alva,Oklahoma,28362,36.7892,-98.6648,NA,2013,2
2184,Anadarko,Oklahoma,15275,35.0652,-98.2441,NA,2013,1
2185,Antlers,Oklahoma,24531,34.2325,-95.6214,NA,2013,2
2186,Ardmore,Oklahoma,23459,34.1945,-97.1252,NA,2011,2
2187,Atoka,Oklahoma,15157,34.3856,-96.1313,NA,2011,1
2188,Bartlesville,Oklahoma,31511,36.7356,-95.9451,NA,2013,2
2189,Beaver,Oklahoma,12566,36.8151,-100.5235,NA,2014,1
2190,Blackwell,Oklahoma,17065,36.8011,-97.3009,NA,2013,2
2191,Boise City,Oklahoma,10696,36.7309,-102.5112,NA,2013,1
2192,Bristow,Oklahoma,33781,35.8338,-96.3941,NA,2013,2
2193,Broken Arrow,Oklahoma,16338,36.0365,-95.7808,NA,2013,2
2194,Chickasha,Oklahoma,29216,35.041,-97.9472,NA,2013,2
2195,Claremore,Oklahoma,15757,36.3144,-95.61,NA,2012,2
2196,Cleveland,Oklahoma,1402,36.3002,-96.4631,NA,2012,1
2197,Clinton,Oklahoma,23640,35.5058,-98.9723,NA,2013,2
2198,Coalgate,Oklahoma,8132,34.5323,-96.2208,NA,2011,1
2199,Cordell,Oklahoma,13096,35.2906,-98.9884,NA,2014,1
2200,Cushing,Oklahoma,38054,35.9797,-96.7602,NA,2012,2
2201,Drumright,Oklahoma,5983,35.9893,-96.599,NA,2012,1
2202,Duncan,Oklahoma,29685,34.5425,-97.919,NA,2012,2
2203,Durant,Oklahoma,18861,33.9957,-96.3938,NA,2012,2
2204,Edmond,Oklahoma,72020,35.6689,-97.4159,NA,2012,2
2205,El Reno,Oklahoma,15572,35.543,-97.966,NA,2013,2
2206,Elk City,Oklahoma,35404,35.3849,-99.4333,NA,2012,2
2207,Enid,Oklahoma,22136,36.4061,-97.8701,NA,2013,2
2208,Eufaula,Oklahoma,26464,35.2922,-95.5862,NA,2012,2
2209,Fairfax,Oklahoma,9599,36.5698,-96.708,NA,2013,1
2210,Fairview,Oklahoma,13836,36.2705,-98.4771,NA,2014,1
2211,Frederick,Oklahoma,30463,34.3709,-99.001,NA,2013,2
2212,Grove,Oklahoma,24320,36.5925,-94.7885,NA,2014,2
2213,Guthrie,Oklahoma,12290,35.8429,-97.4359,NA,2012,1
2214,Guymon,Oklahoma,43688,36.6901,-101.4778,NA,2013,2
2215,Healdton,Oklahoma,15642,34.2335,-97.4868,NA,2012,1
2216,Henryetta,Oklahoma,44285,35.4421,-95.9848,NA,2012,2
2217,Hobart,Oklahoma,54811,35.0246,-99.0875,NA,2012,2
2218,Hollis,Oklahoma,38369,34.6895,-99.9153,NA,2013,2
2219,Hugo,Oklahoma,25836,34.0121,-95.5115,NA,2012,2
2220,Idabel,Oklahoma,36097,33.9041,-94.8294,NA,2011,2
2221,Lawton,Oklahoma,71604,34.6171,-98.4204,NA,2012,2
2222,Mangum,Oklahoma,11048,34.8783,-99.504,NA,2014,1
2223,Marietta,Oklahoma,15413,33.9355,-97.1242,NA,2012,1
2224,McAlester,Oklahoma,20882,34.9262,-95.7698,NA,2013,2
2225,Miami,Oklahoma,36548,36.8877,-94.8718,NA,2014,2
2226,Midwest City,Oklahoma,37338,35.463,-97.371,NA,2012,2
2227,Muskogee,Oklahoma,24035,35.743,-95.3566,NA,2013,2
2228,Norman,Oklahoma,28744,35.2335,-97.3471,NA,2011,1
2229,Nowata,Oklahoma,14724,36.6989,-95.638,NA,2014,1
2230,Okeene,Oklahoma,13408,36.1171,-98.3165,NA,2014,1
2231,Oklahoma City,Oklahoma,296460,35.4676,-97.5136,NA,2011,2
2232,Okmulgee,Oklahoma,32937,35.6137,-96.0068,NA,2012,2
2233,Owasso,Oklahoma,68777,36.2886,-95.8319,NA,2012,2
2234,Pauls Valley,Oklahoma,22893,34.7236,-97.2291,NA,2015,1
2235,Pawhuska,Oklahoma,13443,36.6687,-96.3312,NA,2013,1
2236,Perry,Oklahoma,29234,36.2849,-97.3079,NA,2012,2
2237,Ponca City,Oklahoma,30422,36.7236,-97.0679,NA,2013,2
2238,Poteau,Oklahoma,17197,35.0431,-94.6356,NA,2011,1
2239,Prague,Oklahoma,9443,35.4997,-96.6998,NA,2013,1
2240,Pryor,Oklahoma,31930,36.3084,-95.3169,NA,2013,2
2241,Sallisaw,Oklahoma,37703,35.4608,-94.807,NA,2012,2
2242,Sapulpa,Oklahoma,9630,36.009,-96.0983,NA,2013,1
2243,Sayre,Oklahoma,39873,35.2973,-99.6284,NA,2011,1
2244,Seminole,Oklahoma,30397,35.2346,-96.65,NA,2013,2
2245,Shattuck,Oklahoma,25886,36.2652,-99.8774,NA,2013,2
2246,Shawnee,Oklahoma,23609,35.3525,-96.9647,NA,2011,2
2247,Stigler,Oklahoma,9847,35.2566,-95.1185,NA,2013,1
2248,Stillwater,Oklahoma,27024,36.1315,-97.0739,NA,2012,2
2249,Stilwell,Oklahoma,29524,35.8151,-94.6312,NA,2013,2
2250,Stroud,Oklahoma,15271,35.768,-96.6474,NA,2013,1
2251,Sulphur,Oklahoma,11632,34.4977,-96.9899,NA,2012,1
2252,Tahlequah,Oklahoma,55627,35.9116,-94.9773,NA,2012,2
2253,Talihina,Oklahoma,14924,34.7523,-95.041,NA,2012,1
2254,Tishomingo,Oklahoma,25731,34.2387,-96.6806,NA,2013,1
2255,Tulsa,Oklahoma,196638,36.1284,-95.9042,NA,2012,2
2256,Vinita,Oklahoma,38357,36.6364,-95.1768,NA,2012,2
2257,Wagoner,Oklahoma,34437,35.9641,-95.379,NA,2013,2
2258,Watonga,Oklahoma,12649,35.8661,-98.4166,NA,2013,1
2259,Waurika,Oklahoma,13028,34.1846,-98.0245,NA,2014,1
2260,Weatherford,Oklahoma,19838,35.5385,-98.6872,NA,2012,2
2261,Wilburton,Oklahoma,37102,34.9183,-95.3046,NA,2013,2
2262,Woodward,Oklahoma,33864,36.4246,-99.4059,NA,2012,2
2263,Yukon,Oklahoma,35890,35.5201,-97.7639,NA,2013,2
2264,Albany,Oregon,30548,44.6274,-123.0966,NA,2013,2
2265,Astoria,Oregon,36692,46.1856,-123.8053,NA,2011,1
2266,Bandon,Oregon,18731,43.1142,-124.4157,NA,2013,2
2267,Bend,Oregon,23939,44.0562,-121.3087,NA,2012,2
2268,Burns,Oregon,14476,43.5882,-119.0614,NA,2013,1
2270,Coos Bay,Oregon,29338,43.3789,-124.233,NA,2012,2
2271,Coquille,Oregon,3312,43.1801,-124.1841,NA,2014,1
2272,Corvallis,Oregon,9780,44.5697,-123.278,NA,2013,2
2273,Cottage Grove,Oregon,14688,43.7961,-123.0573,NA,2013,1
2274,Dallas,Oregon,10673,44.922,-123.3137,NA,2011,1
2275,Enterprise,Oregon,25684,45.4258,-117.2789,NA,2012,2
2276,Eugene,Oregon,13483,44.0563,-123.1173,NA,2013,2
2277,Florence,Oregon,14026,43.9912,-124.1061,NA,2013,1
2278,Gold Beach,Oregon,5773,42.3974,-124.4171,NA,2014,1
2279,Gresham,Oregon,31943,45.5023,-122.4414,NA,2012,2
2280,Hillsboro,Oregon,26212,45.5271,-122.9358,NA,2012,2
2281,Hood River,Oregon,677,45.7093,-121.5258,NA,2014,1
2282,John Day,Oregon,30893,44.4181,-118.9535,NA,2011,1
2283,Klamath Falls,Oregon,21076,42.2192,-121.7755,NA,2013,2
2284,La Grande,Oregon,12316,45.3243,-118.0865,NA,2012,1
2285,Lakeview,Oregon,21558,42.1919,-120.3527,NA,2011,1
2286,Lebanon,Oregon,17899,44.5314,-122.9075,NA,2013,1
2287,Lincoln City,Oregon,11080,44.9751,-124.0073,NA,2013,1
2288,McMinnville,Oregon,16444,45.211,-123.1918,NA,2013,2
2289,Medford,Oregon,23677,42.3372,-122.8537,NA,2013,2
2290,Milwaukie,Oregon,5412,45.4445,-122.6219,NA,2013,1
2291,Newberg,Oregon,16904,45.3071,-122.9598,NA,2013,1
2292,Newport,Oregon,16417,44.6231,-124.0524,NA,2013,1
2293,Ontario,Oregon,16893,44.0259,-116.976,NA,2013,2
2294,Oregon City,Oregon,15309,45.3418,-122.5938,NA,2013,1
2295,Pendleton,Oregon,2996,45.6747,-118.8172,NA,2013,1
2296,Portland,Oregon,151244,45.5372,-122.65,NA,2011,2
2297,Prineville,Oregon,8033,44.2988,-120.8594,NA,2014,1
2298,Reedsport,Oregon,33892,43.6983,-124.1122,NA,2011,1
2299,Roseburg,Oregon,18043,43.2229,-123.3519,NA,2014,2
2300,Salem,Oregon,33028,44.9232,-123.0245,NA,2011,2
2301,Seaside,Oregon,582,45.9889,-123.9214,NA,2014,1
2302,Silverton,Oregon,29021,45.003,-122.7808,NA,2013,2
2303,Springfield,Oregon,22357,44.0538,-122.9811,NA,2013,2
2304,Stayton,Oregon,33548,44.803,-122.7981,NA,2011,2
2305,The Dalles,Oregon,16011,45.6047,-121.1815,NA,2012,2
2306,Tualatin,Oregon,24219,45.3772,-122.7746,NA,2012,2
2307,Allentown,Pennsylvania,88951,40.5961,-75.4756,NA,2013,2
2308,Altoona,Pennsylvania,33243,40.5082,-78.4007,NA,2011,2
2309,Beaver,Pennsylvania,14967,40.6936,-80.3074,NA,2013,2
2310,Berwick,Pennsylvania,26211,41.0555,-76.2492,NA,2012,2
2311,Bethlehem,Pennsylvania,109667,40.6266,-75.3679,NA,2012,2
2312,Bloomsburg,Pennsylvania,30183,41.0027,-76.4561,NA,2013,2
2313,Bradford,Pennsylvania,47140,41.9604,-78.6413,NA,2012,2
2314,Bristol,Pennsylvania,40238,40.1028,-74.8529,NA,2013,2
2315,Brookville,Pennsylvania,31922,41.1615,-79.0827,NA,2011,2
2316,Bryn Mawr,Pennsylvania,79993,40.0227,-75.3156,NA,2012,2
2317,Butler,Pennsylvania,36345,40.8615,-79.8962,NA,2011,2
2318,Camp Hill,Pennsylvania,25994,40.2422,-76.9274,NA,2012,2
2319,Canonsburg,Pennsylvania,5933,40.2642,-80.1868,NA,2012,1
2320,Chambersburg,Pennsylvania,27147,39.9315,-77.6556,NA,2012,2
2321,Clairton,Pennsylvania,18916,40.2976,-79.8853,NA,2013,2
2322,Clarion,Pennsylvania,26381,41.2106,-79.3803,NA,2012,2
2323,Clearfield,Pennsylvania,5195,41.0216,-78.439,NA,2012,1
2324,Coaldale,Pennsylvania,50664,40.8197,-75.9161,NA,2012,2
2325,Coatesville,Pennsylvania,18693,39.9849,-75.8199,NA,2013,2
2326,Connellsville,Pennsylvania,39002,40.0158,-79.5899,NA,2012,2
2327,Coudersport,Pennsylvania,8456,41.7758,-78.016,NA,2012,2
2328,Darby,Pennsylvania,26542,39.921,-75.2611,NA,2012,2
2329,Doylestown,Pennsylvania,26819,40.314,-75.128,NA,2012,2
2330,Drexel Hill,Pennsylvania,30639,39.9495,-75.3039,NA,2012,2
2331,Du Bois,Pennsylvania,29101,41.1225,-78.7564,NA,2011,2
2332,Eagleville,Pennsylvania,35585,40.1604,-75.409,NA,2013,2
2334,East Stroudsburg,Pennsylvania,23598,41.0023,-75.1779,NA,2012,2
2335,Easton,Pennsylvania,11445,40.6858,-75.2209,NA,2013,2
2336,Ellwood City,Pennsylvania,27870,40.8619,-80.283,NA,2011,2
2337,Ephrata,Pennsylvania,33862,40.1811,-76.1812,NA,2013,2
2338,Erie,Pennsylvania,79567,42.1168,-80.0733,NA,2012,2
2339,Everett,Pennsylvania,27862,40.0132,-78.3667,NA,2011,2
2340,Greenville,Pennsylvania,11779,41.4052,-80.3837,NA,2011,1
2341,Grove City,Pennsylvania,3459,41.1571,-80.0893,NA,2012,1
2342,Hanover,Pennsylvania,36867,39.8117,-76.9835,NA,2013,2
2343,Harrisburg,Pennsylvania,34443,40.2752,-76.8843,NA,2012,2
2344,Hazleton,Pennsylvania,22634,40.9504,-75.9724,NA,2012,2
2345,Hershey,Pennsylvania,25116,40.2806,-76.6458,NA,2012,2
2346,Honesdale,Pennsylvania,28655,41.5774,-75.2524,NA,2012,2
2347,Huntingdon,Pennsylvania,24281,40.5,-78.0098,NA,2013,2
2348,Indiana,Pennsylvania,10225,40.6219,-79.1552,NA,2013,1
2349,Jersey Shore,Pennsylvania,18757,41.2012,-77.2666,NA,2013,2
2350,Johnstown,Pennsylvania,20085,40.3258,-78.9194,NA,2013,2
2351,Kane,Pennsylvania,25340,41.663,-78.8096,NA,2011,2
2352,Kittanning,Pennsylvania,20516,40.8279,-79.5233,NA,2012,2
2353,Lancaster,Pennsylvania,20475,40.0421,-76.3012,NA,2013,2
2354,Langhorne,Pennsylvania,36535,40.1777,-74.9212,NA,2012,2
2355,Lansdale,Pennsylvania,35803,40.2417,-75.2812,NA,2012,2
2356,Latrobe,Pennsylvania,35136,40.3125,-79.3825,NA,2012,2
2357,Lebanon,Pennsylvania,36722,40.3412,-76.4228,NA,2012,2
2358,Lehighton,Pennsylvania,29537,40.8306,-75.7165,NA,2013,2
2359,Lewisburg,Pennsylvania,30637,40.9642,-76.8901,NA,2012,2
2360,Lewistown,Pennsylvania,33825,40.5964,-77.5731,NA,2013,2
2361,Lititz,Pennsylvania,32350,40.154,-76.3044,NA,2012,2
2362,Lock Haven,Pennsylvania,38363,41.1365,-77.4521,NA,2012,2
2365,McKeesport,Pennsylvania,22911,40.3419,-79.8439,NA,2011,2
2367,Meadville,Pennsylvania,20482,41.6476,-80.1467,NA,2012,2
2368,Media,Pennsylvania,25873,39.9198,-75.3888,NA,2012,2
2369,Meyersdale,Pennsylvania,7933,39.8133,-79.0277,NA,2013,1
2370,Monongahela,Pennsylvania,23868,40.1956,-79.9221,NA,2013,2
2371,Monroeville,Pennsylvania,10418,40.4262,-79.7605,NA,2013,2
2372,Montrose,Pennsylvania,1114,41.8332,-75.8762,NA,2013,1
2373,Muncy,Pennsylvania,37929,41.2021,-76.7854,NA,2012,2
2374,Natrona Heights,Pennsylvania,10696,40.6234,-79.7298,NA,2012,1
2375,New Castle,Pennsylvania,19048,40.9956,-80.3458,NA,2012,2
2376,Norristown,Pennsylvania,5925,40.1224,-75.3399,NA,2012,2
2377,Palmerton,Pennsylvania,19010,40.8023,-75.616,NA,2013,2
2379,Philadelphia,Pennsylvania,203334,40.0076,-75.134,NA,2011,2
2380,Phoenixville,Pennsylvania,9597,40.1358,-75.5201,NA,2013,2
2381,Pittsburgh,Pennsylvania,265031,40.4396,-79.9763,NA,2011,2
2382,Pottstown,Pennsylvania,12195,40.2508,-75.6445,NA,2013,2
2383,Pottsville,Pennsylvania,63971,40.6798,-76.2092,NA,2011,1
2384,Punxsutawney,Pennsylvania,40651,40.9437,-78.9767,NA,2012,2
2385,Quakertown,Pennsylvania,50656,40.4398,-75.3456,NA,2012,2
2386,Reading,Pennsylvania,13481,40.34,-75.9266,NA,2013,2
2387,Renovo,Pennsylvania,27121,41.3314,-77.7499,NA,2012,1
2388,Roaring Spring,Pennsylvania,17058,40.3348,-78.3959,NA,2012,1
2389,Royersford,Pennsylvania,26602,40.1862,-75.5382,NA,2013,2
2390,Saint Marys,Pennsylvania,29932,41.4574,-78.5342,NA,2012,2
2391,Sayre,Pennsylvania,29445,41.9855,-76.5207,NA,2012,2
2392,Scranton,Pennsylvania,55354,41.4044,-75.6649,NA,2013,2
2393,Sellersville,Pennsylvania,21246,40.36,-75.3083,NA,2012,2
2394,Seneca,Pennsylvania,22334,41.377,-79.7073,NA,2011,2
2395,Sewickley,Pennsylvania,22844,40.5399,-80.1793,NA,2013,2
2396,Sharon,Pennsylvania,34670,41.2339,-80.4997,NA,2013,2
2397,Somerset,Pennsylvania,26955,40.0049,-79.0778,NA,2012,2
2398,State College,Pennsylvania,27308,40.7909,-77.8568,NA,2012,2
2399,Sunbury,Pennsylvania,27368,40.8617,-76.7874,NA,2013,2
2400,Susquehanna,Pennsylvania,4906,41.9434,-75.5996,NA,2012,1
2401,Titusville,Pennsylvania,16096,41.6273,-79.6699,NA,2012,2
2402,Towanda,Pennsylvania,39777,41.7706,-76.4472,NA,2012,2
2404,Troy,Pennsylvania,11595,41.7839,-76.7898,NA,2012,1
2405,Tunkhannock,Pennsylvania,4327,41.5412,-75.9488,NA,2013,2
2406,Tyrone,Pennsylvania,12089,40.6764,-78.2461,NA,2013,2
2407,Uniontown,Pennsylvania,23193,39.8994,-79.7243,NA,2012,2
2408,Warren,Pennsylvania,38943,41.8433,-79.1445,NA,2013,2
2409,Washington,Pennsylvania,63308,40.174,-80.2466,NA,2012,2
2410,Waynesboro,Pennsylvania,27043,39.7525,-77.5822,NA,2012,2
2411,West Chester,Pennsylvania,26188,39.9601,-75.6058,NA,2012,2
2412,West Grove,Pennsylvania,18706,39.8206,-75.8284,NA,2013,2
2414,Williamsport,Pennsylvania,24606,41.2398,-77.0371,NA,2012,2
2415,Windber,Pennsylvania,26487,40.2355,-78.8247,NA,2011,1
2416,Wyomissing,Pennsylvania,34860,40.3317,-75.9703,NA,2012,2
2417,York,Pennsylvania,29190,39.9651,-76.7315,NA,2011,2
2423,Newport,Rhode Island,22093,41.4803,-71.3205,NA,2011,1
2425,Pawtucket,Rhode Island,18905,41.8743,-71.3743,NA,2013,2
2426,Providence,Rhode Island,103186,41.8229,-71.4186,NA,2011,2
2427,Wakefield,Rhode Island,30708,41.4373,-71.5014,NA,2012,2
2428,Warwick,Rhode Island,29116,41.7062,-71.4334,NA,2011,2
