,city,State,Payment,lat,lng,group,start_year,reach_stage
2849,Danville,Virginia,24861,36.5831,-79.4088,NA,2012,2
2850,Fairfax,Virginia,20568,38.8531,-77.2997,NA,2013,2
2851,Falls Church,Virginia,11758,38.8847,-77.1751,NA,2013,2
2852,Farmville,Virginia,30418,37.2968,-78.3993,NA,2011,2
2853,Fishersville,Virginia,23651,38.1004,-78.9686,NA,2012,2
2854,Franklin,Virginia,28569,36.6831,-76.9386,NA,2013,2
2855,Fredericksburg,Virginia,57006,38.2992,-77.4872,NA,2011,2
2856,Front Royal,Virginia,25940,38.926,-78.1838,NA,2012,2
2857,Galax,Virginia,20203,36.666,-80.9176,NA,2013,2
2858,Gloucester,Virginia,31170,37.4138,-76.5255,NA,2011,2
2859,Grundy,Virginia,25448,37.2754,-82.0988,NA,2012,2
2860,Hampton,Virginia,24094,37.0551,-76.3629,NA,2011,2
2861,Harrisonburg,Virginia,15019,38.4362,-78.8735,NA,2013,2
2862,Hopewell,Virginia,31285,37.2914,-77.2985,NA,2011,1
2863,Hot Springs,Virginia,21196,38.0013,-79.8239,NA,2012,1
2864,Kilmarnock,Virginia,29342,37.7118,-76.3834,NA,2012,2
2865,Lebanon,Virginia,30743,36.8993,-82.0776,NA,2013,2
2866,Leesburg,Virginia,22169,39.1058,-77.5544,NA,2013,2
2867,Lexington,Virginia,31836,37.7825,-79.444,NA,2011,2
2868,Luray,Virginia,25264,38.6653,-78.4548,NA,2013,1
2869,Lynchburg,Virginia,36335,37.4003,-79.1908,NA,2011,2
2870,Marion,Virginia,13432,36.8389,-81.5135,NA,2013,2
2871,Martinsville,Virginia,25377,36.6827,-79.8636,NA,2013,2
2872,Mechanicsville,Virginia,30963,37.6262,-77.3561,NA,2011,2
2873,Midlothian,Virginia,35554,37.506,-77.6492,NA,2011,2
2874,Nassawadox,Virginia,29857,37.4763,-75.8591,NA,2011,2
2875,Newport News,Virginia,62500,37.1051,-76.5185,NA,2011,2
2876,Norfolk,Virginia,80828,36.8945,-76.259,NA,2011,2
2877,Norton,Virginia,30493,36.9314,-82.6262,NA,2012,2
2878,Pearisburg,Virginia,34019,37.3289,-80.7275,NA,2011,2
2879,Pennington Gap,Virginia,5171,36.7594,-83.03,NA,2012,1
2880,Petersburg,Virginia,14201,37.2043,-77.3913,NA,2013,2
2881,Portsmouth,Virginia,24829,36.8468,-76.354,NA,2013,2
2882,Pulaski,Virginia,32359,37.0528,-80.7624,NA,2011,1
2883,Reston,Virginia,29836,38.9497,-77.3461,NA,2011,2
2884,Richlands,Virginia,20737,37.0879,-81.808,NA,2013,2
2885,Richmond,Virginia,137637,37.5295,-77.4756,NA,2011,2
2886,Roanoke,Virginia,34529,37.2785,-79.958,NA,2011,2
2887,Rocky Mount,Virginia,30844,37.0045,-79.8854,NA,2011,2
2888,Salem,Virginia,30052,37.2864,-80.0555,NA,2011,2
2889,South Boston,Virginia,32960,36.7131,-78.9135,NA,2013,2
2890,South Hill,Virginia,31621,36.7254,-78.1287,NA,2012,2
2891,Stuart,Virginia,1456,36.6404,-80.2686,NA,2014,1
2892,Suffolk,Virginia,22624,36.6953,-76.6398,NA,2012,2
2893,Tappahannock,Virginia,28799,37.9187,-76.8667,NA,2011,2
2894,Tazewell,Virginia,28846,37.1268,-81.5134,NA,2011,2
2895,Virginia Beach,Virginia,48919,36.7335,-76.0435,NA,2011,2
2896,Warrenton,Virginia,43742,38.7176,-77.7975,NA,2011,2
2897,Williamsburg,Virginia,33058,37.2693,-76.7076,NA,2011,2
2898,Winchester,Virginia,35732,39.1735,-78.1746,NA,2012,2
2899,Woodbridge,Virginia,32338,38.6569,-77.2403,NA,2012,2
2900,Woodstock,Virginia,31769,38.875,-78.516,NA,2012,2
2901,Wytheville,Virginia,18023,36.953,-81.0881,NA,2013,2
2902,Aberdeen,Washington,36765,46.9757,-123.8095,NA,2012,2
2903,Anacortes,Washington,26544,48.4878,-122.6292,NA,2012,2
2904,Arlington,Washington,34147,48.1697,-122.1446,NA,2013,2
2905,Bellevue,Washington,14625,47.5953,-122.1551,NA,2013,2
2906,Bellingham,Washington,22445,48.7543,-122.4687,NA,2013,2
2907,Bremerton,Washington,24634,47.5436,-122.7122,NA,2012,2
2909,Centralia,Washington,22732,46.7226,-122.9695,NA,2012,2
2910,Chelan,Washington,16712,47.8417,-120.027,NA,2011,1
2911,Chewelah,Washington,10885,48.2929,-117.7336,NA,2011,1
2912,Clarkston,Washington,34956,46.4152,-117.0502,NA,2012,2
2913,Colfax,Washington,6570,46.9031,-117.3394,NA,2014,2
2914,Colville,Washington,12050,48.5454,-117.8986,NA,2013,1
2915,Dayton,Washington,26849,46.3168,-117.977,NA,2011,1
2916,Edmonds,Washington,8948,47.8114,-122.3533,NA,2013,1
2917,Ellensburg,Washington,15950,46.9994,-120.547,NA,2012,2
2918,Enumclaw,Washington,25836,47.2017,-121.9897,NA,2011,1
2919,Ephrata,Washington,21720,47.3119,-119.5344,NA,2013,2
2920,Everett,Washington,16684,47.9524,-122.167,NA,2012,2
2921,Federal Way,Washington,18907,47.309,-122.3359,NA,2014,2
2922,Gig Harbor,Washington,17426,47.3353,-122.5968,NA,2014,2
2923,Goldendale,Washington,26846,45.8192,-120.8233,NA,2011,2
2924,Grand Coulee,Washington,8023,47.9391,-119.0031,NA,2012,1
2925,Ilwaco,Washington,12087,46.3108,-124.0422,NA,2014,1
2926,Issaquah,Washington,51713,47.5421,-122.0445,NA,2012,2
2927,Kennewick,Washington,17537,46.1979,-119.1732,NA,2013,2
2928,Kirkland,Washington,24651,47.6997,-122.2041,NA,2012,2
2929,Lakewood,Washington,17187,47.1628,-122.5299,NA,2014,2
2930,Leavenworth,Washington,11842,47.5948,-120.6633,NA,2014,1
2931,Longview,Washington,32156,46.146,-122.963,NA,2013,2
2932,Monroe,Washington,30049,47.8596,-121.9853,NA,2013,2
2933,Moses Lake,Washington,45358,47.1285,-119.2741,NA,2011,2
2934,Mount Vernon,Washington,22315,48.4202,-122.3116,NA,2013,2
2935,Newport,Washington,16948,48.179,-117.0549,NA,2012,2
2936,Olympia,Washington,34428,47.0418,-122.8959,NA,2012,2
2937,Omak,Washington,42630,48.4227,-119.5159,NA,2011,2
2938,Pasco,Washington,13547,46.2503,-119.1298,NA,2014,1
2939,Pomeroy,Washington,9761,46.4737,-117.5967,NA,2014,1
2940,Port Angeles,Washington,20519,48.1142,-123.4565,NA,2013,2
2941,Port Townsend,Washington,8509,48.122,-122.7872,NA,2013,1
2942,Prosser,Washington,27420,46.2066,-119.7662,NA,2012,2
2943,Pullman,Washington,23149,46.7342,-117.1661,NA,2011,1
2944,Renton,Washington,134242,47.4758,-122.1905,NA,2012,2
2945,Republic,Washington,5923,48.6477,-118.7326,NA,2014,1
2946,Richland,Washington,9095,46.2826,-119.2938,NA,2012,2
2947,Ritzville,Washington,12403,47.1254,-118.3809,NA,2014,1
2948,Seattle,Washington,161548,47.6211,-122.3244,NA,2011,2
2950,Shelton,Washington,36223,47.2188,-123.1127,NA,2011,2
2951,Spokane,Washington,80068,47.6671,-117.433,NA,2011,2
2952,Spokane Valley,Washington,22153,47.6625,-117.2346,NA,2013,2
2953,Sunnyside,Washington,23706,46.3159,-120.0058,NA,2011,1
2954,Tacoma,Washington,61320,47.2431,-122.4531,NA,2011,2
2955,Tonasket,Washington,29184,48.708,-119.4417,NA,2012,2
2956,Vancouver,Washington,52884,45.6352,-122.597,NA,2012,2
2957,Walla Walla,Washington,35568,46.067,-118.3365,NA,2012,2
2958,Wenatchee,Washington,49142,47.4338,-120.3285,NA,2012,2
2959,Yakima,Washington,54050,46.5923,-120.5496,NA,2012,2
2960,Beckley,West Virginia,22162,37.7878,-81.1841,NA,2013,2
2961,Berkeley Springs,West Virginia,15694,39.627,-78.2272,NA,2013,1
2962,Bluefield,West Virginia,28983,37.2605,-81.2155,NA,2012,2
2964,Buckhannon,West Virginia,25016,38.9927,-80.2279,NA,2012,1
2965,Charleston,West Virginia,66787,38.3484,-81.6323,NA,2012,2
2966,Elkins,West Virginia,20375,38.9237,-79.8541,NA,2013,2
2967,Fairmont,West Virginia,25987,39.4768,-80.1491,NA,2014,2
2969,Grafton,West Virginia,14961,39.3409,-80.0162,NA,2013,1
2970,Grantsville,West Virginia,11653,38.9204,-81.0934,NA,2013,1
2971,Huntington,West Virginia,51604,38.4109,-82.4344,NA,2012,2
2972,Hurricane,West Virginia,3447,38.4294,-82.017,NA,2013,1
2973,Keyser,West Virginia,17724,39.4394,-78.9822,NA,2012,1
2974,Kingwood,West Virginia,17192,39.4719,-79.6822,NA,2011,1
2975,Logan,West Virginia,20986,37.8509,-81.9857,NA,2013,2
2976,Madison,West Virginia,11211,38.0632,-81.8046,NA,2014,1
2977,Montgomery,West Virginia,15212,38.1741,-81.3241,NA,2013,1
2978,New Martinsville,West Virginia,27327,39.6636,-80.8569,NA,2012,2
2979,Oak Hill,West Virginia,4757,37.9844,-81.1277,NA,2012,2
2980,Parkersburg,West Virginia,34467,39.2623,-81.5419,NA,2013,2
2981,Petersburg,West Virginia,3121,38.9957,-79.1276,NA,2012,1
2982,Princeton,West Virginia,34685,37.3688,-81.0961,NA,2012,2
2984,Ranson,West Virginia,12648,39.325,-77.8666,NA,2013,1
2985,Ronceverte,West Virginia,7169,37.7503,-80.4715,NA,2013,2
2986,Sistersville,West Virginia,5892,39.5598,-80.9987,NA,2012,1
2987,South Charleston,West Virginia,21895,38.3482,-81.711,NA,2012,2
2988,Spencer,West Virginia,28284,38.8025,-81.3534,NA,2011,2
2989,Summersville,West Virginia,17966,38.2865,-80.841,NA,2013,1
2990,Webster Springs,West Virginia,11329,38.4793,-80.4134,NA,2015,1
2991,Weirton,West Virginia,16832,40.406,-80.5671,NA,2014,2
2992,Welch,West Virginia,36319,37.4455,-81.5721,NA,2013,2
2993,Weston,West Virginia,13940,39.039,-80.4616,NA,2012,2
2994,Wheeling,West Virginia,31794,40.0755,-80.6951,NA,2013,2
2995,Williamson,West Virginia,35582,37.6742,-82.271,NA,2012,2
2996,Amery,Wisconsin,27551,45.3045,-92.3635,NA,2012,2
2997,Appleton,Wisconsin,51974,44.2774,-88.3894,NA,2012,2
2998,Ashland,Wisconsin,29748,46.5801,-90.8715,NA,2012,2
2999,Baldwin,Wisconsin,24324,44.9541,-92.371,NA,2012,2
3000,Barron,Wisconsin,7482,45.4015,-91.8475,NA,2012,1
3001,Beaver Dam,Wisconsin,34412,43.4688,-88.8311,NA,2012,2
3002,Berlin,Wisconsin,20484,43.9704,-88.9505,NA,2013,2
3003,Black River Falls,Wisconsin,9707,44.2981,-90.8421,NA,2011,1
3004,Bloomer,Wisconsin,5811,45.103,-91.4913,NA,2012,1
3005,Boscobel,Wisconsin,19236,43.1436,-90.6955,NA,2012,2
3006,Burlington,Wisconsin,28100,42.675,-88.2724,NA,2011,2
3007,Chippewa Falls,Wisconsin,39864,44.9358,-91.3902,NA,2012,2
3008,Columbus,Wisconsin,1284,43.3354,-89.03,NA,2012,1
3009,Cumberland,Wisconsin,25650,45.5358,-92.0259,NA,2012,1
3010,Darlington,Wisconsin,31854,42.6779,-90.1189,NA,2011,2
3011,Dodgeville,Wisconsin,21174,42.966,-90.1297,NA,2012,2
3012,Durand,Wisconsin,11180,44.627,-91.9607,NA,2011,1
3013,Eau Claire,Wisconsin,90495,44.8203,-91.4951,NA,2012,2
3014,Edgerton,Wisconsin,15252,42.8385,-89.0698,NA,2012,1
3015,Elkhorn,Wisconsin,17385,42.6711,-88.5377,NA,2013,2
3017,Fort Atkinson,Wisconsin,39065,42.9253,-88.8441,NA,2012,2
3018,Franklin,Wisconsin,25676,42.8854,-88.0104,NA,2013,2
3019,Friendship,Wisconsin,12253,43.972,-89.8202,NA,2012,1
3020,Grafton,Wisconsin,31881,43.3204,-87.948,NA,2011,2
3021,Grantsburg,Wisconsin,14994,45.7813,-92.6836,NA,2012,1
3022,Green Bay,Wisconsin,110107,44.515,-87.9896,NA,2012,2
3023,Hartford,Wisconsin,28032,43.3218,-88.3781,NA,2012,2
3024,Hayward,Wisconsin,29738,46.0094,-91.4826,NA,2012,2
3025,Hillsboro,Wisconsin,8414,43.656,-90.3365,NA,2012,1
3026,Hudson,Wisconsin,33752,44.964,-92.7319,NA,2011,2
3027,Janesville,Wisconsin,54901,42.6855,-89.0136,NA,2012,2
3028,Kenosha,Wisconsin,54223,42.5863,-87.8759,NA,2012,2
3029,La Crosse,Wisconsin,23424,43.8241,-91.2268,NA,2011,2
3030,Ladysmith,Wisconsin,16815,45.4607,-91.0972,NA,2012,2
3031,Lancaster,Wisconsin,5470,42.8474,-90.7065,NA,2012,1
3032,Madison,Wisconsin,93389,43.0808,-89.3922,NA,2011,2
3033,Manitowoc,Wisconsin,46732,44.0991,-87.6811,NA,2012,2
3034,Marinette,Wisconsin,13994,45.0873,-87.6324,NA,2015,1
3035,Marshfield,Wisconsin,27012,44.6627,-90.1728,NA,2012,2
3036,Mauston,Wisconsin,24558,43.7995,-90.0775,NA,2012,2
3037,Medford,Wisconsin,13461,45.1366,-90.3437,NA,2014,1
3039,Mequon,Wisconsin,52042,43.2352,-87.9838,NA,2012,2
3040,Milwaukee,Wisconsin,110102,43.064,-87.9669,NA,2011,2
3041,Monroe,Wisconsin,25000,42.6026,-89.6374,NA,2012,2
3042,Neenah,Wisconsin,25461,44.1671,-88.4761,NA,2012,2
3043,New London,Wisconsin,28398,44.395,-88.7393,NA,2012,2
3044,New Richmond,Wisconsin,28728,45.1226,-92.5338,NA,2011,2
3045,Oconomowoc,Wisconsin,21307,43.0994,-88.4951,NA,2011,2
3046,Oconto Falls,Wisconsin,5267,44.8738,-88.1444,NA,2013,1
3047,Oshkosh,Wisconsin,42157,44.0228,-88.5616,NA,2011,2
3048,Osseo,Wisconsin,5746,44.5795,-91.212,NA,2012,1
3049,Park Falls,Wisconsin,14877,45.9348,-90.4463,NA,2012,1
3050,Platteville,Wisconsin,1793,42.7279,-90.4676,NA,2014,1
3051,Portage,Wisconsin,39569,43.549,-89.4659,NA,2012,2
3054,Racine,Wisconsin,25904,42.7274,-87.8135,NA,2013,2
3055,Reedsburg,Wisconsin,30793,43.5345,-89.9971,NA,2012,2
3056,Rhinelander,Wisconsin,26193,45.6361,-89.4256,NA,2012,1
3057,Richland Center,Wisconsin,25882,43.3402,-90.384,NA,2012,2
3058,Ripon,Wisconsin,8745,43.8436,-88.8386,NA,2013,1
3059,Saint Croix Falls,Wisconsin,3894,45.4101,-92.6268,NA,2014,1
3060,Shawano,Wisconsin,24602,44.7749,-88.5844,NA,2013,2
3061,Sheboygan,Wisconsin,63979,43.7447,-87.7322,NA,2012,2
3062,Spooner,Wisconsin,5475,45.8271,-91.886,NA,2012,1
3063,Stanley,Wisconsin,12234,44.9596,-90.943,NA,2014,1
3064,Stevens Point,Wisconsin,5323,44.5241,-89.5508,NA,2012,1
3065,Stoughton,Wisconsin,18296,42.9237,-89.2219,NA,2012,1
3066,Sturgeon Bay,Wisconsin,1260,44.8228,-87.366,NA,2012,1
3067,Tomah,Wisconsin,37485,43.9883,-90.4996,NA,2011,2
3068,Two Rivers,Wisconsin,15798,44.1564,-87.5824,NA,2013,2
3069,Viroqua,Wisconsin,20621,43.5582,-90.8863,NA,2013,2
3070,Watertown,Wisconsin,39590,43.1893,-88.7285,NA,2012,2
3071,Waupaca,Wisconsin,30417,44.3508,-89.072,NA,2012,2
3072,Waupun,Wisconsin,11895,43.6314,-88.7379,NA,2013,1
3073,Wausau,Wisconsin,25709,44.9615,-89.6436,NA,2013,2
3074,West Allis,Wisconsin,36556,43.0068,-88.0296,NA,2012,2
3075,West Bend,Wisconsin,15430,43.4184,-88.1822,NA,2014,2
3076,Weston,Wisconsin,31619,44.8906,-89.5487,NA,2012,2
3077,Wild Rose,Wisconsin,17878,44.1788,-89.2442,NA,2013,2
3078,Basin,Wyoming,20637,44.3806,-108.0466,NA,2013,1
3079,Buffalo,Wyoming,11772,44.3426,-106.7138,NA,2013,1
3080,Casper,Wyoming,39327,42.8421,-106.3208,NA,2013,2
3081,Cheyenne,Wyoming,23871,41.1406,-104.7926,NA,2013,2
3082,Cody,Wyoming,21684,44.5212,-109.055,NA,2013,2
3083,Evanston,Wyoming,37435,41.2602,-110.9646,NA,2013,2
3084,Gillette,Wyoming,23256,44.2779,-105.5004,NA,2014,2
3085,Jackson,Wyoming,44396,43.472,-110.7743,NA,2012,2
3086,Kemmerer,Wyoming,20997,41.7761,-110.5555,NA,2011,1
3087,Lander,Wyoming,28121,42.8313,-108.7599,NA,2012,1
3088,Laramie,Wyoming,37274,41.3099,-105.6086,NA,2013,2
3089,Lovell,Wyoming,5947,44.8358,-108.3918,NA,2012,1
3090,Newcastle,Wyoming,11104,43.851,-104.2124,NA,2013,1
3091,Powell,Wyoming,24882,44.7961,-108.7682,NA,2013,1
3092,Riverton,Wyoming,46682,43.0426,-108.414,NA,2012,2
3093,Sheridan,Wyoming,49157,44.7949,-106.9611,NA,2013,2
3094,Thermopolis,Wyoming,637,43.6479,-108.2139,NA,2013,2
3095,Torrington,Wyoming,8027,42.0659,-104.1622,NA,2012,1
3096,Wheatland,Wyoming,7463,42.0516,-104.9595,NA,2012,1
3097,Worland,Wyoming,7612,44.0026,-107.9543,NA,2012,1
