"zip","city","state","latitude","longitude","Total_Payments"
"01001","Agawam","MA",42.07061,-72.62029,292221.44
"01002","Amherst","MA",42.377651,-72.50323,311989.5
"01005","Barre","MA",42.412094,-72.10443,353910.78
"01007","Belchertown","MA",42.278424,-72.411,297576.64
"01010","Brimfield","MA",42.126038,-72.20552,67620
"01013","Chicopee","MA",42.161492,-72.60316,27817.42
"01020","Chicopee","MA",42.175992,-72.57265,1017521.47
"01027","Easthampton","MA",42.27279,-72.68677,52378.91
"01028","East Longmeadow","MA",42.066795,-72.5102,703260
"01030","Feeding Hills","MA",42.070774,-72.67248,87440
"01035","Hadley","MA",42.35549,-72.5733,309015.93
"01040","Holyoke","MA",42.201891,-72.6242,1287403.67
"01056","Ludlow","MA",42.174893,-72.47068,209240
"01057","Monson","MA",42.089269,-72.317,83300
"01060","Northampton","MA",42.324539,-72.63561,1985275.75
"01062","Florence","MA",42.324232,-72.67915,754115.95
"01069","Palmer","MA",42.176401,-72.32646,334180
"01073","Southampton","MA",42.223885,-72.72777,43044.12
"01075","South Hadley","MA",42.234891,-72.58243,389043.57
"01077","Southwick","MA",42.05283,-72.76966,102422.63
"01082","Ware","MA",42.270611,-72.26067,244440
"01085","Westfield","MA",42.133642,-72.75029,480189.01
"01088","West Hatfield","MA",42.388831,-72.6321,101660
"01089","West Springfield","MA",42.112793,-72.64066,1097569.21
"01095","Wilbraham","MA",42.12531,-72.44057,411202.04
"01096","Williamsburg","MA",42.415236,-72.78271,61480
"01101","Springfield","MA",42.170731,-72.604842,14700
"01103","Springfield","MA",42.103294,-72.59112,59520
"01104","Springfield","MA",42.130343,-72.57338,2557964.4
"01105","Springfield","MA",42.096644,-72.5798,19600
"01106","Longmeadow","MA",42.050395,-72.5712,272522.8
"01107","Springfield","MA",42.120193,-72.6061,4442501.21
"01108","Springfield","MA",42.084094,-72.55523,67187.19
"01109","Springfield","MA",42.116277,-72.55031,11760
"01118","Springfield","MA",42.093144,-72.5291,279059.55
"01119","Springfield","MA",42.128442,-72.50932,43480
"01151","Indian Orchard","MA",42.153926,-72.50531,113520
"01199","Springfield","MA",42.119943,-72.604983,4525367.93
"01201","Pittsfield","MA",42.45384,-73.254,3980677.4
"01220","Adams","MA",42.619727,-73.11842,211977.19
"01224","Berkshire","MA",42.3929,-73.228483,43480
"01226","Dalton","MA",42.476575,-73.11547,128480
"01230","Great Barrington","MA",42.189715,-73.35249,472167.37
"01235","Hinsdale","MA",42.433661,-73.09278,19600
"01237","Lanesboro","MA",42.557346,-73.24364,37840
"01238","Lee","MA",42.299263,-73.2327,299100
"01240","Lenox","MA",42.36237,-73.27683,57800
"01247","North Adams","MA",42.696064,-73.10145,531886.8
"01267","Williamstown","MA",42.689962,-73.22355,228760
"01301","Greenfield","MA",42.605524,-72.60098,2603720.85
"01302","Greenfield","MA",42.522178,-72.624164,29760
"01331","Athol","MA",42.579931,-72.20836,112680
"01337","Bernardston","MA",42.678023,-72.55569,23520
"01370","Shelburne Falls","MA",42.603447,-72.72754,91347.23
"01373","South Deerfield","MA",42.472734,-72.62452,103240
"01376","Turners Falls","MA",42.609425,-72.54438,174880
"01420","Fitchburg","MA",42.578689,-71.80338,589854.2
"01432","Ayer","MA",42.549821,-71.59136,316508.77
"01436","Baldwinville","MA",42.608903,-72.08021,113007.75
"01440","Gardner","MA",42.575355,-71.99183,1135591.83
"01450","Groton","MA",42.609887,-71.55722,275053.52
"01451","Harvard","MA",42.505928,-71.5888,158000
"01453","Leominster","MA",42.526523,-71.75358,1474644.83
"01460","Littleton","MA",42.540052,-71.49085,23520
"01462","Lunenburg","MA",42.582839,-71.72051,25480
"01463","Pepperell","MA",42.665686,-71.5929,79862.43
"01469","Townsend","MA",42.658738,-71.69204,25480
"01473","Westminster","MA",42.544622,-71.9021,73240
"01501","Auburn","MA",42.20361,-71.83843,818277.83
"01503","Berlin","MA",42.380562,-71.62665,43720
"01507","Charlton","MA",42.135142,-71.96961,386351.89
"01510","Clinton","MA",42.418836,-71.68482,208222.01
"01516","Douglas","MA",42.061437,-71.72887,48498.15
"01520","Holden","MA",42.338962,-71.84434,291781.12
"01523","Lancaster","MA",42.473131,-71.67946,629279.31
"01527","Millbury","MA",42.196144,-71.76272,204341.03
"01532","Northborough","MA",42.321917,-71.64692,262774.63
"01535","North Brookfield","MA",42.267274,-72.07823,42851.57
"01536","North Grafton","MA",42.231444,-71.70523,131300
"01540","Oxford","MA",42.117527,-71.8657,30000
"01545","Shrewsbury","MA",42.286643,-71.72502,1099976.12
"01550","Southbridge","MA",42.070827,-72.03533,461000
"01562","Spencer","MA",42.247212,-71.99227,78288.57
"01564","Sterling","MA",42.436875,-71.77333,93971.29
"01566","Sturbridge","MA",42.104581,-72.08584,152851.75
"01568","Upton","MA",42.17382,-71.60971,260880
"01569","Uxbridge","MA",42.064978,-71.62992,460811.16
"01570","Webster","MA",42.047728,-71.86108,426470.33
"01571","Dudley","MA",42.049864,-71.9173,18000
"01581","Westborough","MA",42.269845,-71.61408,639412.06
"01583","West Boylston","MA",42.359842,-71.787,80383.22
"01585","West Brookfield","MA",42.242965,-72.16734,106820
"01588","Whitinsville","MA",42.114195,-71.67225,331218.87
"01590","Sutton","MA",42.131028,-71.75121,135730.13
"01602","Worcester","MA",42.272359,-71.84482,180284.73
"01604","Worcester","MA",42.255393,-71.77459,629102.28
"01605","Worcester","MA",42.286543,-71.78846,13219180.43
"01606","Worcester","MA",42.311342,-71.79531,567747.46
"01608","Worcester","MA",42.261343,-71.80173,2817440.41
"01609","Worcester","MA",42.271743,-71.81348,533759.42
"01610","Worcester","MA",42.248493,-71.80793,177199.24
"01655","Worcester","MA",42.364807,-71.896868,8854371.53
"01701","Framingham","MA",42.318695,-71.42344,1143819.45
"01702","Framingham","MA",42.283995,-71.42161,3202568.28
"01720","Acton","MA",42.477142,-71.4422,1218825.45
"01721","Ashland","MA",42.257956,-71.45886,84534.52
"01730","Bedford","MA",42.496679,-71.27504,83788.79
"01731","Hanscom AFB","MA",42.459085,-71.27556,1578.78
"01740","Bolton","MA",42.437086,-71.61266,29760
"01742","Concord","MA",42.457201,-71.37478,3376482.09
"01746","Holliston","MA",42.196065,-71.43797,112120
"01747","Hopedale","MA",42.125536,-71.53662,475800
"01748","Hopkinton","MA",42.220447,-71.53418,148680
"01749","Hudson","MA",42.389813,-71.55791,222460.23
"01752","Marlborough","MA",42.350909,-71.54753,988007.03
"01756","Mendon","MA",42.092006,-71.54474,173920
"01757","Milford","MA",42.149176,-71.52149,1657421.02
"01760","Natick","MA",42.290763,-71.35368,1970039.72
"01772","Southborough","MA",42.297643,-71.53369,770277.94
"01773","Lincoln","MA",42.425537,-71.30316,191524.42
"01775","Stow","MA",42.423882,-71.51086,41671.82
"01776","Sudbury","MA",42.38532,-71.42989,317108.16
"01778","Wayland","MA",42.345583,-71.35643,84880
"01801","Woburn","MA",42.484545,-71.15206,1778766.65
"01803","Burlington","MA",42.506362,-71.20008,1017509.97
"01805","Burlington","MA",42.446396,-71.459405,10349841.8
"01810","Andover","MA",42.646942,-71.1513,611837.8
"01821","Billerica","MA",42.54805,-71.25054,366896.16
"01824","Chelmsford","MA",42.595491,-71.3544,2877972.75
"01826","Dracut","MA",42.677772,-71.316,385691.43
"01830","Haverhill","MA",42.78519,-71.07011,2598201.44
"01832","Haverhill","MA",42.781357,-71.11023,19600
"01833","Georgetown","MA",42.729437,-70.98291,157532.02
"01834","Groveland","MA",42.750691,-71.02487,49805.4
"01835","Haverhill","MA",42.757767,-71.08518,37840
"01840","Lawrence","MA",42.706941,-71.16181,48488.2
"01841","Lawrence","MA",42.71159,-71.16667,814103.4
"01843","Lawrence","MA",42.691091,-71.16078,2495418.47
"01844","Methuen","MA",42.73004,-71.17935,1282332.11
"01845","North Andover","MA",42.683841,-71.11171,1748320.34
"01851","Lowell","MA",42.630915,-71.33238,134273.58
"01852","Lowell","MA",42.634112,-71.29849,1262111.95
"01854","Lowell","MA",42.649758,-71.33348,958613.34
"01860","Merrimac","MA",42.834246,-71.00207,110201.26
"01862","North Billerica","MA",42.573592,-71.2911,142560
"01863","North Chelmsford","MA",42.634199,-71.39322,1921946.83
"01864","North Reading","MA",42.583436,-71.0982,246973.17
"01867","Reading","MA",42.52585,-71.10993,935781.93
"01876","Tewksbury","MA",42.601684,-71.22071,675441.89
"01879","Tyngsboro","MA",42.671589,-71.41694,26174.89
"01880","Wakefield","MA",42.501345,-71.07132,348707.75
"01886","Westford","MA",42.592086,-71.43754,638374.67
"01887","Wilmington","MA",42.558576,-71.17031,302880
"01890","Winchester","MA",42.451945,-71.14276,1461492.77
"01901","Lynn","MA",42.461246,-70.946743,61840
"01902","Lynn","MA",42.469946,-70.94113,151880
"01905","Lynn","MA",42.464879,-70.97411,1960
"01906","Saugus","MA",42.462796,-71.0098,276451.12
"01907","Swampscott","MA",42.474409,-70.90588,857507.05
"01913","Amesbury","MA",42.854423,-70.93547,113160
"01915","Beverly","MA",42.560995,-70.8757,3637257.33
"01921","Boxford","MA",42.677869,-71.00844,39800
"01923","Danvers","MA",42.569756,-70.94322,2228770.58
"01930","Gloucester","MA",42.624015,-70.67552,411566.35
"01938","Ipswich","MA",42.682965,-70.84007,276407.79
"01940","Lynnfield","MA",42.527895,-71.02834,177118.29
"01944","Manchester","MA",42.580033,-70.76462,279240
"01945","Marblehead","MA",42.497146,-70.86323,384699.7
"01949","Middleton","MA",42.602278,-71.01356,148560
"01950","Newburyport","MA",42.809891,-70.86363,2057242.75
"01951","Newbury","MA",42.780141,-70.86866,102219.52
"01952","Salisbury","MA",42.85048,-70.86153,31720
"01960","Peabody","MA",42.534045,-70.96146,4656392.54
"01966","Rockport","MA",42.659936,-70.61727,29760
"01969","Rowley","MA",42.716708,-70.90899,58287.68
"01970","Salem","MA",42.516845,-70.8985,2961051.17
"01982","South Hamilton","MA",42.616643,-70.86513,268320
"01983","Topsfield","MA",42.642471,-70.94424,51319.49
"02019","Bellingham","MA",42.075122,-71.47953,130440
"02021","Canton","MA",42.166776,-71.1343,395660.98
"02025","Cohasset","MA",42.241908,-70.81223,270060
"02026","Dedham","MA",42.244609,-71.16553,2503451.12
"02035","Foxboro","MA",42.061427,-71.24232,601373.22
"02038","Franklin","MA",42.089104,-71.4069,474260
"02043","Hingham","MA",42.225708,-70.88764,801111.47
"02048","Mansfield","MA",42.019982,-71.2191,329774.66
"02050","Marshfield","MA",42.109763,-70.69172,58180
"02052","Medfield","MA",42.185571,-71.30476,310217.17
"02053","Medway","MA",42.151526,-71.42315,130680
"02054","Millis","MA",42.166398,-71.36178,120542.23
"02056","Norfolk","MA",42.111836,-71.32855,148960
"02061","Norwell","MA",42.15243,-70.8205,3666442.25
"02062","Norwood","MA",42.185974,-71.20166,3205295.89
"02066","Scituate","MA",42.205038,-70.7513,313202.38
"02067","Sharon","MA",42.113749,-71.17923,175440
"02072","Stoughton","MA",42.125432,-71.10627,381587.28
"02081","Walpole","MA",42.145237,-71.25375,479316.4
"02090","Westwood","MA",42.212949,-71.20735,151701.34
"02093","Wrentham","MA",42.0597,-71.34617,172471.81
"02104","Boston","MA",42.338947,-70.919635,43480
"02108","Boston","MA",42.357903,-71.06408,152754.77
"02109","Boston","MA",42.361477,-71.05417,533585.71
"02110","Boston","MA",42.356532,-71.05365,34600
"02111","Boston","MA",42.349838,-71.06101,6870112.12
"02113","Boston","MA",42.365028,-71.05636,76440
"02114","Boston","MA",42.361792,-71.06774,39229394.49
"02115","Boston","MA",42.34308,-71.09268,1892646.63
"02116","Boston","MA",42.349622,-71.07372,628033.19
"02117","Boston","MA",42.338947,-70.919635,31720
"02118","Boston","MA",42.338724,-71.07276,402020.4
"02119","Boston","MA",42.324511,-71.08455,6152.04
"02120","Boston","MA",42.332099,-71.09651,1130344.63
"02124","Boston","MA",42.28713,-71.07156,935156.95
"02126","Mattapan","MA",42.272098,-71.09426,42137.6
"02127","Boston","MA",42.33499,-71.04562,57560
"02128","Boston","MA",42.378297,-71.0255,66608.43
"02129","Charlestown","MA",42.378619,-71.06495,67695.04
"02130","Jamaica Plain","MA",42.309998,-71.11171,759370.18
"02131","Roslindale","MA",42.284678,-71.13052,313538.27
"02132","West Roxbury","MA",42.279432,-71.1598,158049.95
"02134","Allston","MA",42.355147,-71.13164,72478.15
"02135","Brighton","MA",42.348418,-71.15349,4650671.52
"02136","Hyde Park","MA",42.252198,-71.12593,220423.59
"02138","Cambridge","MA",42.379146,-71.12803,5424731.55
"02139","Cambridge","MA",42.364347,-71.10431,684577.78
"02140","Cambridge","MA",42.393327,-71.12837,236260.44
"02141","Cambridge","MA",42.370519,-71.08443,41520
"02142","Cambridge","MA",42.362297,-71.08412,150527.48
"02143","Somerville","MA",42.381929,-71.09908,125420
"02144","Somerville","MA",42.399546,-71.12165,1046176.15
"02145","Somerville","MA",42.390846,-71.09225,169897.97
"02147","Brookline Village","MA",42.180048,-71.08923,13720
"02148","Malden","MA",42.428549,-71.06059,906140
"02149","Everett","MA",42.409916,-71.0522,288000
"02150","Chelsea","MA",42.396382,-71.03352,288876.56
"02151","Revere","MA",42.416247,-71.00525,344909.57
"02152","Winthrop","MA",42.373047,-70.97803,272680
"02155","Medford","MA",42.419846,-71.10942,2718465.25
"02162","Newton","MA",42.331896,-71.25405,43720
"02169","Quincy","MA",42.250739,-70.99593,4565568
"02170","Quincy","MA",42.267049,-71.01834,29760
"02171","Quincy","MA",42.284498,-71.02316,29575.16
"02176","Melrose","MA",42.459045,-71.06233,1671940.23
"02180","Stoneham","MA",42.480145,-71.09835,2914725.69
"02184","Braintree","MA",42.209555,-70.99968,1789443.77
"02186","Milton","MA",42.253074,-71.07496,1014105.96
"02188","Weymouth","MA",42.212866,-70.95872,173820
"02189","Weymouth","MA",42.2112,-70.93111,1000472.8
"02190","Weymouth","MA",42.1711,-70.94597,1321794.89
"02199","Boston","MA",42.34713,-71.08234,84375.13
"02204","Boston","MA",42.338947,-70.919635,11760
"02210","Boston","MA",42.347974,-71.04463,94800
"02211","Boston","MA",42.338947,-70.919635,11760
"02215","Boston","MA",42.346997,-71.10215,24961741.06
"02216","Boston","MA",42.338947,-70.919635,31720
"02238","Cambridge","MA",42.446396,-71.459405,41520
"02241","Boston","MA",42.338947,-70.919635,44700
"02269","Quincy","MA",42.180048,-71.08923,5880
"02301","Brockton","MA",42.0794,-71.03441,2928778.53
"02302","Brockton","MA",42.08715,-71.00222,794680
"02322","Avon","MA",42.121932,-71.04522,27800
"02324","Bridgewater","MA",41.979501,-70.97215,196440
"02330","Carver","MA",41.873697,-70.7656,31720
"02332","Duxbury","MA",42.031371,-70.70105,234579.79
"02333","East Bridgewater","MA",42.029083,-70.95227,2037593.1
"02334","Easton","MA",42.023528,-71.132397,43480
"02338","Halifax","MA",41.999851,-70.85395,43480
"02339","Hanover","MA",42.12867,-70.85913,124673.92
"02341","Hanson","MA",42.059434,-70.86205,43720
"02343","Holbrook","MA",42.148351,-71.01037,73480
"02346","Middleboro","MA",41.889582,-70.89406,416233.12
"02347","Lakeville","MA",41.835094,-70.95973,152177.53
"02351","Abington","MA",42.119534,-70.94787,143198.38
"02356","North Easton","MA",42.058507,-71.11309,667712.89
"02359","Pembroke","MA",42.065554,-70.80426,55860
"02360","Plymouth","MA",41.894676,-70.61999,2622884.59
"02364","Kingston","MA",41.993102,-70.73827,293800
"02368","Randolph","MA",42.173417,-71.04912,230620
"02370","Rockland","MA",42.129513,-70.91189,37600
"02375","South Easton","MA",42.029749,-71.10191,82098.03
"02379","West Bridgewater","MA",42.02195,-71.01878,70180
"02382","Whitman","MA",42.08235,-70.93734,310294.1
"02420","Lexington","MA",42.452895,-71.21619,606180.3
"02421","Lexington","MA",42.439295,-71.23553,871172.74
"02445","Brookline","MA",42.324397,-71.13933,32750609.49
"02446","Brookline","MA",42.344747,-71.12141,2103998.16
"02451","Waltham","MA",42.393029,-71.24771,504250.44
"02452","Waltham","MA",42.392496,-71.22153,77165.58
"02453","Waltham","MA",42.370446,-71.23563,1076307.05
"02454","Waltham","MA",42.356719,-71.250479,7840
"02458","Newton","MA",42.354727,-71.18809,293086.69
"02459","Newton Center","MA",42.321197,-71.193,519658.43
"02460","Newtonville","MA",42.352996,-71.20907,49000
"02461","Newton Highlands","MA",42.31883,-71.20822,50398.55
"02462","Newton Lower Falls","MA",42.331646,-71.25761,5192674.79
"02464","Newton Upper Falls","MA",42.311997,-71.22046,27937.84
"02465","West Newton","MA",42.351046,-71.22677,126501.38
"02466","Auburndale","MA",42.345833,-71.24735,103000
"02467","Chestnut Hill","MA",42.321997,-71.17314,3250645.47
"02472","Watertown","MA",42.371296,-71.18196,1397572.66
"02474","Arlington","MA",42.419496,-71.15635,434242.98
"02476","Arlington","MA",42.416745,-71.17761,666248.44
"02478","Belmont","MA",42.391546,-71.17471,254665.75
"02481","Wellesley Hills","MA",42.313329,-71.27649,3760472.36
"02482","Wellesley","MA",42.300096,-71.30336,29760
"02492","Needham","MA",42.278247,-71.23388,1690148.88
"02493","Weston","MA",42.358663,-71.28831,337197.52
"02494","Needham","MA",42.29813,-71.23154,813569.8
"02532","Buzzards Bay","MA",41.751841,-70.59764,168660
"02536","East Falmouth","MA",41.578992,-70.5614,46060
"02538","East Wareham","MA",41.782915,-70.64881,43480
"02539","Edgartown","MA",41.380479,-70.52453,37732.34
"02540","Falmouth","MA",41.56105,-70.61968,1138856.99
"02554","Nantucket","MA",41.276758,-70.09089,100273.17
"02556","North Falmouth","MA",41.6403,-70.63036,303880
"02557","Oak Bluffs","MA",41.417376,-70.560032,274110.85
"02559","Pocasset","MA",41.694132,-70.61706,35640
"02562","Sagamore Beach","MA",41.793263,-70.519584,63973
"02563","Sandwich","MA",41.735645,-70.48866,119160
"02568","Vineyard Haven","MA",41.451263,-70.60872,138160
"02571","Wareham","MA",41.751554,-70.71059,625580
"02575","West Tisbury","MA",41.378807,-70.66376,39800
"02576","West Wareham","MA",41.776042,-70.75783,30380
"02601","Hyannis","MA",41.654741,-70.2895,3354263.48
"02631","Brewster","MA",41.746647,-70.07773,353836.06
"02632","Centerville","MA",41.658718,-70.34658,43720
"02633","Chatham","MA",41.686534,-69.97746,67605.56
"02635","Cotuit","MA",41.625037,-70.44317,14700
"02638","Dennis","MA",41.736684,-70.19183,157120
"02642","Eastham","MA",41.844087,-69.98921,43480
"02644","Forestdale","MA",41.683462,-70.51211,1960
"02645","Harwich","MA",41.707332,-70.05679,261840
"02649","Mashpee","MA",41.613743,-70.48754,159960
"02650","North Chatham","MA",41.702265,-69.96958,29760
"02653","Orleans","MA",41.777647,-69.97312,188240
"02655","Osterville","MA",41.632935,-70.38693,43720
"02657","Provincetown","MA",42.053355,-70.18947,14700
"02660","South Dennis","MA",41.712338,-70.16165,148920
"02664","South Yarmouth","MA",41.670981,-70.19797,239800
"02675","Yarmouth Port","MA",41.703205,-70.22395,137597.9
"02703","Attleboro","MA",41.928099,-71.31456,2073355.42
"02717","East Freetown","MA",41.765934,-70.95332,16086.93
"02719","Fairhaven","MA",41.634152,-70.8814,758212.59
"02720","Fall River","MA",41.716952,-71.13986,2979346.25
"02721","Fall River","MA",41.685452,-71.15425,2276820
"02722","Fall River","MA",41.756214,-71.067062,11760
"02723","Fall River","MA",41.691369,-71.13234,13075.45
"02724","Fall River","MA",41.684152,-71.17436,199040
"02726","Somerset","MA",41.754828,-71.14894,243480
"02739","Mattapoisett","MA",41.654776,-70.80087,37600
"02740","New Bedford","MA",41.634754,-70.93752,358041.08
"02743","Acushnet","MA",41.697015,-70.91019,29400
"02744","New Bedford","MA",41.610754,-70.91453,36217.46
"02745","New Bedford","MA",41.692806,-70.93264,41790.41
"02747","North Dartmouth","MA",41.637916,-70.99076,5131471.68
"02760","North Attleboro","MA",41.975495,-71.33086,356207.27
"02762","Plainville","MA",42.011848,-71.32392,279840
"02763","Attleboro Falls","MA",41.967949,-71.31024,7505.4
"02764","North Dighton","MA",41.851557,-71.15125,52920
"02766","Norton","MA",41.969185,-71.1854,153460
"02767","Raynham","MA",41.934586,-71.04905,425393.69
"02769","Rehoboth","MA",41.835067,-71.26115,121257.9
"02770","Rochester","MA",41.760783,-70.83848,27440
"02771","Seekonk","MA",41.84345,-71.32343,30987.41
"02777","Swansea","MA",41.741551,-71.21433,155200
"02780","Taunton","MA",41.904888,-71.10288,912336.76
"02790","Westport","MA",41.602517,-71.08904,171175.45
"02806","Barrington","RI",41.746834,-71.32031,266224.9
"02807","Block Island","RI",41.171389,-71.58358,14700
"02809","Bristol","RI",41.6842,-71.26866,844115.23
"02813","Charlestown","RI",41.385256,-71.66813,43480
"02816","Coventry","RI",41.69105,-71.57462,220056.62
"02818","East Greenwich","RI",41.649733,-71.46815,1675523
"02828","Greenville","RI",41.870799,-71.5539,132090.58
"02835","Jamestown","RI",41.520312,-71.3718,33920
"02840","Newport","RI",41.488002,-71.31262,469800
"02842","Middletown","RI",41.511739,-71.28658,519334.24
"02852","North Kingstown","RI",41.589701,-71.454,147891.09
"02857","North Scituate","RI",41.83902,-71.6257,108572.03
"02860","Pawtucket","RI",41.872099,-71.39007,1829370.17
"02861","Pawtucket","RI",41.881632,-71.35583,88420
"02863","Central Falls","RI",41.889863,-71.3926,37840
"02864","Cumberland","RI",41.949099,-71.41181,376480
"02865","Lincoln","RI",41.905666,-71.43023,971255.8
"02871","Portsmouth","RI",41.603929,-71.26099,338715.47
"02878","Tiverton","RI",41.629413,-71.18724,174160
"02879","Wakefield","RI",41.423601,-71.52322,1450402.94
"02882","Narragansett","RI",41.432452,-71.46352,243860
"02885","Warren","RI",41.726184,-71.27049,210496.84
"02886","Warwick","RI",41.705478,-71.45119,2141407.65
"02888","Warwick","RI",41.74805,-71.40982,368051.61
"02891","Westerly","RI",41.354881,-71.80387,800162.17
"02893","West Warwick","RI",41.70375,-71.51857,242840
"02895","Woonsocket","RI",42.001731,-71.50722,1254981.49
"02896","North Smithfield","RI",41.988166,-71.55188,203049.83
"02903","Providence","RI",41.8208,-71.41306,337820
"02904","Providence","RI",41.859199,-71.43142,2308566.91
"02905","Providence","RI",41.7883,-71.40431,4902986.73
"02906","Providence","RI",41.83635,-71.39427,480397.78
"02908","Providence","RI",41.839296,-71.43802,1053518.91
"02910","Cranston","RI",41.776867,-71.43672,286720
"02911","North Providence","RI",41.853699,-71.47354,19600
"02914","East Providence","RI",41.8124,-71.36834,2194322.6
"02915","Riverside","RI",41.7695,-71.35564,147100
"02916","Rumford","RI",41.84325,-71.35391,39560
"02917","Smithfield","RI",41.894499,-71.51646,417998.24
"02919","Johnston","RI",41.825132,-71.49468,507335.53
"02920","Cranston","RI",41.7715,-71.46485,1555778.74
"03031","Amherst","NH",42.854886,-71.6082,218600
"03038","Derry","NH",42.886486,-71.30019,1356880.09
"03042","Epping","NH",43.045076,-71.07095,89411.68
"03045","Goffstown","NH",43.037495,-71.57023,31720
"03051","Hudson","NH",42.759821,-71.42079,574203.91
"03053","Londonderry","NH",42.880481,-71.38205,433344.62
"03054","Merrimack","NH",42.858053,-71.51216,858047.95
"03055","Milford","NH",42.831686,-71.66743,575662.93
"03060","Nashua","NH",42.748888,-71.46492,5256358.52
"03061","Nashua","NH",42.952124,-71.653939,91004.45
"03062","Nashua","NH",42.724822,-71.49238,2346939.31
"03063","Nashua","NH",42.770738,-71.51047,1272010.12
"03064","Nashua","NH",42.774171,-71.47306,11068.84
"03070","New Boston","NH",42.978267,-71.69414,3920
"03071","New Ipswich","NH",42.753726,-71.86706,35640
"03076","Pelham","NH",42.734182,-71.32359,137084.61
"03079","Salem","NH",42.792456,-71.21316,687730.8
"03087","Windham","NH",42.805194,-71.29878,37840
"03101","Manchester","NH",42.989984,-71.46376,309713.55
"03102","Manchester","NH",42.990684,-71.4868,2347362
"03103","Manchester","NH",42.967684,-71.44828,947086.28
"03104","Manchester","NH",43.006033,-71.44716,2624663.4
"03106","Hooksett","NH",43.058785,-71.44412,364120
"03108","Manchester","NH",42.952124,-71.653939,63700
"03109","Manchester","NH",42.972584,-71.41349,4236416.83
"03110","Bedford","NH",42.942551,-71.51993,1672966.01
"03220","Belmont","NH",43.459555,-71.47352,101280
"03222","Bristol","NH",43.615799,-71.75006,32440.78
"03229","Contoocook","NH",43.204192,-71.70711,63320
"03234","Epsom","NH",43.228594,-71.3611,99985.24
"03235","Franklin","NH",43.444456,-71.66034,215040.13
"03242","Henniker","NH",43.173469,-71.81722,26460
"03244","Hillsboro","NH",43.119417,-71.92108,61720
"03246","Laconia","NH",43.557153,-71.43842,996885.16
"03247","Laconia","NH",43.588972,-71.445452,11760
"03249","Laconia","NH",43.555878,-71.398521,76060
"03251","Lincoln","NH",44.051981,-71.6606,63320
"03253","Meredith","NH",43.644559,-71.50488,91120
"03254","Moultonborough","NH",43.712184,-71.39299,13720
"03255","Newbury","NH",43.32582,-72.02654,26460
"03256","New Hampton","NH",43.60768,-71.64372,30000
"03257","New London","NH",43.418863,-72.00004,100560
"03264","Plymouth","NH",43.753837,-71.64503,153968.83
"03275","Suncook","NH",43.152469,-71.43654,95160
"03276","Tilton","NH",43.446729,-71.5785,25840
"03278","Warner","NH",43.283838,-71.82537,39856.67
"03301","Concord","NH",43.213705,-71.53774,7758827.6
"03303","Concord","NH",43.283796,-71.63832,42151.69
"03431","Keene","NH",42.946418,-72.28616,3185423.17
"03440","Antrim","NH",43.060424,-71.95068,33104.68
"03449","Hancock","NH",42.975105,-71.98913,11760
"03451","Hinsdale","NH",42.797633,-72.49518,37840
"03452","Jaffrey","NH",42.827096,-72.03418,223060
"03458","Peterborough","NH",42.884919,-71.95133,779880
"03461","Rindge","NH",42.749835,-72.01034,130080.35
"03470","Winchester","NH",42.775629,-72.33893,43480
"03561","Littleton","NH",44.313606,-71.79751,962994.53
"03570","Berlin","NH",44.463337,-71.19092,390040.53
"03581","Gorham","NH",44.386557,-71.16273,46350.88
"03582","Groveton","NH",44.610605,-71.48147,877.81
"03584","Lancaster","NH",44.483756,-71.54999,260876.47
"03590","North Stratford","NH",44.719769,-71.59395,33856.87
"03595","Twin Mountain","NH",44.271516,-71.51746,38298.15
"03598","Whitefield","NH",44.378771,-71.62248,90829.3
"03608","Walpole","NH",43.075411,-72.41902,90880
"03743","Claremont","NH",43.374562,-72.34152,348506.56
"03748","Enfield","NH",43.614847,-72.12058,29760
"03755","Hanover","NH",43.719756,-72.2507,124028.41
"03756","Lebanon","NH",43.967542,-71.840883,12832980.28
"03766","Lebanon","NH",43.642945,-72.24403,768273.55
"03768","Lyme","NH",43.823864,-72.13297,43480
"03784","West Lebanon","NH",43.649781,-72.30594,78384.11
"03785","Woodsville","NH",44.133215,-71.96306,3920
"03801","Portsmouth","NH",43.070188,-70.77684,2306128.46
"03809","Alton","NH",43.478364,-71.22377,38220
"03818","Conway","NH",43.966958,-71.15892,171629.8
"03820","Dover","NH",43.190984,-70.88787,2795833.73
"03824","Durham","NH",43.128085,-70.96035,200240
"03825","Barrington","NH",43.208136,-71.04356,372407.7
"03826","East Hampstead","NH",42.890357,-71.12296,23520
"03833","Exeter","NH",42.973783,-70.97665,2768435.89
"03835","Farmington","NH",43.395688,-71.06217,121260
"03841","Hampstead","NH",42.880837,-71.18252,121740
"03842","Hampton","NH",42.93569,-70.82514,352120
"03843","Hampton","NH",43.005895,-71.013202,39560
"03848","Kingston","NH",42.923643,-71.06236,155804.51
"03857","Newmarket","NH",43.072738,-70.94336,41520
"03860","North Conway","NH",44.035684,-71.13084,387460
"03861","Lee","NH",43.1,-71.01,128480
"03862","North Hampton","NH",42.97778,-70.83055,60140
"03864","Ossipee","NH",43.672636,-71.10266,14700
"03865","Plaistow","NH",42.837189,-71.09445,259551.98
"03867","Rochester","NH",43.304163,-70.99816,1221233.17
"03870","Rye","NH",43.000003,-70.76517,91817.57
