state,Date,Travelers
CA,2020/3/6,65177187
CA,2020/3/7,63770054
CA,2020/3/8,61622086
CA,2020/3/9,64027685
CA,2020/3/10,63950278
CA,2020/3/11,64841058
CA,2020/3/12,64211856
CA,2020/3/13,64385989
CA,2020/3/14,60973599
CA,2020/3/15,57184251
CA,2020/3/16,60376572
CA,2020/3/17,57547295
CA,2020/3/18,56020386
CA,2020/3/19,55748995
CA,2020/3/20,55336025
CA,2020/3/21,53019664
CA,2020/3/22,53838618
CA,2020/3/23,56145580
CA,2020/3/24,55769038
CA,2020/3/25,55677752
CA,2020/3/26,55659234
CA,2020/3/27,55796144
CA,2020/3/28,54136280
CA,2020/3/29,52477830
CA,2020/3/30,55805400
CA,2020/3/31,55384590
CA,2020/4/1,55706780
CA,2020/4/2,55567816
CA,2020/4/3,56216600
CA,2020/4/4,53786558
CA,2020/4/5,51992838
CA,2020/4/6,54556046
CA,2020/4/7,55273836
CA,2020/4/8,55274518
CA,2020/4/9,54921674
CA,2020/4/10,55998678
CA,2020/4/11,54618208
CA,2020/4/12,50753322
CA,2020/4/13,55108700
CA,2020/4/14,55264757
CA,2020/4/15,56025318
CA,2020/4/16,54858849
CA,2020/4/17,56727838
CA,2020/4/18,54477492
CA,2020/4/19,54076655
CA,2020/4/20,57086145
CA,2020/4/21,56505012
CA,2020/4/22,56582874
CA,2020/4/23,56532926
CA,2020/4/24,56830878
CA,2020/4/25,55478968
CA,2020/4/26,54001682
CA,2020/4/27,56790825
CA,2020/4/28,56743325
CA,2020/4/29,56715694
CA,2020/4/30,57059340
CA,2020/5/1,57787338
CA,2020/5/2,56335867
CA,2020/5/3,54465573
CA,2020/5/4,57258498
CA,2020/5/5,57028822
CA,2020/5/6,56902682
CA,2020/5/7,57067164
CA,2020/5/8,57281790
CA,2020/5/9,56146766
CA,2020/5/10,55414110
CA,2020/5/11,58573244
CA,2020/5/12,58811634
CA,2020/5/13,58397534
CA,2020/5/14,58595232
CA,2020/5/15,59122936
CA,2020/5/16,57628320
CA,2020/5/17,58458226
CA,2020/5/18,61770082
CA,2020/5/19,62121146
CA,2020/5/20,62309524
CA,2020/5/21,62471994
CA,2020/5/22,63249068
CA,2020/5/23,61093586
CA,2020/5/24,57105704
CA,2020/5/25,57349190
CA,2020/5/26,59127652
CA,2020/5/27,59222596
CA,2020/5/28,59306968
CA,2020/5/29,58483532
CA,2020/5/30,57367424
CA,2020/5/31,55855322
CA,2020/6/1,58217444
CA,2020/6/2,58086644
CA,2020/6/3,59352992
CA,2020/6/4,59476766
CA,2020/6/5,59540688
CA,2020/6/6,57870878
CA,2020/6/7,59701653
CA,2020/6/8,60227614
CA,2020/6/9,58382090
CA,2020/6/10,58711274
CA,2020/6/11,59320030
CA,2020/6/12,59277646
CA,2020/6/13,58515902
CA,2020/6/14,57295076
CA,2020/6/15,58718004
CA,2020/6/16,58534552
CA,2020/6/17,59454896
CA,2020/6/18,59347974
CA,2020/6/19,59685918
CA,2020/6/20,57975104
CA,2020/6/21,56348570
CA,2020/6/22,58050502
CA,2020/6/23,59273934
CA,2020/6/24,58276914
CA,2020/6/25,59332876
CA,2020/6/26,59093188
CA,2020/6/27,58224054
CA,2020/6/28,NA
CA,2020/6/29,NA
CA,2020/6/30,NA
CA,2020/7/1,NA
CA,2020/7/2,NA
CA,2020/7/3,NA
CA,2020/7/4,NA
CA,2020/7/5,NA
CO,2019/1/1,8355528
CO,2019/1/2,8980644
CO,2019/1/3,8902310
CO,2019/1/4,8956014
CO,2019/1/5,8883764
CO,2019/1/6,NA
CO,2019/1/7,NA
CO,2019/1/8,NA
CO,2019/1/9,NA
CO,2019/1/10,NA
CO,2019/1/11,NA
CO,2019/1/12,NA
CO,2019/1/13,NA
CO,2019/1/14,NA
CO,2019/1/15,NA
CO,2019/1/16,NA
CO,2019/1/17,NA
CO,2019/1/18,NA
CO,2019/1/19,NA
CO,2019/1/20,NA
CO,2019/1/21,NA
CO,2019/1/22,NA
CO,2019/1/23,NA
CO,2019/1/24,NA
CO,2019/1/25,NA
CO,2019/1/26,NA
CO,2019/1/27,NA
CO,2019/1/28,NA
CO,2019/1/29,NA
CO,2019/1/30,NA
CO,2019/1/31,NA
CO,2019/2/1,NA
CO,2019/2/2,NA
CO,2019/2/3,NA
CO,2019/2/4,NA
CO,2019/2/5,8932238
CO,2019/2/6,NA
CO,2019/2/7,NA
CO,2019/2/8,NA
CO,2019/2/9,NA
CO,2019/2/10,8877940
CO,2019/2/11,9029790
CO,2019/2/12,9020900
CO,2019/2/13,NA
CO,2019/2/14,9136734
CO,2019/2/15,9117182
CO,2019/2/16,9013310
CO,2019/2/17,NA
CO,2019/2/18,NA
CO,2019/2/19,NA
CO,2019/2/20,NA
CO,2019/2/21,NA
CO,2019/2/22,NA
CO,2019/2/23,NA
CO,2019/2/24,NA
CO,2019/2/25,NA
CO,2019/2/26,NA
CO,2019/2/27,NA
CO,2019/2/28,NA
CO,2019/3/1,NA
CO,2019/3/2,NA
CO,2019/3/3,NA
CO,2019/3/4,NA
CO,2019/3/5,NA
CO,2019/3/6,NA
CO,2019/3/7,NA
CO,2019/3/8,NA
CO,2019/3/9,NA
CO,2019/3/10,NA
CO,2019/3/11,NA
CO,2019/3/12,NA
CO,2019/3/13,NA
CO,2019/3/14,NA
CO,2019/3/15,NA
CO,2019/3/16,NA
CO,2019/3/17,NA
CO,2019/3/18,NA
CO,2019/3/19,NA
CO,2019/3/20,NA
CO,2019/3/21,NA
CO,2019/3/22,NA
CO,2019/3/23,NA
CO,2019/3/24,NA
CO,2019/3/25,NA
CO,2019/3/26,NA
CO,2019/3/27,NA
CO,2019/3/28,NA
CO,2019/3/29,NA
CO,2019/3/30,NA
CO,2019/3/31,NA
CO,2019/4/1,NA
CO,2019/4/2,NA
CO,2019/4/3,NA
CO,2019/4/4,NA
CO,2019/4/5,NA
CO,2019/4/6,NA
CO,2019/4/7,NA
CO,2019/4/8,NA
CO,2019/4/9,NA
CO,2019/4/10,NA
CO,2019/4/11,NA
CO,2019/4/12,NA
CO,2019/4/13,NA
CO,2019/4/14,NA
CO,2019/4/15,NA
CO,2019/4/16,NA
CO,2019/4/17,NA
CO,2019/4/18,NA
CO,2019/4/19,NA
CO,2019/4/20,NA
CO,2019/4/21,NA
CO,2019/4/22,NA
CO,2019/4/23,NA
CO,2019/4/24,NA
CO,2019/4/25,NA
CO,2019/4/26,NA
CO,2019/4/27,NA
CO,2019/4/28,NA
CO,2019/4/29,NA
CO,2019/4/30,NA
CO,2019/5/1,NA
CO,2019/5/2,NA
CO,2019/5/3,NA
CO,2019/5/4,NA
CO,2019/5/5,NA
CO,2019/5/6,NA
CO,2019/5/7,NA
CO,2019/5/8,NA
CO,2019/5/9,NA
CO,2019/5/10,NA
CO,2019/5/11,NA
CO,2019/5/12,NA
CO,2019/5/13,NA
CO,2019/5/14,NA
CO,2019/5/15,NA
CO,2019/5/16,NA
CO,2019/5/17,NA
CO,2019/5/18,NA
CO,2019/5/19,NA
CO,2019/5/20,NA
CO,2019/5/21,NA
CO,2019/5/22,NA
CO,2019/5/23,NA
CO,2019/5/24,NA
CO,2019/5/25,NA
CO,2019/5/26,8930152
CO,2019/5/27,8846874
CO,2019/5/28,8979220
CO,2019/5/29,9047804
CO,2019/5/30,9064040
CO,2019/5/31,9080484
CO,2019/6/1,8931794
CO,2019/6/2,NA
CO,2019/6/3,NA
CO,2019/6/4,NA
CO,2019/6/5,9025546
CO,2019/6/6,NA
CO,2019/6/7,NA
CO,2019/6/8,NA
CO,2019/6/9,8837398
CO,2019/6/10,8966246
CO,2019/6/11,8958346
CO,2019/6/12,9016326
CO,2019/6/13,9018348
CO,2019/6/14,9048666
CO,2019/6/15,NA
CO,2019/6/16,8867126
CO,2019/6/17,8984344
CO,2019/6/18,8965702
CO,2019/6/19,8969956
CO,2019/6/20,8964528
CO,2019/6/21,8975316
CO,2019/6/22,8833920
CO,2019/6/23,8977282
CO,2019/6/24,9060502
CO,2019/6/25,NA
CO,2019/6/26,NA
CO,2019/6/27,NA
CO,2019/6/28,NA
CO,2019/6/29,NA
CO,2019/6/30,NA
CO,2019/7/1,NA
CO,2019/7/2,NA
CO,2019/7/3,NA
CO,2019/7/4,NA
CO,2019/7/5,NA
CO,2019/7/6,NA
CO,2019/7/7,NA
CO,2019/7/8,8971466
CO,2019/7/9,8950850
CO,2019/7/10,9001562
CO,2019/7/11,8967790
CO,2019/7/12,9044146
CO,2019/7/13,8925834
CO,2019/7/14,NA
CO,2019/7/15,NA
CO,2019/7/16,NA
CO,2019/7/17,NA
CO,2019/7/18,8998556
CO,2019/7/19,NA
CO,2019/7/20,NA
CO,2019/7/21,NA
CO,2019/7/22,8912170
CO,2019/7/23,8863516
CO,2019/7/24,NA
CO,2019/7/25,NA
CO,2019/7/26,8915006
CO,2019/7/27,NA
CO,2019/7/28,NA
CO,2019/7/29,NA
CO,2019/7/30,NA
CO,2019/7/31,NA
CO,2019/8/1,9029198
CO,2019/8/2,NA
CO,2019/8/3,NA
CO,2019/8/4,8761284
CO,2019/8/5,8899652
CO,2019/8/6,8816944
CO,2019/8/7,8725404
CO,2019/8/8,8933464
CO,2019/8/9,9307252
CO,2019/8/10,9114090
CO,2019/8/11,NA
CO,2019/8/12,NA
CO,2019/8/13,NA
CO,2019/8/14,9152238
CO,2019/8/15,NA
CO,2019/8/16,9434708
CO,2019/8/17,NA
CO,2019/8/18,9163410
CO,2019/8/19,NA
CO,2019/8/20,9284378
CO,2019/8/21,NA
CO,2019/8/22,9251830
CO,2019/8/23,9254814
CO,2019/8/24,NA
CO,2019/8/25,NA
CO,2019/8/26,NA
CO,2019/8/27,NA
CO,2019/8/28,NA
CO,2019/8/29,9202520
CO,2019/8/30,NA
CO,2019/8/31,NA
CO,2019/9/1,NA
CO,2019/9/2,NA
CO,2019/9/3,NA
CO,2019/9/4,NA
CO,2019/9/5,NA
CO,2019/9/6,NA
CO,2019/9/7,NA
CO,2019/9/8,NA
CO,2019/9/9,NA
CO,2019/9/10,NA
CO,2019/9/11,NA
CO,2019/9/12,NA
CO,2019/9/13,NA
CO,2019/9/14,NA
CO,2019/9/15,NA
CO,2019/9/16,NA
CO,2019/9/17,NA
CO,2019/9/18,NA
CO,2019/9/19,NA
CO,2019/9/20,NA
CO,2019/9/21,NA
CO,2019/9/22,NA
CO,2019/9/23,NA
CO,2019/9/24,NA
CO,2019/9/25,NA
CO,2019/9/26,NA
CO,2019/9/27,NA
CO,2019/9/28,NA
CO,2019/9/29,NA
CO,2019/9/30,NA
CO,2019/10/1,NA
CO,2019/10/2,NA
CO,2019/10/3,NA
CO,2019/10/4,NA
CO,2019/10/5,NA
CO,2019/10/6,NA
CO,2019/10/7,NA
CO,2019/10/8,NA
CO,2019/10/9,NA
CO,2019/10/10,NA
CO,2019/10/11,NA
CO,2019/10/12,NA
CO,2019/10/13,NA
CO,2019/10/14,NA
CO,2019/10/15,NA
CO,2019/10/16,NA
CO,2019/10/17,NA
CO,2019/10/18,NA
CO,2019/10/19,NA
CO,2019/10/20,NA
CO,2019/10/21,NA
CO,2019/10/22,NA
CO,2019/10/23,NA
CO,2019/10/24,NA
CO,2019/10/25,NA
CO,2019/10/26,NA
CO,2019/10/27,NA
CO,2019/10/28,NA
CO,2019/10/29,NA
CO,2019/10/30,NA
CO,2019/10/31,NA
CO,2019/11/1,NA
CO,2019/11/2,NA
CO,2019/11/3,NA
CO,2019/11/4,NA
CO,2019/11/5,NA
CO,2019/11/6,NA
CO,2019/11/7,NA
CO,2019/11/8,NA
CO,2019/11/9,NA
CO,2019/11/10,NA
CO,2019/11/11,NA
CO,2019/11/12,NA
CO,2019/11/13,NA
CO,2019/11/14,NA
CO,2019/11/15,NA
CO,2019/11/16,NA
CO,2019/11/17,NA
CO,2019/11/18,NA
CO,2019/11/19,NA
CO,2019/11/20,NA
CO,2019/11/21,NA
CO,2019/11/22,NA
CO,2019/11/23,NA
CO,2019/11/24,NA
CO,2019/11/25,NA
CO,2019/11/26,NA
CO,2019/11/27,NA
CO,2019/11/28,NA
CO,2019/11/29,NA
CO,2019/11/30,NA
CO,2019/12/1,NA
CO,2019/12/2,NA
CO,2019/12/3,NA
CO,2019/12/4,NA
CO,2019/12/5,NA
CO,2019/12/6,NA
CO,2019/12/7,NA
CO,2019/12/8,NA
CO,2019/12/9,NA
CO,2019/12/10,NA
CO,2019/12/11,NA
CO,2019/12/12,NA
CO,2019/12/13,NA
CO,2019/12/14,NA
CO,2019/12/15,NA
CO,2019/12/16,NA
CO,2019/12/17,NA
CO,2019/12/18,NA
CO,2019/12/19,NA
CO,2019/12/20,NA
CO,2019/12/21,NA
CO,2019/12/22,NA
CO,2019/12/23,NA
CO,2019/12/24,NA
CO,2019/12/25,NA
CO,2019/12/26,NA
CO,2019/12/27,NA
CO,2019/12/28,NA
CO,2019/12/29,NA
CO,2019/12/30,NA
CO,2019/12/31,NA
CO,2020/1/1,8322288
CO,2020/1/2,8957224
CO,2020/1/3,8998346
CO,2020/1/4,8726514
CO,2020/1/5,8478034
CO,2020/1/6,8846214
CO,2020/1/7,9009326
CO,2020/1/8,9045320
CO,2020/1/9,9023174
CO,2020/1/10,9068996
CO,2020/1/11,8795174
CO,2020/1/12,8537144
CO,2020/1/13,8952556
CO,2020/1/14,9036762
CO,2020/1/15,9050712
CO,2020/1/16,9043472
CO,2020/1/17,9082042
CO,2020/1/18,8830290
CO,2020/1/19,8541848
CO,2020/1/20,8831540
CO,2020/1/21,9006396
CO,2020/1/22,9105744
CO,2020/1/23,9033420
CO,2020/1/24,9090064
CO,2020/1/25,8852948
CO,2020/1/26,8650910
CO,2020/1/27,8957402
CO,2020/1/28,9025416
CO,2020/1/29,9001656
CO,2020/1/30,9065908
CO,2020/1/31,9166154
CO,2020/2/1,8962442
CO,2020/2/2,8743816
CO,2020/2/3,8923722
CO,2020/2/4,8816062
CO,2020/2/5,9062460
CO,2020/2/6,9123944
CO,2020/2/7,8741518
CO,2020/2/8,8876842
CO,2020/2/9,8168675
CO,2020/2/10,9094257
CO,2020/2/11,9209116
CO,2020/2/12,9182621
CO,2020/2/13,9207735
CO,2020/2/14,9297793
CO,2020/2/15,8962893
CO,2020/2/16,8666363
CO,2020/2/17,8220063
CO,2020/2/18,8970896
CO,2020/2/19,9156730
CO,2020/2/20,9092994
CO,2020/2/21,9155001
CO,2020/2/22,9179438
CO,2020/2/23,8467670
CO,2020/2/24,8923722
CO,2020/2/25,9034505
CO,2020/2/26,9300035
CO,2020/2/27,9114412
CO,2020/2/28,9180536
CO,2020/2/29,8964164
CO,2020/3/1,8713708
CO,2020/3/2,8911658
CO,2020/3/3,9119632
CO,2020/3/4,9079281
CO,2020/3/5,9239560
CO,2020/3/6,9206696
CO,2020/3/7,9017700
CO,2020/3/8,8725591
CO,2020/3/9,8998584
CO,2020/3/10,9047115
CO,2020/3/11,9117943
CO,2020/3/12,9035802
CO,2020/3/13,9050027
CO,2020/3/14,8598425
CO,2020/3/15,8022979
CO,2020/3/16,8490027
CO,2020/3/17,8142106
CO,2020/3/18,8002904
CO,2020/3/19,7639844
CO,2020/3/20,7665631
CO,2020/3/21,7509024
CO,2020/3/22,7646932
CO,2020/3/23,8064994
CO,2020/3/24,7985540
CO,2020/3/25,7971034
CO,2020/3/26,7776586
CO,2020/3/27,7762708
CO,2020/3/28,7543570
CO,2020/3/29,7402200
CO,2020/3/30,7851808
CO,2020/3/31,7821670
CO,2020/4/1,7824582
CO,2020/4/2,7734014
CO,2020/4/3,7788104
CO,2020/4/4,7591370
CO,2020/4/5,7459058
CO,2020/4/6,7775950
CO,2020/4/7,7801042
CO,2020/4/8,7819614
CO,2020/4/9,7735976
CO,2020/4/10,7907938
CO,2020/4/11,7737406
CO,2020/4/12,6904177
CO,2020/4/13,7493669
CO,2020/4/14,NA
CO,2020/4/15,7947856
CO,2020/4/16,NA
CO,2020/4/17,NA
CO,2020/4/18,7670335
CO,2020/4/19,7622416
CO,2020/4/20,8099536
CO,2020/4/21,7897772
CO,2020/4/22,7960504
CO,2020/4/23,7987494
CO,2020/4/24,8029194
CO,2020/4/25,7887814
CO,2020/4/26,7718609
CO,2020/4/27,8069616
CO,2020/4/28,8088301
CO,2020/4/29,8104222
CO,2020/4/30,8094754
CO,2020/5/1,8205331
CO,2020/5/2,7954102
CO,2020/5/3,7832935
CO,2020/5/4,8131133
CO,2020/5/5,8145881
CO,2020/5/6,8110527
CO,2020/5/7,8128288
CO,2020/5/8,8185732
CO,2020/5/9,8028091
CO,2020/5/10,7919250
CO,2020/5/11,8519538
CO,2020/5/12,8617964
CO,2020/5/13,8574644
CO,2020/5/14,8617418
CO,2020/5/15,8646276
CO,2020/5/16,8457254
CO,2020/5/17,8566792
CO,2020/5/18,8964408
CO,2020/5/19,8964914
CO,2020/5/20,8987844
CO,2020/5/21,9047208
CO,2020/5/22,9175488
CO,2020/5/23,8867398
CO,2020/5/24,8265982
CO,2020/5/25,8412776
CO,2020/5/26,8685936
CO,2020/5/27,8721622
CO,2020/5/28,8675492
CO,2020/5/29,8516780
CO,2020/5/30,8421076
CO,2020/5/31,8250786
CO,2020/6/1,8582064
CO,2020/6/2,8538278
CO,2020/6/3,8751820
CO,2020/6/4,8742250
CO,2020/6/5,8784586
CO,2020/6/6,8401104
CO,2020/6/7,8653366
CO,2020/6/8,8907002
CO,2020/6/9,8569022
CO,2020/6/10,8655694
CO,2020/6/11,8750016
CO,2020/6/12,8724124
CO,2020/6/13,8615492
CO,2020/6/14,8331990
CO,2020/6/15,8538914
CO,2020/6/16,8541850
CO,2020/6/17,8618676
CO,2020/6/18,8639888
CO,2020/6/19,8686916
CO,2020/6/20,8479712
CO,2020/6/21,8284470
CO,2020/6/22,8538352
CO,2020/6/23,8684450
CO,2020/6/24,8481702
CO,2020/6/25,8635514
CO,2020/6/26,8611934
CO,2020/6/27,8505436
CO,2020/6/28,NA
CO,2020/6/29,NA
CO,2020/6/30,NA
CO,2020/7/1,NA
CO,2020/7/2,NA
CO,2020/7/3,NA
CO,2020/7/4,NA
CO,2020/7/5,NA
CT,2019/1/1,5415702
CT,2019/1/2,5794984
CT,2019/1/3,5747352
CT,2019/1/4,5749074
CT,2019/1/5,5689094
CT,2019/1/6,5653090
CT,2019/1/7,5740486
CT,2019/1/8,5735992
CT,2019/1/9,5750020
CT,2019/1/10,5779188
CT,2019/1/11,5793408
CT,2019/1/12,5734880
CT,2019/1/13,5670680
CT,2019/1/14,5772264
CT,2019/1/15,5765646
CT,2019/1/16,5770834
CT,2019/1/17,5796714
CT,2019/1/18,5786644
CT,2019/1/19,5746920
CT,2019/1/20,5578060
CT,2019/1/21,5665400
CT,2019/1/22,5739408
CT,2019/1/23,5752280
CT,2019/1/24,5771130
CT,2019/1/25,5775676
CT,2019/1/26,5713192
CT,2019/1/27,5626872
CT,2019/1/28,5747878
CT,2019/1/29,5797174
CT,2019/1/30,5813368
CT,2019/1/31,5736722
CT,2019/2/1,5764068
CT,2019/2/2,5688426
CT,2019/2/3,5650374
CT,2019/2/4,5761500
CT,2019/2/5,5743112
CT,2019/2/6,5777346
CT,2019/2/7,5793740
CT,2019/2/8,5835292
CT,2019/2/9,5763950
CT,2019/2/10,5665616
CT,2019/2/11,5793240
CT,2019/2/12,5707796
CT,2019/2/13,5754768
CT,2019/2/14,5801020
CT,2019/2/15,5803596
CT,2019/2/16,5734154
CT,2019/2/17,5682206
CT,2019/2/18,5713976
CT,2019/2/19,5763188
CT,2019/2/20,5814666
CT,2019/2/21,5774322
CT,2019/2/22,5817228
CT,2019/2/23,5734086
CT,2019/2/24,5671020
CT,2019/2/25,5790342
CT,2019/2/26,5778974
CT,2019/2/27,5805390
CT,2019/2/28,5781270
CT,2019/3/1,5854986
CT,2019/3/2,5721422
CT,2019/3/3,5718218
CT,2019/3/4,5652082
CT,2019/3/5,5745826
CT,2019/3/6,5761932
CT,2019/3/7,5841138
CT,2019/3/8,5752900
CT,2019/3/9,5701314
CT,2019/3/10,5671838
CT,2019/3/11,5788198
CT,2019/3/12,5804912
CT,2019/3/13,5796600
CT,2019/3/14,5791724
CT,2019/3/15,5827650
CT,2019/3/16,5749890
CT,2019/3/17,5813954
CT,2019/3/18,5913892
CT,2019/3/19,5908532
CT,2019/3/20,5596250
CT,2019/3/21,5569710
CT,2019/3/22,5593002
CT,2019/3/23,5513146
CT,2019/3/24,5572710
CT,2019/3/25,5675666
CT,2019/3/26,5698396
CT,2019/3/27,5709912
CT,2019/3/28,5734720
CT,2019/3/29,5728446
CT,2019/3/30,5658524
CT,2019/3/31,5559794
CT,2019/4/1,5651654
CT,2019/4/2,5716556
CT,2019/4/3,5682812
CT,2019/4/4,5706380
CT,2019/4/5,5712218
CT,2019/4/6,5652124
CT,2019/4/7,5591004
CT,2019/4/8,5676572
CT,2019/4/9,5691086
CT,2019/4/10,5670356
CT,2019/4/11,5655092
CT,2019/4/12,5703098
CT,2019/4/13,5604706
CT,2019/4/14,5514570
CT,2019/4/15,5623124
CT,2019/4/16,5673086
CT,2019/4/17,5650646
CT,2019/4/18,5647618
CT,2019/4/19,5647036
CT,2019/4/20,5525462
CT,2019/4/21,5397542
CT,2019/4/22,5638104
CT,2019/4/23,5747770
CT,2019/4/24,5764062
CT,2019/4/25,5802482
CT,2019/4/26,5776408
CT,2019/4/27,5692022
CT,2019/4/28,5671294
CT,2019/4/29,5765424
CT,2019/4/30,5791898
CT,2019/5/1,5780526
CT,2019/5/2,5726588
CT,2019/5/3,5687818
CT,2019/5/4,5605802
CT,2019/5/5,5565578
CT,2019/5/6,5699200
CT,2019/5/7,5730522
CT,2019/5/8,5729842
CT,2019/5/9,5741472
CT,2019/5/10,5778266
CT,2019/5/11,5712892
CT,2019/5/12,5603826
CT,2019/5/13,5709590
CT,2019/5/14,5719322
CT,2019/5/15,5733666
CT,2019/5/16,5756858
CT,2019/5/17,5765690
CT,2019/5/18,5680466
CT,2019/5/19,5619234
CT,2019/5/20,5720580
CT,2019/5/21,5723096
CT,2019/5/22,5743180
CT,2019/5/23,5730586
CT,2019/5/24,5768624
CT,2019/5/25,5689528
CT,2019/5/26,5604778
CT,2019/5/27,5578496
CT,2019/5/28,5681310
CT,2019/5/29,5724030
CT,2019/5/30,5743730
CT,2019/5/31,5736752
CT,2019/6/1,5636206
CT,2019/6/2,5623224
CT,2019/6/3,5699706
CT,2019/6/4,5726240
CT,2019/6/5,5736772
CT,2019/6/6,5732688
CT,2019/6/7,5734260
CT,2019/6/8,5686066
CT,2019/6/9,5615510
CT,2019/6/10,5691122
CT,2019/6/11,5718138
CT,2019/6/12,5741770
CT,2019/6/13,5707676
CT,2019/6/14,5740184
CT,2019/6/15,5676608
CT,2019/6/16,5595730
CT,2019/6/17,5690836
CT,2019/6/18,5689366
CT,2019/6/19,5688752
CT,2019/6/20,5712850
CT,2019/6/21,5711564
CT,2019/6/22,5655588
CT,2019/6/23,5720010
CT,2019/6/24,5755420
CT,2019/6/25,5664202
CT,2019/6/26,5658158
CT,2019/6/27,5666692
CT,2019/6/28,5716362
CT,2019/6/29,5663348
CT,2019/6/30,5647840
CT,2019/7/1,5651816
CT,2019/7/2,5702514
CT,2019/7/3,5704038
CT,2019/7/4,5568920
CT,2019/7/5,5678318
CT,2019/7/6,5675376
CT,2019/7/7,5618898
CT,2019/7/8,5715214
CT,2019/7/9,5726030
CT,2019/7/10,5752212
CT,2019/7/11,5742518
CT,2019/7/12,5766154
CT,2019/7/13,5725622
CT,2019/7/14,5644582
CT,2019/7/15,5751046
CT,2019/7/16,5728164
CT,2019/7/17,5769734
CT,2019/7/18,5751472
CT,2019/7/19,5748110
CT,2019/7/20,5666776
CT,2019/7/21,5630800
CT,2019/7/22,5714300
CT,2019/7/23,5688162
CT,2019/7/24,5710566
CT,2019/7/25,5701700
CT,2019/7/26,5721948
CT,2019/7/27,5612500
CT,2019/7/28,5573126
CT,2019/7/29,5706544
CT,2019/7/30,5673788
CT,2019/7/31,5711012
CT,2019/8/1,5752948
CT,2019/8/2,5748696
CT,2019/8/3,5678090
CT,2019/8/4,5590428
CT,2019/8/5,5684254
CT,2019/8/6,5604316
CT,2019/8/7,5573636
CT,2019/8/8,5685444
CT,2019/8/9,5980524
CT,2019/8/10,5872252
CT,2019/8/11,5758840
CT,2019/8/12,5796046
CT,2019/8/13,5792274
CT,2019/8/14,5844018
CT,2019/8/15,5782916
CT,2019/8/16,5961668
CT,2019/8/17,5933424
CT,2019/8/18,5799234
CT,2019/8/19,5856592
CT,2019/8/20,5803210
CT,2019/8/21,5870120
CT,2019/8/22,5854440
CT,2019/8/23,5813874
CT,2019/8/24,5787362
CT,2019/8/25,5814424
CT,2019/8/26,5855456
CT,2019/8/27,5872424
CT,2019/8/28,5878480
CT,2019/8/29,5832170
CT,2019/8/30,5866214
CT,2019/8/31,5718956
CT,2019/9/1,5694390
CT,2019/9/2,5593866
CT,2019/9/3,5800162
CT,2019/9/4,5813670
CT,2019/9/5,5797620
CT,2019/9/6,5777854
CT,2019/9/7,5648094
CT,2019/9/8,5545278
CT,2019/9/9,5724610
CT,2019/9/10,5784082
CT,2019/9/11,5799730
CT,2019/9/12,5778492
CT,2019/9/13,5802018
CT,2019/9/14,5700188
CT,2019/9/15,5654340
CT,2019/9/16,5735988
CT,2019/9/17,5724274
CT,2019/9/18,5762894
CT,2019/9/19,5753364
CT,2019/9/20,5717488
CT,2019/9/21,5626834
CT,2019/9/22,5611566
CT,2019/9/23,5687980
CT,2019/9/24,5717578
CT,2019/9/25,5717652
CT,2019/9/26,5736910
CT,2019/9/27,5735138
CT,2019/9/28,5659536
CT,2019/9/29,5687514
CT,2019/9/30,5496270
CT,2019/10/1,5795856
CT,2019/10/2,5752442
CT,2019/10/3,5720574
CT,2019/10/4,5660526
CT,2019/10/5,5636598
CT,2019/10/6,5566100
CT,2019/10/7,5690314
CT,2019/10/8,5708006
CT,2019/10/9,5653454
CT,2019/10/10,5957028
CT,2019/10/11,5869300
CT,2019/10/12,5795646
CT,2019/10/13,5828120
CT,2019/10/14,5889962
CT,2019/10/15,5717492
CT,2019/10/16,5662352
CT,2019/10/17,5678798
CT,2019/10/18,5757744
CT,2019/10/19,5650516
CT,2019/10/20,5595746
CT,2019/10/21,5716762
CT,2019/10/22,5696270
CT,2019/10/23,5721322
CT,2019/10/24,5806590
CT,2019/10/25,5827490
CT,2019/10/26,5685968
CT,2019/10/27,5519644
CT,2019/10/28,5764136
CT,2019/10/29,5749986
CT,2019/10/30,5402758
CT,2019/10/31,5770900
CT,2019/11/1,5825934
CT,2019/11/2,5681528
CT,2019/11/3,5578076
CT,2019/11/4,5747866
CT,2019/11/5,5701672
CT,2019/11/6,5741548
CT,2019/11/7,5765628
CT,2019/11/8,5759124
CT,2019/11/9,5600700
CT,2019/11/10,5597722
CT,2019/11/11,5696932
CT,2019/11/12,5741874
CT,2019/11/13,5757810
CT,2019/11/14,5782556
CT,2019/11/15,5793626
CT,2019/11/16,5540170
CT,2019/11/17,5554212
CT,2019/11/18,5759690
CT,2019/11/19,5617746
CT,2019/11/20,5748258
CT,2019/11/21,5766462
CT,2019/11/22,5784930
CT,2019/11/23,5616290
CT,2019/11/24,5483620
CT,2019/11/25,5736246
CT,2019/11/26,5779612
CT,2019/11/27,5781624
CT,2019/11/28,5541080
CT,2019/11/29,5684366
CT,2019/11/30,5635064
CT,2019/12/1,5438780
CT,2019/12/2,5540636
CT,2019/12/3,5621374
CT,2019/12/4,5746882
CT,2019/12/5,5752192
CT,2019/12/6,5749242
CT,2019/12/7,5600368
CT,2019/12/8,5479924
CT,2019/12/9,5553986
CT,2019/12/10,5738838
CT,2019/12/11,5650900
CT,2019/12/12,5771894
CT,2019/12/13,5777330
CT,2019/12/14,5594104
