"","date","state","PM2.5","CO","NO2","PM10","SO2","AQ_PM2.5","AQ_CO","AQ_NO2","AQ_PM10","AQ_SO2"
"2852",2020-03-31,"iowa",5,0.3,11.4,14,0.3,"Good","Good","Good","Good","Good"
"2853",2020-04-01,"iowa",4.1,0.2,6.1,62,1.9,"Good","Good","Good","Moderate","Good"
"2854",2020-04-02,"iowa",7.4,0.2,7,74,4.2,"Good","Good","Good","Moderate","Good"
"2855",2020-04-03,"iowa",7.7,0.2,2.8,33,0.6,"Good","Good","Good","Good","Good"
"2856",2020-04-04,"iowa",4.5,0.2,17.3,8,0.2,"Good","Good","Good","Good","Good"
"2857",2020-04-05,"iowa",9.2,0.2,21.3,12,0.7,"Good","Good","Good","Good","Good"
"2858",2020-04-06,"iowa",9.7,0.2,5.5,38,2,"Good","Good","Good","Good","Good"
"2859",2020-04-07,"iowa",10.4,0.2,8.3,30,0.4,"Good","Good","Good","Good","Good"
"2860",2020-04-08,"iowa",8.7,0.3,16.1,32,3.6,"Good","Good","Good","Good","Good"
"2861",2020-04-09,"iowa",3.1,0.2,7.3,28,0.2,"Good","Good","Good","Good","Good"
"2862",2020-04-10,"iowa",5.8,0.2,11.6,40,0.5,"Good","Good","Good","Good","Good"
"2863",2020-04-11,"iowa",12.9,0.3,7.8,45,4.1,"Moderate","Good","Good","Good","Good"
"2864",2020-04-12,"iowa",6.9,0.2,5.7,13,3.1,"Good","Good","Good","Good","Good"
"2865",2020-04-13,"iowa",2.8,0.2,9.3,22,0.2,"Good","Good","Good","Good","Good"
"2866",2020-04-14,"iowa",4.2,0.2,6.6,42,0.1,"Good","Good","Good","Good","Good"
"2867",2020-04-15,"iowa",5.8,0.2,10.4,26,0.1,"Good","Good","Good","Good","Good"
"2868",2020-04-16,"iowa",5.9,0.2,8.2,22,1.3,"Good","Good","Good","Good","Good"
"2869",2020-04-17,"iowa",7.8,0.2,8.2,16,0.2,"Good","Good","Good","Good","Good"
"2870",2020-04-18,"iowa",7.6,0.2,4.8,14,0.2,"Good","Good","Good","Good","Good"
"2871",2020-04-19,"iowa",5.4,0.2,21.9,15,0.3,"Good","Good","Good","Good","Good"
"2872",2020-04-20,"iowa",6.2,0.2,21.8,38,0.3,"Good","Good","Good","Good","Good"
"2873",2020-04-21,"iowa",4,0.2,6.7,32,0.5,"Good","Good","Good","Good","Good"
"2874",2020-04-22,"iowa",5.7,0.3,7.5,51,0.9,"Good","Good","Good","Good","Good"
"2875",2020-04-23,"iowa",14.7,0.2,8.6,46,0.4,"Moderate","Good","Good","Good","Good"
"2876",2020-04-24,"iowa",22.7,0.2,7.4,31,0.2,"Moderate","Good","Good","Good","Good"
"2877",2020-04-25,"iowa",14.3,0.3,16.8,16,0.2,"Moderate","Good","Good","Good","Good"
"2878",2020-04-26,"iowa",9,0.3,10.3,15,2.3,"Good","Good","Good","Good","Good"
"2879",2020-04-27,"iowa",5.9,0.2,8.2,39,1.1,"Good","Good","Good","Good","Good"
"2880",2020-04-28,"iowa",9.2,0.2,6,39,2.6,"Good","Good","Good","Good","Good"
"2881",2020-04-29,"iowa",2.6,0.2,4.7,4,0.2,"Good","Good","Good","Good","Good"
"2882",2020-04-30,"iowa",6.3,0.3,41.3,16,0.3,"Good","Good","Good","Good","Good"
"2883",2020-05-01,"iowa",7.2,0.5,16.9,62,7.9,"Good","Good","Good","Moderate","Good"
"2884",2020-05-02,"iowa",8.4,0.3,8.5,38,0.8,"Good","Good","Good","Good","Good"
"2885",2020-05-03,"iowa",7.8,0.3,15.6,39,0.9,"Good","Good","Good","Good","Good"
"2886",2020-05-04,"iowa",3,0.3,10.4,43,0.8,"Good","Good","Good","Good","Good"
"2887",2020-05-05,"iowa",3.8,0.2,7.6,5,0.1,"Good","Good","Good","Good","Good"
"2888",2020-05-06,"iowa",4.4,0.2,9,21,0.2,"Good","Good","Good","Good","Good"
"2889",2020-05-07,"iowa",5.2,0.2,10.9,49,0.3,"Good","Good","Good","Good","Good"
"2890",2020-05-08,"iowa",3.6,0.2,6.7,23,0.2,"Good","Good","Good","Good","Good"
"2891",2020-05-09,"iowa",4.1,0.2,16.6,32,0.4,"Good","Good","Good","Good","Good"
"2892",2020-05-10,"iowa",2.1,0.2,4,23,0.1,"Good","Good","Good","Good","Good"
"2893",2020-05-11,"iowa",3.5,0.2,14.5,18,0.2,"Good","Good","Good","Good","Good"
"2894",2020-05-12,"iowa",9,0.3,17.5,33,0.4,"Good","Good","Good","Good","Good"
"2895",2020-05-13,"iowa",7.2,0.3,7.3,113,1.2,"Good","Good","Good","Moderate","Good"
"2896",2020-05-14,"iowa",7.7,0.2,9.5,25,1.1,"Good","Good","Good","Good","Good"
"2897",2020-05-15,"iowa",8.1,0.3,25.7,19,0.4,"Good","Good","Good","Good","Good"
"2898",2020-05-16,"iowa",10.4,0.4,18.6,16,0.8,"Good","Good","Good","Good","Good"
"2899",2020-05-17,"iowa",3.1,0.2,3.2,24,0.2,"Good","Good","Good","Good","Good"
"2900",2020-05-18,"iowa",2,0.2,4.7,5,0.1,"Good","Good","Good","Good","Good"
"2901",2020-05-19,"iowa",3.2,0.2,6.1,13,0.1,"Good","Good","Good","Good","Good"
"2902",2020-05-20,"iowa",5.6,0.2,6.3,30,0.3,"Good","Good","Good","Good","Good"
"2903",2020-05-21,"iowa",4.6,0.2,5.8,29,0.2,"Good","Good","Good","Good","Good"
"2904",2020-05-22,"iowa",6.4,0.2,6.9,38,0.5,"Good","Good","Good","Good","Good"
"2905",2020-05-23,"iowa",6.4,0.3,30.4,19,0.5,"Good","Good","Good","Good","Good"
"2906",2020-05-24,"iowa",7,0.3,6.1,19,1.1,"Good","Good","Good","Good","Good"
"2907",2020-05-25,"iowa",5.8,0.3,6.4,20,0.4,"Good","Good","Good","Good","Good"
"2908",2020-05-26,"iowa",6.6,0.2,8.3,76,0.9,"Good","Good","Good","Moderate","Good"
"2909",2020-05-27,"iowa",6.6,0.2,13,63,0.8,"Good","Good","Good","Moderate","Good"
"2910",2020-05-28,"iowa",3.8,0.2,15.6,28,0.2,"Good","Good","Good","Good","Good"
"2911",2020-05-29,"iowa",5.2,0.2,15.3,20,0.2,"Good","Good","Good","Good","Good"
"2912",2020-05-30,"iowa",4.3,0.2,19.5,13,0.2,"Good","Good","Good","Good","Good"
"2913",2020-05-31,"iowa",6.3,0.2,8.8,18,2.4,"Good","Good","Good","Good","Good"
"2914",2020-06-01,"iowa",6,0.3,NA,NA,NA,"Good","Good",NA,NA,NA
"2915",2020-06-02,"iowa",9.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2916",2020-06-03,"iowa",7.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2917",2020-06-04,"iowa",7.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2918",2020-06-05,"iowa",4.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2919",2020-06-06,"iowa",5.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2920",2020-06-07,"iowa",6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2921",2020-06-08,"iowa",6.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2922",2020-06-09,"iowa",5.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2923",2020-06-10,"iowa",5.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2924",2020-06-11,"iowa",4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2925",2020-06-12,"iowa",5.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2926",2020-06-13,"iowa",3.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2927",2020-06-14,"iowa",4.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2928",2020-06-15,"iowa",4.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2929",2020-06-16,"iowa",7.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2930",2020-06-17,"iowa",9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2931",2020-06-18,"iowa",9.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2932",2020-06-19,"iowa",11.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2933",2020-06-20,"iowa",7.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2934",2020-06-21,"iowa",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2935",2020-06-22,"iowa",3.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2936",2020-06-23,"iowa",4.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2937",2020-06-24,"iowa",5.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2938",2020-06-25,"iowa",6.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2939",2020-06-26,"iowa",7.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2940",2020-06-27,"iowa",5.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2941",2020-06-28,"iowa",5.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2942",2020-06-29,"iowa",13.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"2943",2020-06-30,"iowa",7.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2944",2020-07-01,"iowa",7.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2945",2020-07-02,"iowa",8.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"2946",2020-07-03,"iowa",19.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"2947",2020-07-04,"iowa",46.9,NA,NA,NA,NA,"Unhealthy for Sensitive Groups",NA,NA,NA,NA
"2948",2020-07-05,"iowa",23.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"2949",2020-01-01,"kansas",6.4,0.2,6.3,6,1.7,"Good","Good","Good","Good","Good"
"2950",2020-01-02,"kansas",10,0.3,11.9,7,1.4,"Good","Good","Good","Good","Good"
"2951",2020-01-03,"kansas",8,0.3,5.3,6,1.6,"Good","Good","Good","Good","Good"
"2952",2020-01-04,"kansas",3.9,0.3,3.3,6,1.2,"Good","Good","Good","Good","Good"
"2953",2020-01-05,"kansas",4.7,0.3,6.1,8,1,"Good","Good","Good","Good","Good"
"2954",2020-01-06,"kansas",10.6,0.6,16.6,22,1,"Good","Good","Good","Good","Good"
"2955",2020-01-07,"kansas",7.3,0.4,8.7,18,0.8,"Good","Good","Good","Good","Good"
"2956",2020-01-08,"kansas",7.5,0.4,13.7,20,1.1,"Good","Good","Good","Good","Good"
"2957",2020-01-09,"kansas",13.7,0.3,2.9,17,1.6,"Moderate","Good","Good","Good","Good"
"2958",2020-01-10,"kansas",8.8,0.3,6,8,1.1,"Good","Good","Good","Good","Good"
"2959",2020-01-11,"kansas",5.1,0.2,3.5,6,1.1,"Good","Good","Good","Good","Good"
"2960",2020-01-12,"kansas",13,0.3,11.4,9,0.9,"Moderate","Good","Good","Good","Good"
"2961",2020-01-13,"kansas",13.3,0.6,16.4,13,1,"Moderate","Good","Good","Good","Good"
"2962",2020-01-14,"kansas",13.5,0.2,8.5,16,1.1,"Moderate","Good","Good","Good","Good"
"2963",2020-01-15,"kansas",15.5,0.3,6.2,9,1,"Moderate","Good","Good","Good","Good"
"2964",2020-01-16,"kansas",5.9,0.2,6.2,10,0.8,"Good","Good","Good","Good","Good"
"2965",2020-01-17,"kansas",5.2,0.2,5.6,5,1.1,"Good","Good","Good","Good","Good"
"2966",2020-01-18,"kansas",6.1,0.2,3.2,12,1.2,"Good","Good","Good","Good","Good"
"2967",2020-01-19,"kansas",5.2,0.2,4.3,7,0.7,"Good","Good","Good","Good","Good"
"2968",2020-01-20,"kansas",8,0.2,7.1,7,0.8,"Good","Good","Good","Good","Good"
"2969",2020-01-21,"kansas",12,0.2,5.4,9,1,"Good","Good","Good","Good","Good"
"2970",2020-01-22,"kansas",6.8,0.2,3,7,1.2,"Good","Good","Good","Good","Good"
"2971",2020-01-23,"kansas",5.8,0.3,4.6,7,1.5,"Good","Good","Good","Good","Good"
"2972",2020-01-24,"kansas",13.7,0.2,4.5,7,1,"Moderate","Good","Good","Good","Good"
"2973",2020-01-25,"kansas",11.6,0.4,13.5,9,0.9,"Good","Good","Good","Good","Good"
"2974",2020-01-26,"kansas",18.2,0.5,8.9,6,1,"Moderate","Good","Good","Good","Good"
"2975",2020-01-27,"kansas",13.1,0.6,16.6,7,1.4,"Moderate","Good","Good","Good","Good"
"2976",2020-01-28,"kansas",12,0.2,5.1,4,1.2,"Good","Good","Good","Good","Good"
"2977",2020-01-29,"kansas",9.7,0.2,6.9,5,0.7,"Good","Good","Good","Good","Good"
"2978",2020-01-30,"kansas",11.1,0.3,12.5,5,1.1,"Good","Good","Good","Good","Good"
"2979",2020-01-31,"kansas",13.3,0.3,8.8,4,1.2,"Moderate","Good","Good","Good","Good"
"2980",2020-02-01,"kansas",28.7,0.4,7.5,9,1.2,"Moderate","Good","Good","Good","Good"
"2981",2020-02-02,"kansas",30.4,0.7,7.7,5,1,"Moderate","Good","Good","Good","Good"
"2982",2020-02-03,"kansas",8.9,0.7,3.5,6,1.5,"Good","Good","Good","Good","Good"
"2983",2020-02-04,"kansas",4.6,0.2,5.6,6,0.9,"Good","Good","Good","Good","Good"
"2984",2020-02-05,"kansas",4.3,0.2,4.7,7,1.2,"Good","Good","Good","Good","Good"
"2985",2020-02-06,"kansas",5.4,0.4,8.3,12,1.3,"Good","Good","Good","Good","Good"
"2986",2020-02-07,"kansas",10.1,0.4,8.2,9,1.4,"Good","Good","Good","Good","Good"
"2987",2020-02-08,"kansas",9.3,0.2,15.2,7,1.4,"Good","Good","Good","Good","Good"
"2988",2020-02-09,"kansas",7.1,0.2,3.2,7,1.4,"Good","Good","Good","Good","Good"
"2989",2020-02-10,"kansas",7.8,0.2,5.6,11,2,"Good","Good","Good","Good","Good"
"2990",2020-02-11,"kansas",8.2,0.5,4.9,7,2,"Good","Good","Good","Good","Good"
"2991",2020-02-12,"kansas",8.1,0.5,8,9,1.7,"Good","Good","Good","Good","Good"
"2992",2020-02-13,"kansas",5.8,0.2,3.3,6,1.5,"Good","Good","Good","Good","Good"
"2993",2020-02-14,"kansas",6.8,0.4,4.9,9,1.6,"Good","Good","Good","Good","Good"
"2994",2020-02-15,"kansas",11.7,0.7,7.3,10,1.8,"Good","Good","Good","Good","Good"
"2995",2020-02-16,"kansas",19.1,0.9,11.9,13,2,"Moderate","Good","Good","Good","Good"
"2996",2020-02-17,"kansas",14.3,0.3,13.1,13,1.8,"Moderate","Good","Good","Good","Good"
"2997",2020-02-18,"kansas",7,0.4,9.9,8,1.9,"Good","Good","Good","Good","Good"
"2998",2020-02-19,"kansas",12.8,0.5,5.2,8,1.8,"Moderate","Good","Good","Good","Good"
"2999",2020-02-20,"kansas",6,0.3,8.9,4,1.7,"Good","Good","Good","Good","Good"
"3000",2020-02-21,"kansas",10.8,0.4,19.3,9,2.7,"Good","Good","Good","Good","Good"
"3001",2020-02-22,"kansas",13,0.2,4.2,13,1.9,"Moderate","Good","Good","Good","Good"
"3002",2020-02-23,"kansas",15.8,0.2,3.7,11,2,"Moderate","Good","Good","Good","Good"
"3003",2020-02-24,"kansas",9,0.2,6.4,5,2,"Good","Good","Good","Good","Good"
"3004",2020-02-25,"kansas",7.1,0.2,5.4,4,1.9,"Good","Good","Good","Good","Good"
"3005",2020-02-26,"kansas",12.2,0.3,8.6,4,1.5,"Moderate","Good","Good","Good","Good"
"3006",2020-02-27,"kansas",8.3,0.3,5.6,10,1.7,"Good","Good","Good","Good","Good"
"3007",2020-02-28,"kansas",11.6,0.3,4.2,9,1.8,"Good","Good","Good","Good","Good"
"3008",2020-02-29,"kansas",10.8,0.2,11.7,10,1.9,"Good","Good","Good","Good","Good"
"3009",2020-03-01,"kansas",13,0.4,7.8,12,1.8,"Moderate","Good","Good","Good","Good"
"3010",2020-03-02,"kansas",6.8,0.4,11.3,10,1.8,"Good","Good","Good","Good","Good"
"3011",2020-03-03,"kansas",7.3,0.4,8.1,11,1.7,"Good","Good","Good","Good","Good"
"3012",2020-03-04,"kansas",4.9,0.3,13.7,13,2.3,"Good","Good","Good","Good","Good"
"3013",2020-03-05,"kansas",7.7,NA,8.3,14,1.4,"Good",NA,"Good","Good","Good"
"3014",2020-03-06,"kansas",5.7,NA,10.1,17,1.7,"Good",NA,"Good","Good","Good"
"3015",2020-03-07,"kansas",10.7,NA,6.6,36,1.9,"Good",NA,"Good","Good","Good"
"3016",2020-03-08,"kansas",25.1,NA,2.5,18,1.7,"Moderate",NA,"Good","Good","Good"
"3017",2020-03-09,"kansas",11.2,NA,2.5,6,1.7,"Good",NA,"Good","Good","Good"
"3018",2020-03-10,"kansas",14.1,NA,6.2,10,1.3,"Moderate",NA,"Good","Good","Good"
"3019",2020-03-11,"kansas",16.7,0.3,5.9,12,0.5,"Moderate","Good","Good","Good","Good"
"3020",2020-03-12,"kansas",6.3,0.3,3.9,12,0.8,"Good","Good","Good","Good","Good"
"3021",2020-03-13,"kansas",6.1,0.2,3.5,9,0.4,"Good","Good","Good","Good","Good"
"3022",2020-03-14,"kansas",4.2,0.2,1.7,4,0.3,"Good","Good","Good","Good","Good"
"3023",2020-03-15,"kansas",8.3,0.2,1.8,3,0.3,"Good","Good","Good","Good","Good"
"3024",2020-03-16,"kansas",9.1,0.2,2.8,4,0.2,"Good","Good","Good","Good","Good"
"3025",2020-03-17,"kansas",12.2,0.2,11.2,4,0.6,"Moderate","Good","Good","Good","Good"
"3026",2020-03-18,"kansas",7.1,0.2,3.5,10,0.7,"Good","Good","Good","Good","Good"
"3027",2020-03-19,"kansas",3.5,0.2,2.8,20,0.7,"Good","Good","Good","Good","Good"
"3028",2020-03-20,"kansas",4.5,0.2,3.7,4,0.4,"Good","Good","Good","Good","Good"
"3029",2020-03-21,"kansas",6.9,0.2,5.6,12,1.1,"Good","Good","Good","Good","Good"
"3030",2020-03-22,"kansas",5.3,0.2,3.3,9,0.4,"Good","Good","Good","Good","Good"
"3031",2020-03-23,"kansas",9.6,0.2,12.4,7,0.9,"Good","Good","Good","Good","Good"
"3032",2020-03-24,"kansas",12.1,0.2,3.9,6,0.6,"Moderate","Good","Good","Good","Good"
"3033",2020-03-25,"kansas",4.2,0.2,5.8,8,1.9,"Good","Good","Good","Good","Good"
"3034",2020-03-26,"kansas",9.9,0.2,4.8,17,1,"Good","Good","Good","Good","Good"
"3035",2020-03-27,"kansas",20.6,0.2,5.2,13,1,"Moderate","Good","Good","Good","Good"
"3036",2020-03-28,"kansas",6.5,0.2,2.2,11,0.8,"Good","Good","Good","Good","Good"
"3037",2020-03-29,"kansas",11.3,0.4,6,11,0.9,"Good","Good","Good","Good","Good"
"3038",2020-03-30,"kansas",12.9,0.5,11.9,16,0.9,"Moderate","Good","Good","Good","Good"
"3039",2020-03-31,"kansas",10.6,0.3,7.5,6,1,"Good","Good","Good","Good","Good"
"3040",2020-04-01,"kansas",21.6,0.4,NA,NA,NA,"Moderate","Good",NA,NA,NA
"3041",2020-04-02,"kansas",10.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3042",2020-04-03,"kansas",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3043",2020-04-04,"kansas",7.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3044",2020-04-05,"kansas",9.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3045",2020-04-06,"kansas",11.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3046",2020-04-07,"kansas",26.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3047",2020-04-08,"kansas",38.1,NA,NA,NA,NA,"Unhealthy for Sensitive Groups",NA,NA,NA,NA
"3048",2020-04-09,"kansas",6.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3049",2020-04-10,"kansas",12.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3050",2020-04-11,"kansas",15.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3051",2020-04-12,"kansas",5.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3052",2020-04-13,"kansas",5.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3053",2020-04-14,"kansas",13.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3054",2020-04-15,"kansas",11.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3055",2020-04-16,"kansas",11.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3056",2020-04-17,"kansas",9.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3057",2020-04-18,"kansas",17,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3058",2020-04-19,"kansas",12.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3059",2020-04-20,"kansas",12.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3060",2020-04-21,"kansas",5.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3061",2020-04-22,"kansas",8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3062",2020-04-23,"kansas",11.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3063",2020-04-24,"kansas",10,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3064",2020-04-25,"kansas",11.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3065",2020-04-26,"kansas",10.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3066",2020-04-27,"kansas",9.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3067",2020-04-28,"kansas",10.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3068",2020-04-29,"kansas",4.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3069",2020-04-30,"kansas",10,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3070",2020-05-01,"kansas",11.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3071",2020-05-02,"kansas",8.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3072",2020-05-03,"kansas",7.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3073",2020-05-04,"kansas",6.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3074",2020-05-05,"kansas",5.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3075",2020-05-06,"kansas",6.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3076",2020-05-07,"kansas",14.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3077",2020-05-08,"kansas",6.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3078",2020-05-09,"kansas",21.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3079",2020-05-10,"kansas",5.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3080",2020-05-11,"kansas",6.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3081",2020-05-12,"kansas",7.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3082",2020-05-13,"kansas",7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3083",2020-05-14,"kansas",10.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3084",2020-05-15,"kansas",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3085",2020-05-16,"kansas",8.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3086",2020-05-17,"kansas",6.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3087",2020-05-18,"kansas",3.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3088",2020-05-19,"kansas",4.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3089",2020-05-20,"kansas",6.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3090",2020-05-21,"kansas",9.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3091",2020-05-22,"kansas",7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3092",2020-05-23,"kansas",12.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3093",2020-05-24,"kansas",8.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3094",2020-05-25,"kansas",7.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3095",2020-05-26,"kansas",6.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3096",2020-05-27,"kansas",8.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3097",2020-05-28,"kansas",9.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3098",2020-05-29,"kansas",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3099",2020-05-30,"kansas",8.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3100",2020-05-31,"kansas",4.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3101",2020-06-01,"kansas",7.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3102",2020-06-02,"kansas",14.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3103",2020-06-03,"kansas",13.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3104",2020-06-04,"kansas",4.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3105",2020-06-05,"kansas",0.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3106",2020-06-06,"kansas",0,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3107",2020-06-07,"kansas",0,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3108",2020-06-08,"kansas",7.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3109",2020-06-09,"kansas",13.1,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3110",2020-06-10,"kansas",5.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3111",2020-06-11,"kansas",10.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3112",2020-06-12,"kansas",8.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3113",2020-06-13,"kansas",9.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3114",2020-06-14,"kansas",9.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3115",2020-06-15,"kansas",13,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3116",2020-06-16,"kansas",14.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3117",2020-06-17,"kansas",14,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3118",2020-06-18,"kansas",16.1,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3119",2020-06-19,"kansas",13.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3120",2020-06-20,"kansas",10.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3121",2020-06-21,"kansas",11.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3122",2020-06-22,"kansas",10.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3123",2020-06-23,"kansas",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3124",2020-06-24,"kansas",6.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3125",2020-06-25,"kansas",10,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3126",2020-06-26,"kansas",12.1,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3127",2020-06-27,"kansas",11.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"3128",2020-06-28,"kansas",36.6,NA,NA,NA,NA,"Unhealthy for Sensitive Groups",NA,NA,NA,NA
"3129",2020-06-29,"kansas",16.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"3130",2020-06-30,"kansas",14.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
