"","date","state","PM2.5","CO","NO2","PM10","SO2","AQ_PM2.5","AQ_CO","AQ_NO2","AQ_PM10","AQ_SO2"
"7852",2020-06-26,"south dakota",3.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"7853",2020-06-27,"south dakota",5.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"7854",2020-06-28,"south dakota",11.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"7855",2020-06-29,"south dakota",27.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"7856",2020-06-30,"south dakota",15.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"7857",2020-07-01,"south dakota",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"7858",2020-07-02,"south dakota",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"7859",2020-07-03,"south dakota",8.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"7860",2020-07-04,"south dakota",18.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"7861",2020-07-05,"south dakota",14.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"7862",2020-07-06,"south dakota",8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"7863",2020-01-01,"tennessee",2.4,0.1,0.9,9,0,"Good","Good","Good","Good","Good"
"7864",2020-01-02,"tennessee",5.9,0.1,0.9,16,0,"Good","Good","Good","Good","Good"
"7865",2020-01-03,"tennessee",2.7,0.2,2,10,0,"Good","Good","Good","Good","Good"
"7866",2020-01-04,"tennessee",3.7,0.1,1.4,7,0,"Good","Good","Good","Good","Good"
"7867",2020-01-05,"tennessee",4.3,0.1,0.7,7,0.1,"Good","Good","Good","Good","Good"
"7868",2020-01-06,"tennessee",3.5,0.1,5.3,13,0.2,"Good","Good","Good","Good","Good"
"7869",2020-01-07,"tennessee",3.9,0.2,3.4,11,0.4,"Good","Good","Good","Good","Good"
"7870",2020-01-08,"tennessee",4.3,0.1,1.2,12,0.1,"Good","Good","Good","Good","Good"
"7871",2020-01-09,"tennessee",5,0.1,1.3,20,0,"Good","Good","Good","Good","Good"
"7872",2020-01-10,"tennessee",4.6,0.2,0.6,24,0,"Good","Good","Good","Good","Good"
"7873",2020-01-11,"tennessee",2.3,0.1,0.9,11,NA,"Good","Good","Good","Good",NA
"7874",2020-01-12,"tennessee",3,0.1,1.1,11,0,"Good","Good","Good","Good","Good"
"7875",2020-01-13,"tennessee",6.5,0.2,1,21,0.1,"Good","Good","Good","Good","Good"
"7876",2020-01-14,"tennessee",1.8,0.1,1.2,9,0,"Good","Good","Good","Good","Good"
"7877",2020-01-15,"tennessee",3,0.1,0.7,9,0,"Good","Good","Good","Good","Good"
"7878",2020-01-16,"tennessee",3.6,0.2,2.8,8,0,"Good","Good","Good","Good","Good"
"7879",2020-01-17,"tennessee",4,0.1,1.9,11,0.1,"Good","Good","Good","Good","Good"
"7880",2020-01-18,"tennessee",4.6,0.1,1.2,11,0,"Good","Good","Good","Good","Good"
"7881",2020-01-19,"tennessee",2.6,0.1,1.5,7,0.3,"Good","Good","Good","Good","Good"
"7882",2020-01-20,"tennessee",4.5,0.2,2.5,9,NA,"Good","Good","Good","Good",NA
"7883",2020-01-21,"tennessee",4.3,0.1,1.9,10,NA,"Good","Good","Good","Good",NA
"7884",2020-01-22,"tennessee",9.2,0.2,2.3,20,0.6,"Good","Good","Good","Good","Good"
"7885",2020-01-23,"tennessee",14.3,0.1,0.8,29,0.2,"Moderate","Good","Good","Good","Good"
"7886",2020-01-24,"tennessee",6,0.2,5.6,8,0.1,"Good","Good","Good","Good","Good"
"7887",2020-01-25,"tennessee",2.9,0.2,1,5,0.1,"Good","Good","Good","Good","Good"
"7888",2020-01-26,"tennessee",4.8,0.2,0.8,11,0.2,"Good","Good","Good","Good","Good"
"7889",2020-01-27,"tennessee",6.1,0.2,1.7,13,0.7,"Good","Good","Good","Good","Good"
"7890",2020-01-28,"tennessee",5.5,0.2,1.8,15,1.1,"Good","Good","Good","Good","Good"
"7891",2020-01-29,"tennessee",6.8,0.2,10.6,15,0.3,"Good","Good","Good","Good","Good"
"7892",2020-01-30,"tennessee",6.7,0.2,2.3,15,0.3,"Good","Good","Good","Good","Good"
"7893",2020-01-31,"tennessee",7.8,0.2,2.5,18,0.2,"Good","Good","Good","Good","Good"
"7894",2020-02-01,"tennessee",8.1,0.2,1.8,17,0.4,"Good","Good","Good","Good","Good"
"7895",2020-02-02,"tennessee",3.4,0.2,0.7,8,0.2,"Good","Good","Good","Good","Good"
"7896",2020-02-03,"tennessee",4.7,0.1,0.7,12,0.4,"Good","Good","Good","Good","Good"
"7897",2020-02-04,"tennessee",5.7,0.1,0.6,9,0.3,"Good","Good","Good","Good","Good"
"7898",2020-02-05,"tennessee",2.8,0.1,0.8,6,0.1,"Good","Good","Good","Good","Good"
"7899",2020-02-06,"tennessee",0,0.2,3.5,3,0.1,"Good","Good","Good","Good","Good"
"7900",2020-02-07,"tennessee",1.9,0.2,2.8,4,0.2,"Good","Good","Good","Good","Good"
"7901",2020-02-08,"tennessee",5.5,0.1,0.6,12,0.2,"Good","Good","Good","Good","Good"
"7902",2020-02-09,"tennessee",6.6,0.1,0.5,15,0.2,"Good","Good","Good","Good","Good"
"7903",2020-02-10,"tennessee",5.1,0.2,1.5,11,0.2,"Good","Good","Good","Good","Good"
"7904",2020-02-11,"tennessee",2,0.2,3.9,5,0.1,"Good","Good","Good","Good","Good"
"7905",2020-02-12,"tennessee",3.9,0.2,2.1,7,0.1,"Good","Good","Good","Good","Good"
"7906",2020-02-13,"tennessee",1.6,0.2,2.7,3,0.1,"Good","Good","Good","Good","Good"
"7907",2020-02-14,"tennessee",5,0.2,2.6,8,0.1,"Good","Good","Good","Good","Good"
"7908",2020-02-15,"tennessee",4.7,0.2,1.6,13,0.4,"Good","Good","Good","Good","Good"
"7909",2020-02-16,"tennessee",6.8,0.2,1,20,0.5,"Good","Good","Good","Good","Good"
"7910",2020-02-17,"tennessee",9.9,0.2,1.3,25,0.5,"Good","Good","Good","Good","Good"
"7911",2020-02-18,"tennessee",3.4,0.2,5.8,14,0.1,"Good","Good","Good","Good","Good"
"7912",2020-02-19,"tennessee",5.3,0.2,2,8,0.8,"Good","Good","Good","Good","Good"
"7913",2020-02-20,"tennessee",4.7,0.2,3.8,7,0.4,"Good","Good","Good","Good","Good"
"7914",2020-02-21,"tennessee",4.6,0.2,1.6,10,0.3,"Good","Good","Good","Good","Good"
"7915",2020-02-22,"tennessee",5.8,0.2,0.7,19,0.2,"Good","Good","Good","Good","Good"
"7916",2020-02-23,"tennessee",8.8,0.2,0.7,18,0.3,"Good","Good","Good","Good","Good"
"7917",2020-02-24,"tennessee",8.6,0.2,0.5,14,0.2,"Good","Good","Good","Good","Good"
"7918",2020-02-25,"tennessee",5.7,0.2,0.9,11,0.2,"Good","Good","Good","Good","Good"
"7919",2020-02-26,"tennessee",2.9,0.2,2.3,7,0.2,"Good","Good","Good","Good","Good"
"7920",2020-02-27,"tennessee",3,0.2,1,7,0.2,"Good","Good","Good","Good","Good"
"7921",2020-02-28,"tennessee",6.3,0.2,1.9,10,0.3,"Good","Good","Good","Good","Good"
"7922",2020-02-29,"tennessee",5.3,0.1,0.9,10,0.1,"Good","Good","Good","Good","Good"
"7923",2020-03-01,"tennessee",8.7,0.2,1.7,18,0.3,"Good","Good","Good","Good","Good"
"7924",2020-03-02,"tennessee",10.7,0.2,1.1,15,0.4,"Good","Good","Good","Good","Good"
"7925",2020-03-03,"tennessee",4.5,0.2,1.2,8,0.4,"Good","Good","Good","Good","Good"
"7926",2020-03-04,"tennessee",4.7,0.1,1.4,12,0.4,"Good","Good","Good","Good","Good"
"7927",2020-03-05,"tennessee",5.8,0.2,3.5,13,0.3,"Good","Good","Good","Good","Good"
"7928",2020-03-06,"tennessee",3.9,0.2,1.4,11,0.2,"Good","Good","Good","Good","Good"
"7929",2020-03-07,"tennessee",4.6,0.2,1.6,9,0.1,"Good","Good","Good","Good","Good"
"7930",2020-03-08,"tennessee",6,0.2,0.7,14,0.2,"Good","Good","Good","Good","Good"
"7931",2020-03-09,"tennessee",7,0.2,0.8,22,0.3,"Good","Good","Good","Good","Good"
"7932",2020-03-10,"tennessee",5.5,0.2,0.7,10,0.2,"Good","Good","Good","Good","Good"
"7933",2020-03-11,"tennessee",6.2,0.1,0.6,14,0.1,"Good","Good","Good","Good","Good"
"7934",2020-03-12,"tennessee",6,0.1,0.9,18,0.2,"Good","Good","Good","Good","Good"
"7935",2020-03-13,"tennessee",3.2,0.2,2.1,8,0.1,"Good","Good","Good","Good","Good"
"7936",2020-03-14,"tennessee",4.7,0.2,1.1,7,0.2,"Good","Good","Good","Good","Good"
"7937",2020-03-15,"tennessee",2,0.2,1.9,3,0.1,"Good","Good","Good","Good","Good"
"7938",2020-03-16,"tennessee",4.6,0.2,4.5,10,0.1,"Good","Good","Good","Good","Good"
"7939",2020-03-17,"tennessee",5.6,0.2,4.5,7,0.1,"Good","Good","Good","Good","Good"
"7940",2020-03-18,"tennessee",6.4,0.2,0.6,12,0.2,"Good","Good","Good","Good","Good"
"7941",2020-03-19,"tennessee",8.8,0.2,0.6,15,0.1,"Good","Good","Good","Good","Good"
"7942",2020-03-20,"tennessee",6.8,0.2,0.7,11,0.3,"Good","Good","Good","Good","Good"
"7943",2020-03-21,"tennessee",3.3,0.2,2.7,7,0.2,"Good","Good","Good","Good","Good"
"7944",2020-03-22,"tennessee",3.3,0.2,1.4,8,0.2,"Good","Good","Good","Good","Good"
"7945",2020-03-23,"tennessee",2.5,0.2,1.1,6,0.1,"Good","Good","Good","Good","Good"
"7946",2020-03-24,"tennessee",1.5,0.2,1.6,7,0.2,"Good","Good","Good","Good","Good"
"7947",2020-03-25,"tennessee",1.5,0.2,1.8,5,0.1,"Good","Good","Good","Good","Good"
"7948",2020-03-26,"tennessee",4.4,0.2,0.6,13,0.2,"Good","Good","Good","Good","Good"
"7949",2020-03-27,"tennessee",11.1,0.2,0.7,22,0.4,"Good","Good","Good","Good","Good"
"7950",2020-03-28,"tennessee",12.1,0.2,0.7,20,0.3,"Moderate","Good","Good","Good","Good"
"7951",2020-03-29,"tennessee",6.1,0.2,0.7,NA,0.2,"Good","Good","Good",NA,"Good"
"7952",2020-03-30,"tennessee",4.9,0.2,1,NA,0.5,"Good","Good","Good",NA,"Good"
"7953",2020-03-31,"tennessee",3.3,0.2,2.6,6,0.2,"Good","Good","Good","Good","Good"
"7954",2020-04-01,"tennessee",3,0.2,2.6,7,0.2,"Good","Good","Good","Good","Good"
"7955",2020-04-02,"tennessee",3.6,0.2,1,13,0.2,"Good","Good","Good","Good","Good"
"7956",2020-04-03,"tennessee",4.6,0.2,1.1,18,0.2,"Good","Good","Good","Good","Good"
"7957",2020-04-04,"tennessee",10,0.2,0.6,25,0.2,"Good","Good","Good","Good","Good"
"7958",2020-04-05,"tennessee",12.4,0.2,1.5,23,0.4,"Moderate","Good","Good","Good","Good"
"7959",2020-04-06,"tennessee",9.9,0.2,0.7,20,0.3,"Good","Good","Good","Good","Good"
"7960",2020-04-07,"tennessee",13.6,0.2,0.6,24,0.2,"Moderate","Good","Good","Good","Good"
"7961",2020-04-08,"tennessee",6.6,0.2,0.5,13,0.2,"Good","Good","Good","Good","Good"
"7962",2020-04-09,"tennessee",3.2,0.2,1,12,0.2,"Good","Good","Good","Good","Good"
"7963",2020-04-10,"tennessee",3.8,0.2,1.3,11,0.3,"Good","Good","Good","Good","Good"
"7964",2020-04-11,"tennessee",6.5,0.2,0.8,16,0.4,"Good","Good","Good","Good","Good"
"7965",2020-04-12,"tennessee",11,0.2,0.7,21,0.2,"Good","Good","Good","Good","Good"
"7966",2020-04-13,"tennessee",1.7,0.2,1.6,6,0.2,"Good","Good","Good","Good","Good"
"7967",2020-04-14,"tennessee",3.6,0.2,1.2,9,0.2,"Good","Good","Good","Good","Good"
"7968",2020-04-15,"tennessee",3.3,0.2,1.7,11,0.3,"Good","Good","Good","Good","Good"
"7969",2020-04-16,"tennessee",NA,0.2,1.2,17,0.2,NA,"Good","Good","Good","Good"
"7970",2020-04-17,"tennessee",NA,0.2,0.6,23,0.2,NA,"Good","Good","Good","Good"
"7971",2020-04-18,"tennessee",NA,0.2,1,10,0.2,NA,"Good","Good","Good","Good"
"7972",2020-04-19,"tennessee",NA,0.2,0.9,14,0.2,NA,"Good","Good","Good","Good"
"7973",2020-04-20,"tennessee",NA,0.2,1.9,10,0.2,NA,"Good","Good","Good","Good"
"7974",2020-04-21,"tennessee",4.9,0.2,0.8,13,0.3,"Good","Good","Good","Good","Good"
"7975",2020-04-22,"tennessee",3.5,0.1,0.7,15,0.5,"Good","Good","Good","Good","Good"
"7976",2020-04-23,"tennessee",4.9,0.2,0.8,11,0.2,"Good","Good","Good","Good","Good"
"7977",2020-04-24,"tennessee",1.7,0.2,1.2,8,0.1,"Good","Good","Good","Good","Good"
"7978",2020-04-25,"tennessee",4.1,0.2,1.5,12,0.2,"Good","Good","Good","Good","Good"
"7979",2020-04-26,"tennessee",1.5,0.2,0.9,4,0.2,"Good","Good","Good","Good","Good"
"7980",2020-04-27,"tennessee",4.4,0.2,0.7,12,0.2,"Good","Good","Good","Good","Good"
"7981",2020-04-28,"tennessee",5.4,0.2,1,16,0.2,"Good","Good","Good","Good","Good"
"7982",2020-04-29,"tennessee",5.5,0.2,0.6,15,0.4,"Good","Good","Good","Good","Good"
"7983",2020-04-30,"tennessee",2.3,0.2,0.9,7,0.1,"Good","Good","Good","Good","Good"
"7984",2020-05-01,"tennessee",2.5,0.1,NA,11,NA,"Good","Good",NA,"Good",NA
"7985",2020-05-02,"tennessee",7.3,NA,NA,16,NA,"Good",NA,NA,"Good",NA
"7986",2020-05-03,"tennessee",8.2,NA,NA,15,NA,"Good",NA,NA,"Good",NA
"7987",2020-05-04,"tennessee",6.7,NA,NA,13,NA,"Good",NA,NA,"Good",NA
"7988",2020-05-05,"tennessee",6.5,NA,NA,14,NA,"Good",NA,NA,"Good",NA
"7989",2020-05-06,"tennessee",2.9,NA,NA,10,NA,"Good",NA,NA,"Good",NA
"7990",2020-05-07,"tennessee",3.7,NA,NA,12,NA,"Good",NA,NA,"Good",NA
"7991",2020-05-08,"tennessee",5,NA,NA,10,NA,"Good",NA,NA,"Good",NA
"7992",2020-05-09,"tennessee",2.5,NA,NA,14,NA,"Good",NA,NA,"Good",NA
"7993",2020-05-10,"tennessee",5.1,NA,NA,13,NA,"Good",NA,NA,"Good",NA
"7994",2020-05-11,"tennessee",2.6,NA,NA,7,NA,"Good",NA,NA,"Good",NA
"7995",2020-05-12,"tennessee",4,NA,NA,11,NA,"Good",NA,NA,"Good",NA
"7996",2020-05-13,"tennessee",7.6,NA,NA,13,NA,"Good",NA,NA,"Good",NA
"7997",2020-05-14,"tennessee",8.6,NA,NA,18,NA,"Good",NA,NA,"Good",NA
"7998",2020-05-15,"tennessee",6.4,NA,NA,19,NA,"Good",NA,NA,"Good",NA
"7999",2020-05-16,"tennessee",9.5,NA,NA,23,NA,"Good",NA,NA,"Good",NA
"8000",2020-05-17,"tennessee",9.2,NA,NA,20,NA,"Good",NA,NA,"Good",NA
"8001",2020-05-18,"tennessee",5.9,NA,NA,12,NA,"Good",NA,NA,"Good",NA
"8002",2020-05-19,"tennessee",4.4,NA,NA,8,NA,"Good",NA,NA,"Good",NA
"8003",2020-05-20,"tennessee",1.8,NA,NA,6,NA,"Good",NA,NA,"Good",NA
"8004",2020-05-21,"tennessee",3.3,NA,NA,8,NA,"Good",NA,NA,"Good",NA
"8005",2020-05-22,"tennessee",6.3,NA,NA,10,NA,"Good",NA,NA,"Good",NA
"8006",2020-05-23,"tennessee",7.1,NA,NA,16,NA,"Good",NA,NA,"Good",NA
"8007",2020-05-24,"tennessee",5.5,NA,NA,17,NA,"Good",NA,NA,"Good",NA
"8008",2020-05-25,"tennessee",6.6,NA,NA,16,NA,"Good",NA,NA,"Good",NA
"8009",2020-05-26,"tennessee",7.1,NA,NA,15,NA,"Good",NA,NA,"Good",NA
"8010",2020-05-27,"tennessee",6,NA,NA,12,NA,"Good",NA,NA,"Good",NA
"8011",2020-05-28,"tennessee",3,NA,NA,10,NA,"Good",NA,NA,"Good",NA
"8012",2020-05-29,"tennessee",6.5,NA,NA,14,NA,"Good",NA,NA,"Good",NA
"8013",2020-05-30,"tennessee",5.8,NA,NA,12,NA,"Good",NA,NA,"Good",NA
"8014",2020-05-31,"tennessee",4.8,NA,NA,10,NA,"Good",NA,NA,"Good",NA
"8015",2020-06-01,"tennessee",5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8016",2020-06-02,"tennessee",10.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8017",2020-06-03,"tennessee",13,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"8018",2020-06-04,"tennessee",9.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8019",2020-06-05,"tennessee",5.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8020",2020-06-06,"tennessee",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8021",2020-06-07,"tennessee",10.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8022",2020-06-08,"tennessee",6.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8023",2020-06-09,"tennessee",5.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8024",2020-06-10,"tennessee",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8025",2020-06-11,"tennessee",5.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8026",2020-06-12,"tennessee",6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8027",2020-06-13,"tennessee",6.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8028",2020-06-14,"tennessee",7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8029",2020-06-15,"tennessee",5.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8030",2020-06-16,"tennessee",3.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8031",2020-06-17,"tennessee",4.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8032",2020-06-18,"tennessee",4.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8033",2020-06-19,"tennessee",8.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8034",2020-06-20,"tennessee",11,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8035",2020-06-21,"tennessee",13.1,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"8036",2020-06-22,"tennessee",10.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8037",2020-06-23,"tennessee",4.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8038",2020-06-24,"tennessee",5.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8039",2020-06-25,"tennessee",8.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8040",2020-06-26,"tennessee",11.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8041",2020-06-27,"tennessee",30,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"8042",2020-06-28,"tennessee",11.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8043",2020-06-29,"tennessee",8.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8044",2020-06-30,"tennessee",3.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8045",2020-07-01,"tennessee",5.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8046",2020-07-02,"tennessee",8.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8047",2020-07-03,"tennessee",9.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8048",2020-07-04,"tennessee",15.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"8049",2020-07-05,"tennessee",17.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"8050",2020-07-06,"tennessee",10.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"8051",2020-01-01,"texas",4.7,0.4,11,NA,3.5,"Good","Good","Good",NA,"Good"
"8052",2020-01-02,"texas",4.2,0.8,1.5,NA,1.3,"Good","Good","Good",NA,"Good"
"8053",2020-01-03,"texas",1.6,1,3.6,NA,1.2,"Good","Good","Good",NA,"Good"
"8054",2020-01-04,"texas",2.5,0.5,8.5,26,1,"Good","Good","Good","Good","Good"
"8055",2020-01-05,"texas",2.4,0.6,3.1,NA,0.2,"Good","Good","Good",NA,"Good"
"8056",2020-01-06,"texas",2.5,0.7,4.9,NA,0.9,"Good","Good","Good",NA,"Good"
"8057",2020-01-07,"texas",5.7,0.5,6.2,NA,1.3,"Good","Good","Good",NA,"Good"
"8058",2020-01-08,"texas",4.7,0.8,8.7,NA,0.3,"Good","Good","Good",NA,"Good"
"8059",2020-01-09,"texas",5,0.2,1.6,NA,0.9,"Good","Good","Good",NA,"Good"
"8060",2020-01-10,"texas",9,0.3,0.5,37,1.1,"Good","Good","Good","Good","Good"
"8061",2020-01-11,"texas",2.4,0.4,9.7,NA,0.7,"Good","Good","Good",NA,"Good"
"8062",2020-01-12,"texas",5,0.4,10,NA,0.4,"Good","Good","Good",NA,"Good"
"8063",2020-01-13,"texas",6.3,0.5,9.8,NA,0.8,"Good","Good","Good",NA,"Good"
"8064",2020-01-14,"texas",7.6,0.7,4.5,NA,0.8,"Good","Good","Good",NA,"Good"
"8065",2020-01-15,"texas",6.5,0.6,3.7,NA,0.8,"Good","Good","Good",NA,"Good"
"8066",2020-01-16,"texas",6.6,0.4,3.7,20,0.8,"Good","Good","Good","Good","Good"
"8067",2020-01-17,"texas",5.1,0.4,3.9,NA,0.6,"Good","Good","Good",NA,"Good"
"8068",2020-01-18,"texas",5.7,0.5,1.7,NA,0.4,"Good","Good","Good",NA,"Good"
"8069",2020-01-19,"texas",2.8,0.3,2.7,NA,0.2,"Good","Good","Good",NA,"Good"
"8070",2020-01-20,"texas",3.7,0.4,9.5,NA,1.3,"Good","Good","Good",NA,"Good"
"8071",2020-01-21,"texas",4.3,0.3,15.5,NA,0.2,"Good","Good","Good",NA,"Good"
"8072",2020-01-22,"texas",3.2,0.5,NA,12,0,"Good","Good",NA,"Good","Good"
"8073",2020-01-23,"texas",2.6,0.5,4.8,NA,1.2,"Good","Good","Good",NA,"Good"
"8074",2020-01-24,"texas",4.3,0.6,15.2,NA,0.3,"Good","Good","Good",NA,"Good"
"8075",2020-01-25,"texas",2.9,0.4,19.9,NA,0.2,"Good","Good","Good",NA,"Good"
"8076",2020-01-26,"texas",6.9,0.4,4.2,NA,1,"Good","Good","Good",NA,"Good"
"8077",2020-01-27,"texas",6,0.6,5.4,NA,0.5,"Good","Good","Good",NA,"Good"
"8078",2020-01-28,"texas",6.6,0.4,3.2,13,1.2,"Good","Good","Good","Good","Good"
"8079",2020-01-29,"texas",2,0.4,2.4,NA,0.8,"Good","Good","Good",NA,"Good"
"8080",2020-01-30,"texas",5.3,0.3,4.3,NA,0.7,"Good","Good","Good",NA,"Good"
"8081",2020-01-31,"texas",5.5,0.6,7.7,NA,1.9,"Good","Good","Good",NA,"Good"
"8082",2020-02-01,"texas",4.5,0.6,7,NA,1.2,"Good","Good","Good",NA,"Good"
"8083",2020-02-02,"texas",7.1,0.8,5.1,NA,0.5,"Good","Good","Good",NA,"Good"
"8084",2020-02-03,"texas",5.9,0.3,1.5,42,0.5,"Good","Good","Good","Good","Good"
"8085",2020-02-04,"texas",14.7,0.4,1.5,NA,2,"Moderate","Good","Good",NA,"Good"
"8086",2020-02-05,"texas",5,0.3,1.8,NA,1,"Good","Good","Good",NA,"Good"
"8087",2020-02-06,"texas",2.2,0.6,3.7,NA,1.2,"Good","Good","Good",NA,"Good"
"8088",2020-02-07,"texas",4.7,0.9,4.6,NA,0.7,"Good","Good","Good",NA,"Good"
"8089",2020-02-08,"texas",4.1,0.4,10.8,NA,0.6,"Good","Good","Good",NA,"Good"
"8090",2020-02-09,"texas",10.5,0.3,1,31,0.7,"Good","Good","Good","Good","Good"
"8091",2020-02-10,"texas",17.7,0.4,2,NA,1.3,"Moderate","Good","Good",NA,"Good"
"8092",2020-02-11,"texas",5,0.4,2.6,NA,1.3,"Good","Good","Good",NA,"Good"
"8093",2020-02-12,"texas",1.8,0.6,7.8,NA,0.9,"Good","Good","Good",NA,"Good"
"8094",2020-02-13,"texas",3.2,0.6,1.2,NA,0.6,"Good","Good","Good",NA,"Good"
"8095",2020-02-14,"texas",5.2,0.3,7.8,NA,0.9,"Good","Good","Good",NA,"Good"
"8096",2020-02-15,"texas",6.9,0.7,3.7,18,0.4,"Good","Good","Good","Good","Good"
"8097",2020-02-16,"texas",6,0.9,1.7,NA,1,"Good","Good","Good",NA,"Good"
"8098",2020-02-17,"texas",NA,0.7,1.8,NA,0.7,NA,"Good","Good",NA,"Good"
"8099",2020-02-18,"texas",NA,0.4,1.6,NA,1,NA,"Good","Good",NA,"Good"
"8100",2020-02-19,"texas",6.9,0.4,2.6,NA,1.3,"Good","Good","Good",NA,"Good"
"8101",2020-02-20,"texas",2.4,0.3,0.9,NA,1.2,"Good","Good","Good",NA,"Good"
"8102",2020-02-21,"texas",7.4,0.4,11,NA,0.7,"Good","Good","Good",NA,"Good"
"8103",2020-02-22,"texas",7.1,0.3,7.6,NA,0.3,"Good","Good","Good",NA,"Good"
"8104",2020-02-23,"texas",4.3,0.3,3.6,NA,0.7,"Good","Good","Good",NA,"Good"
"8105",2020-02-24,"texas",5.8,0.6,2.5,NA,1.2,"Good","Good","Good",NA,"Good"
"8106",2020-02-25,"texas",6.5,0.8,3.2,NA,1,"Good","Good","Good",NA,"Good"
"8107",2020-02-26,"texas",1.2,0.4,1.8,21,0.5,"Good","Good","Good","Good","Good"
"8108",2020-02-27,"texas",3.9,0.7,5.4,NA,0.9,"Good","Good","Good",NA,"Good"
"8109",2020-02-28,"texas",6,0.6,4.5,76,0.4,"Good","Good","Good","Moderate","Good"
"8110",2020-02-29,"texas",4.5,0.5,3.2,NA,0.1,"Good","Good","Good",NA,"Good"
"8111",2020-03-01,"texas",6.5,0.3,1.9,NA,0.8,"Good","Good","Good",NA,"Good"
"8112",2020-03-02,"texas",10.2,0.6,6,NA,0.8,"Good","Good","Good",NA,"Good"
"8113",2020-03-03,"texas",12,0.6,6.1,NA,0.7,"Good","Good","Good",NA,"Good"
"8114",2020-03-04,"texas",6.1,0.5,1.7,16,0.6,"Good","Good","Good","Good","Good"
"8115",2020-03-05,"texas",2.9,0.6,2.7,NA,0.2,"Good","Good","Good",NA,"Good"
"8116",2020-03-06,"texas",6.6,0.6,5.6,NA,0.5,"Good","Good","Good",NA,"Good"
"8117",2020-03-07,"texas",5.6,0.4,6.1,NA,0.2,"Good","Good","Good",NA,"Good"
"8118",2020-03-08,"texas",3.6,0.2,2.7,NA,0.2,"Good","Good","Good",NA,"Good"
"8119",2020-03-09,"texas",5.8,0.3,1.5,NA,0.5,"Good","Good","Good",NA,"Good"
"8120",2020-03-10,"texas",8.1,0.4,2.7,32,0.5,"Good","Good","Good","Good","Good"
"8121",2020-03-11,"texas",7,0.4,1.6,NA,0.5,"Good","Good","Good",NA,"Good"
"8122",2020-03-12,"texas",7.2,0.3,1.4,NA,0.6,"Good","Good","Good",NA,"Good"
"8123",2020-03-13,"texas",9.7,0.3,3.9,NA,0.8,"Good","Good","Good",NA,"Good"
"8124",2020-03-14,"texas",11.7,0.3,3.6,NA,0.2,"Good","Good","Good",NA,"Good"
"8125",2020-03-15,"texas",8.9,0.4,1.1,NA,0.7,"Good","Good","Good",NA,"Good"
"8126",2020-03-16,"texas",7.2,0.3,5.2,31,0.9,"Good","Good","Good","Good","Good"
